Time (ms),Throttle Out1 (V),Throttle Out2 (V),Mode,Throttle Raw Value,Throttle Filtered Value,Pedal Percentage (%),Brake Raw Distance (mm),Brake Filtered Distance (mm),Brake Percentage (%),Steer Voltage1 (V),Steer Voltage2 (V),Steering Angle (deg),Speed (KPH)
292361.0,1.04,0.52,Manual,156.0,155.45,4.0,114.0,113.69,0.0,2.58,2.36,323.8,7.12468758
292428.0,1.04,0.52,Manual,155.0,155.41,4.0,114.0,113.69,0.0,2.58,2.37,329.0,7.051717139999999
292560.0,1.05,0.52,Manual,158.0,155.46,4.0,114.0,113.69,0.0,2.57,2.37,333.2,7.25834704
292628.0,1.04,0.52,Manual,156.0,155.64,4.0,114.0,113.69,0.0,2.57,2.38,335.7,7.464607019999999
292695.0,1.04,0.52,Manual,155.0,155.82,4.0,114.0,113.69,0.0,2.56,2.38,337.4,7.331186919999999
292762.0,1.05,0.52,Manual,157.0,155.91,4.0,114.0,113.69,0.0,2.56,2.38,339.1,7.464607019999999
292895.0,1.05,0.52,Manual,157.0,156.03,4.0,114.0,113.69,0.0,2.55,2.39,340.5,7.525201320000001
292968.0,1.04,0.52,Manual,155.0,156.16,4.0,114.0,113.69,0.0,2.55,2.39,340.7,7.597872239999999
293035.0,1.04,0.52,Manual,154.0,156.13,4.0,114.0,113.69,0.0,2.55,2.4,339.9,7.670497079999999
293101.0,1.04,0.52,Manual,154.0,155.88,4.0,114.0,113.69,0.0,2.54,2.4,339.1,7.670497079999999
293233.0,1.04,0.52,Manual,154.0,155.52,4.0,114.0,113.69,0.0,2.54,2.4,338.8,7.730982579999999
293309.0,1.03,0.52,Manual,152.0,155.07,4.0,114.0,113.69,0.0,2.53,2.41,338.2,7.803522939999999
293376.0,1.04,0.52,Manual,155.0,154.59,3.0,114.0,113.69,0.0,2.53,2.41,337.9,7.87601722
293443.0,1.04,0.52,Manual,154.0,154.25,3.0,114.0,113.69,0.0,2.53,2.41,338.6,7.93639392
293510.0,1.04,0.52,Manual,153.0,154.02,3.0,114.0,113.69,0.0,2.53,2.41,340.4,8.00880372
293643.0,1.04,0.52,Manual,153.0,153.8,3.0,114.0,113.69,0.0,2.52,2.42,341.9,8.06911002
293711.0,1.03,0.52,Manual,152.0,153.55,3.0,114.0,113.69,0.0,2.52,2.42,342.0,8.14143534
293778.0,1.04,0.52,Manual,156.0,153.37,3.0,114.0,113.69,0.0,2.52,2.42,341.5,8.21371458
293845.0,1.04,0.52,Manual,155.0,153.43,3.0,114.0,113.69,0.0,2.52,2.42,341.6,8.27391208
293978.0,1.05,0.52,Manual,157.0,153.74,3.0,114.0,113.69,0.0,2.51,2.43,342.5,8.418255519999999
294048.0,1.04,0.52,Manual,155.0,154.19,3.0,114.0,113.69,0.0,2.51,2.43,343.0,8.418255519999999
294114.0,1.05,0.52,Manual,157.0,154.66,3.0,114.0,113.69,0.0,2.51,2.43,343.1,8.47834422
294181.0,1.03,0.52,Manual,152.0,155.0,4.0,114.0,113.69,0.0,2.51,2.43,343.5,8.55040842
294313.0,1.04,0.52,Manual,156.0,155.11,4.0,114.0,113.69,0.0,2.51,2.44,344.2,8.61042672
294387.0,1.04,0.52,Manual,153.0,155.07,4.0,114.0,113.69,0.0,2.5,2.44,344.4,8.68240644
294454.0,1.04,0.52,Manual,153.0,154.89,3.0,114.0,113.69,0.0,2.49,2.45,344.4,8.754340079999999
294520.0,1.05,0.52,Manual,157.0,154.68,3.0,114.0,113.69,0.0,2.48,2.46,344.6,8.81424958
294588.0,1.04,0.52,Manual,156.0,154.69,3.0,114.0,113.69,0.0,2.47,2.47,346.2,8.957901819999998
294720.0,1.04,0.52,Manual,154.0,154.82,3.0,114.0,113.69,0.0,2.46,2.48,349.3,9.01770252
294788.0,1.04,0.52,Manual,156.0,154.91,3.0,114.0,113.69,0.0,2.46,2.48,352.7,9.089421119999999
294855.0,1.03,0.52,Manual,152.0,154.92,3.0,114.0,113.69,0.0,2.45,2.49,355.8,9.22078554
294922.0,1.04,0.52,Manual,156.0,154.81,3.0,114.0,113.69,0.0,2.44,2.5,359.3,9.22078554
295054.0,1.04,0.52,Manual,155.0,154.75,3.0,114.0,113.69,0.0,2.42,2.52,363.6,9.29237358
295122.0,1.04,0.52,Manual,155.0,154.77,3.0,114.0,113.69,0.0,2.41,2.53,369.3,9.35199508
295189.0,1.05,0.53,Manual,159.0,154.92,3.0,114.0,113.69,0.0,2.39,2.55,376.7,9.42349864
295256.0,1.05,0.52,Manual,157.0,155.32,4.0,114.0,113.69,0.0,2.37,2.57,383.0,9.494956120000001
295389.0,1.05,0.52,Manual,158.0,155.84,4.0,114.0,113.69,0.0,2.36,2.58,384.7,9.554468819999999
295460.0,1.04,0.52,Manual,153.0,156.22,4.0,114.0,113.69,0.0,2.36,2.58,382.0,9.62584182
295526.0,1.03,0.52,Manual,152.0,156.17,4.0,114.0,113.69,0.0,2.35,2.59,377.5,9.68528412
295593.0,1.04,0.52,Manual,156.0,155.79,4.0,114.0,113.69,0.0,2.35,2.59,373.3,9.62584182
295725.0,1.04,0.52,Manual,154.0,155.43,4.0,114.0,113.69,0.0,2.35,2.59,369.2,9.75657264
295800.0,1.04,0.52,Manual,156.0,155.16,4.0,114.0,113.69,0.0,2.35,2.59,364.9,9.82781508
295867.0,1.04,0.52,Manual,154.0,154.99,3.0,114.0,113.69,0.0,2.36,2.58,360.7,9.554468819999999
295933.0,1.04,0.52,Manual,155.0,154.86,3.0,114.0,113.69,0.0,2.36,2.58,357.4,10.02941842
296000.0,1.04,0.52,Manual,156.0,154.81,3.0,114.0,113.69,0.0,2.37,2.57,355.2,9.494956120000001
296132.0,1.04,0.52,Manual,153.0,154.8,3.0,114.0,113.69,0.0,2.38,2.56,353.8,9.82781508
296201.0,1.04,0.52,Manual,156.0,154.76,3.0,114.0,113.69,0.0,2.39,2.55,352.5,9.958306539999999
296268.0,1.05,0.52,Manual,157.0,154.82,3.0,114.0,113.69,0.0,2.4,2.54,351.7,9.82781508
296335.0,1.05,0.52,Manual,157.0,155.09,4.0,114.0,113.69,0.0,2.42,2.52,351.5,9.958306539999999
296467.0,1.05,0.52,Manual,158.0,155.5,4.0,114.0,113.69,0.0,2.43,2.51,351.3,10.02941842
296535.0,1.03,0.52,Manual,152.0,155.82,4.0,114.0,113.69,0.0,2.43,2.51,350.4,9.88714858
296602.0,1.05,0.52,Manual,157.0,155.88,4.0,114.0,113.69,0.0,2.44,2.51,349.2,10.02941842
296669.0,1.05,0.52,Manual,157.0,155.9,4.0,114.0,113.69,0.0,2.44,2.5,348.6,9.958306539999999
296802.0,1.04,0.52,Manual,156.0,156.01,4.0,114.0,113.69,0.0,2.45,2.49,348.2,10.02941842
296874.0,1.04,0.52,Manual,155.0,156.08,4.0,114.0,113.69,0.0,2.44,2.5,347.2,9.958306539999999
296940.0,1.05,0.52,Manual,157.0,156.07,4.0,114.0,113.69,0.0,2.44,2.5,345.8,9.958306539999999
297007.0,1.05,0.52,Manual,157.0,156.12,4.0,114.0,113.69,0.0,2.44,2.5,345.1,10.088643119999999
297139.0,1.04,0.52,Manual,154.0,156.17,4.0,114.0,113.69,0.0,2.43,2.51,344.7,10.21882482
297215.0,1.05,0.52,Manual,158.0,156.14,4.0,114.0,113.69,0.0,2.42,2.52,344.3,10.15967052
297282.0,1.04,0.52,Manual,156.0,156.17,4.0,114.0,113.69,0.0,2.41,2.53,344.8,10.15967052
297348.0,1.04,0.52,Manual,156.0,156.23,4.0,114.0,113.69,0.0,2.39,2.55,347.5,10.289767739999998
297415.0,1.04,0.52,Manual,155.0,156.2,4.0,114.0,113.69,0.0,2.38,2.56,351.6,10.36066458
297548.0,1.04,0.52,Manual,155.0,156.07,4.0,114.0,113.69,0.0,2.37,2.57,355.6,10.36066458
297616.0,1.05,0.53,Manual,159.0,155.99,4.0,114.0,113.69,0.0,2.36,2.58,358.2,10.41971008
297683.0,1.05,0.53,Manual,159.0,156.18,4.0,114.0,113.69,0.0,2.35,2.59,359.8,10.56128872
297750.0,1.04,0.52,Manual,154.0,156.48,4.0,114.0,113.69,0.0,2.34,2.6,361.4,10.69090722
297882.0,1.04,0.52,Manual,155.0,156.53,4.0,114.0,113.69,0.0,2.33,2.61,363.0,10.820370839999999
297951.0,1.04,0.52,Manual,156.0,156.38,4.0,114.0,113.69,0.0,2.32,2.62,364.7,10.890922080000001
298018.0,1.03,0.52,Manual,152.0,156.1,4.0,114.0,113.69,0.0,2.32,2.63,367.2,10.94967958
298084.0,1.04,0.52,Manual,156.0,155.69,4.0,114.0,113.69,0.0,2.32,2.62,370.5,11.21955192
298217.0,1.05,0.53,Manual,160.0,155.49,4.0,114.0,113.69,0.0,2.33,2.61,373.4,11.149215719999999
298290.0,1.04,0.52,Manual,153.0,155.58,4.0,114.0,113.69,0.0,2.34,2.6,374.7,11.21955192
298357.0,1.05,0.53,Manual,160.0,155.75,4.0,114.0,113.69,0.0,2.34,2.6,374.1,11.27813022
298423.0,1.05,0.53,Manual,159.0,156.11,4.0,114.0,113.69,0.0,2.35,2.59,372.9,11.41858758
298555.0,1.04,0.52,Manual,155.0,156.57,4.0,114.0,113.69,0.0,2.36,2.58,371.1,11.547178240000001
298631.0,1.04,0.52,Manual,154.0,156.74,4.0,114.0,113.69,0.0,2.36,2.58,368.3,11.61725332
298698.0,1.04,0.52,Manual,153.0,156.51,4.0,114.0,113.69,0.0,2.37,2.57,364.7,11.675614020000001
298765.0,1.04,0.52,Manual,156.0,156.08,4.0,114.0,113.69,0.0,2.38,2.56,361.1,11.675614020000001
298832.0,1.05,0.52,Manual,157.0,155.76,4.0,114.0,113.69,0.0,2.4,2.54,358.4,11.74560462
298965.0,1.04,0.52,Manual,155.0,155.64,4.0,114.0,113.69,0.0,2.42,2.53,357.0,11.61725332
299033.0,1.04,0.52,Manual,156.0,155.58,4.0,114.0,113.69,0.0,2.43,2.51,355.5,11.74560462
299100.0,1.04,0.52,Manual,155.0,155.54,4.0,114.0,113.69,0.0,2.45,2.49,353.4,12.00184258
299167.0,1.04,0.52,Manual,156.0,155.51,4.0,114.0,113.69,0.0,2.46,2.48,351.7,11.94366108
299300.0,1.05,0.52,Manual,157.0,155.55,4.0,114.0,113.69,0.0,2.48,2.46,349.9,12.00184258
299370.0,1.05,0.52,Manual,158.0,155.75,4.0,114.0,113.69,0.0,2.49,2.45,346.7,12.19942032
299436.0,1.05,0.53,Manual,159.0,156.13,4.0,114.0,113.69,0.0,2.5,2.44,343.5,12.07161814
299503.0,1.04,0.52,Manual,154.0,156.51,4.0,114.0,113.69,0.0,2.51,2.43,341.7,12.14134762
299635.0,1.04,0.52,Manual,155.0,156.61,4.0,114.0,113.69,0.0,2.52,2.42,340.0,12.269065320000001
299709.0,1.05,0.53,Manual,159.0,156.56,4.0,114.0,113.69,0.0,2.54,2.4,337.6,12.269065320000001
299776.0,1.04,0.52,Manual,155.0,156.59,4.0,114.0,113.69,0.0,2.55,2.39,335.1,12.269065320000001
299842.0,1.05,0.52,Manual,158.0,156.62,4.0,114.0,113.69,0.0,2.56,2.38,333.3,12.327067620000001
299910.0,1.05,0.53,Manual,160.0,156.78,4.0,114.0,113.69,0.0,2.57,2.37,332.2,12.39662814
300041.0,1.04,0.52,Manual,155.0,157.04,4.0,114.0,113.69,0.0,2.56,2.38,331.7,12.593466040000001
300110.0,1.05,0.52,Manual,157.0,157.16,4.0,114.0,113.69,0.0,2.55,2.39,331.3,12.52403608
300177.0,1.04,0.52,Manual,154.0,157.06,4.0,114.0,113.69,0.0,2.54,2.4,331.4,12.52403608
300244.0,1.04,0.52,Manual,155.0,156.76,4.0,114.0,113.69,0.0,2.54,2.41,332.4,12.66284992
300376.0,1.04,0.52,Manual,154.0,156.31,4.0,114.0,113.69,0.0,2.53,2.41,333.8,12.78993402
300444.0,1.06,0.53,Manual,161.0,156.02,4.0,114.0,113.69,0.0,2.52,2.42,335.2,12.72063462
300511.0,1.04,0.52,Manual,156.0,156.09,4.0,114.0,113.69,0.0,2.51,2.43,336.5,12.66284992
300578.0,1.05,0.53,Manual,160.0,156.38,4.0,114.0,113.69,0.0,2.5,2.44,337.9,12.72063462
300711.0,1.05,0.53,Manual,160.0,156.87,4.0,114.0,113.69,0.0,2.5,2.44,339.0,12.847648320000001
300782.0,1.04,0.52,Manual,155.0,157.37,4.0,114.0,113.69,0.0,2.49,2.45,339.1,12.847648320000001
300848.0,1.05,0.52,Manual,157.0,157.58,4.0,114.0,113.69,0.0,2.49,2.45,338.9,12.91686324
300915.0,1.05,0.52,Manual,157.0,157.58,4.0,114.0,113.69,0.0,2.49,2.45,339.4,12.847648320000001
301047.0,1.05,0.52,Manual,158.0,157.53,4.0,114.0,113.69,0.0,2.49,2.45,340.4,12.847648320000001
301122.0,1.04,0.52,Manual,155.0,157.45,4.0,114.0,113.69,0.0,2.49,2.45,340.5,12.91686324
301189.0,1.04,0.52,Manual,153.0,157.14,4.0,114.0,113.69,0.0,2.49,2.46,340.1,12.91686324
301255.0,1.05,0.52,Manual,158.0,156.67,4.0,114.0,113.69,0.0,2.48,2.46,340.3,12.98603208
301322.0,1.04,0.52,Manual,155.0,156.33,4.0,114.0,113.69,0.0,2.48,2.47,341.3,12.91686324
301455.0,1.04,0.52,Manual,155.0,156.06,4.0,114.0,113.69,0.0,2.47,2.47,342.6,13.04363758
301523.0,1.04,0.52,Manual,156.0,155.81,4.0,114.0,113.69,0.0,2.46,2.48,343.6,13.04363758
301590.0,1.05,0.52,Manual,157.0,155.69,4.0,114.0,113.69,0.0,2.46,2.48,344.5,13.11272194
301657.0,1.05,0.52,Manual,157.0,155.74,4.0,114.0,113.69,0.0,2.45,2.49,345.9,13.11272194
301789.0,1.05,0.52,Manual,157.0,155.93,4.0,114.0,113.69,0.0,2.44,2.5,347.1,13.11272194
301858.0,1.04,0.52,Manual,156.0,156.13,4.0,114.0,113.69,0.0,2.44,2.5,347.3,13.11272194
301924.0,1.05,0.52,Manual,158.0,156.32,4.0,114.0,113.69,0.0,2.44,2.5,347.2,13.18176022
301991.0,1.04,0.52,Manual,156.0,156.51,4.0,114.0,113.69,0.0,2.45,2.5,348.0,13.30821072
302124.0,1.06,0.53,Manual,161.0,156.77,4.0,114.0,113.69,0.0,2.45,2.49,348.7,13.18176022
302196.0,1.05,0.52,Manual,157.0,157.15,4.0,114.0,113.69,0.0,2.44,2.5,348.4,13.04363758
302262.0,1.05,0.52,Manual,158.0,157.5,4.0,114.0,113.69,0.0,2.44,2.51,348.0,13.18176022
302329.0,1.04,0.52,Manual,154.0,157.61,4.0,114.0,113.69,0.0,2.43,2.51,348.3,13.18176022
302461.0,1.05,0.52,Manual,158.0,157.49,4.0,114.0,113.69,0.0,2.42,2.53,348.8,13.30821072
302537.0,1.04,0.52,Manual,155.0,157.27,4.0,114.0,113.69,0.0,2.41,2.53,348.8,13.23925692
302604.0,1.05,0.52,Manual,158.0,157.05,4.0,114.0,113.69,0.0,2.4,2.54,348.7,13.30821072
302670.0,1.04,0.52,Manual,155.0,156.86,4.0,114.0,113.69,0.0,2.39,2.55,348.9,13.365637020000001
302737.0,1.04,0.52,Manual,156.0,156.65,4.0,114.0,113.69,0.0,2.38,2.56,349.4,13.43450634
302870.0,1.04,0.52,Manual,156.0,156.42,4.0,114.0,113.69,0.0,2.38,2.56,349.8,13.365637020000001
302938.0,1.05,0.52,Manual,157.0,156.27,4.0,114.0,113.69,0.0,2.38,2.56,349.9,13.365637020000001
303005.0,1.04,0.52,Manual,155.0,156.18,4.0,114.0,113.69,0.0,2.37,2.57,350.2,13.43450634
303072.0,1.05,0.52,Manual,157.0,156.11,4.0,114.0,113.69,0.0,2.37,2.58,351.3,13.43450634
303204.0,1.05,0.52,Manual,157.0,156.11,4.0,114.0,113.69,0.0,2.36,2.58,352.8,13.43450634
303273.0,1.05,0.53,Manual,160.0,156.31,4.0,114.0,113.69,0.0,2.36,2.58,354.2,13.43450634
303340.0,1.05,0.53,Manual,159.0,156.74,4.0,114.0,113.69,0.0,2.35,2.59,355.4,13.503329579999999
303407.0,1.14,0.57,Manual,190.0,158.21,5.0,114.0,113.69,0.0,2.35,2.59,356.5,13.43450634
303539.0,1.24,0.62,Manual,225.0,162.95,6.0,114.0,113.69,0.0,2.35,2.59,356.6,13.43450634
303612.0,1.31,0.65,Manual,252.0,172.82,8.0,114.0,113.69,0.0,2.35,2.6,354.8,13.503329579999999
303679.0,1.39,0.69,Manual,280.0,187.94,13.0,114.0,113.69,0.0,2.34,2.6,351.0,13.62938584
303745.0,1.42,0.71,Manual,290.0,207.05,18.0,114.0,113.69,0.0,2.34,2.6,345.8,13.56064708
303877.0,1.45,0.73,Manual,304.0,228.02,24.0,114.0,113.69,0.0,2.34,2.6,338.9,13.56064708
303952.0,1.47,0.73,Manual,309.0,248.85,30.0,114.0,113.69,0.0,2.34,2.61,330.1,14.07506458
304019.0,1.44,0.72,Manual,299.0,267.55,35.0,114.0,113.69,0.0,2.33,2.61,320.3,14.21180482
304085.0,1.37,0.69,Manual,275.0,281.63,39.0,114.0,113.69,0.0,2.33,2.61,311.4,14.53014858
304218.0,1.29,0.64,Manual,244.0,288.74,41.0,114.0,113.69,0.0,2.33,2.61,304.2,14.654937640000002
304293.0,1.29,0.65,Manual,245.0,288.46,41.0,114.0,113.69,0.0,2.33,2.62,298.4,14.779571820000001
304360.0,1.3,0.65,Manual,247.0,283.17,39.0,114.0,113.69,0.0,2.33,2.61,293.4,14.904051119999997
304426.0,1.3,0.65,Manual,247.0,275.76,37.0,114.0,113.69,0.0,2.33,2.61,290.0,15.039670080000002
304559.0,1.3,0.65,Manual,247.0,268.08,35.0,114.0,113.69,0.0,2.33,2.62,288.8,15.28782612
304634.0,1.3,0.65,Manual,250.0,261.24,33.0,114.0,113.69,0.0,2.32,2.62,288.6,15.41167182
304701.0,1.3,0.65,Manual,247.0,255.8,31.0,114.0,113.69,0.0,2.32,2.62,288.7,15.47915874
304767.0,1.3,0.65,Manual,248.0,251.73,30.0,114.0,113.69,0.0,2.32,2.62,289.7,15.54659958
304900.0,1.29,0.64,Manual,244.0,248.8,30.0,114.0,113.69,0.0,2.32,2.62,291.4,15.67012144
304975.0,1.3,0.65,Manual,247.0,246.75,29.0,114.0,113.69,0.0,2.32,2.62,292.8,15.86071422
305042.0,1.3,0.65,Manual,247.0,245.51,29.0,114.0,113.69,0.0,2.32,2.62,294.0,15.86071422
305108.0,1.3,0.65,Manual,247.0,244.98,28.0,114.0,113.69,0.0,2.32,2.62,295.6,15.916700520000001
305241.0,1.3,0.65,Manual,248.0,244.94,28.0,114.0,113.69,0.0,2.32,2.62,296.9,15.86071422
305316.0,1.29,0.65,Manual,246.0,245.19,29.0,114.0,113.69,0.0,2.33,2.62,297.4,15.67012144
305383.0,1.29,0.65,Manual,246.0,245.49,29.0,114.0,113.69,0.0,2.33,2.61,297.7,15.86071422
305449.0,1.29,0.65,Manual,245.0,245.7,29.0,114.0,113.69,0.0,2.33,2.61,298.2,16.10681458
305582.0,1.3,0.65,Manual,250.0,245.91,29.0,114.0,113.69,0.0,2.33,2.61,298.4,15.916700520000001
305657.0,1.29,0.65,Manual,246.0,246.25,29.0,114.0,113.69,0.0,2.33,2.61,297.7,16.173825340000004
305724.0,1.29,0.65,Manual,246.0,246.54,29.0,114.0,113.69,0.0,2.33,2.61,296.9,16.240790020000002
305790.0,1.29,0.65,Manual,245.0,246.61,29.0,114.0,113.69,0.0,2.33,2.61,296.6,16.36343892
305923.0,1.3,0.65,Manual,249.0,246.6,29.0,114.0,113.69,0.0,2.33,2.62,296.7,16.240790020000002
305998.0,1.3,0.65,Manual,250.0,246.8,29.0,114.0,113.69,0.0,2.32,2.62,296.6,16.74155632
306065.0,1.3,0.65,Manual,250.0,247.26,29.0,114.0,113.69,0.0,2.32,2.62,296.6,16.552682580000003
306131.0,1.29,0.65,Manual,246.0,247.73,29.0,114.0,113.69,0.0,2.32,2.62,297.4,16.74155632
306263.0,1.29,0.65,Manual,246.0,247.92,29.0,114.0,113.69,0.0,2.32,2.62,298.5,16.918981920000004
306338.0,1.3,0.65,Manual,247.0,247.83,29.0,114.0,113.69,0.0,2.32,2.62,298.7,16.98543204
306405.0,1.3,0.65,Manual,248.0,247.68,29.0,114.0,113.69,0.0,2.32,2.62,298.4,17.10713758
306471.0,1.3,0.65,Manual,250.0,247.66,29.0,114.0,113.69,0.0,2.32,2.62,298.5,17.23973062
306604.0,1.29,0.65,Manual,246.0,247.75,29.0,114.0,113.69,0.0,2.32,2.62,298.4,17.294923320000002
306679.0,1.29,0.65,Manual,245.0,247.68,29.0,114.0,113.69,0.0,2.32,2.62,297.3,17.48233914
306746.0,1.29,0.65,Manual,245.0,247.35,29.0,114.0,113.69,0.0,2.32,2.62,296.0,17.548397580000003
306812.0,1.27,0.64,Manual,238.0,246.68,29.0,114.0,113.69,0.0,2.33,2.61,295.8,17.73531292
306945.0,1.22,0.61,Manual,220.0,244.93,28.0,114.0,113.69,0.0,2.33,2.61,296.4,17.790217620000004
307020.0,1.16,0.58,Manual,199.0,240.87,27.0,114.0,113.69,0.0,2.34,2.6,296.9,17.976654240000002
307087.0,1.07,0.54,Manual,167.0,233.23,25.0,114.0,113.69,0.0,2.35,2.6,298.1,18.162720940000003
307153.0,1.04,0.52,Manual,154.0,221.53,22.0,114.0,113.69,0.0,2.36,2.59,301.1,18.162720940000003
307286.0,1.04,0.52,Manual,156.0,207.21,18.0,114.0,113.69,0.0,2.37,2.57,305.3,18.22830322
307361.0,1.04,0.52,Manual,155.0,192.8,14.0,114.0,113.69,0.0,2.39,2.56,309.7,18.28291992
307428.0,1.04,0.52,Manual,154.0,180.01,11.0,114.0,113.69,0.0,2.4,2.54,314.0,18.28291992
307494.0,1.05,0.52,Manual,157.0,169.68,8.0,114.0,113.69,0.0,2.42,2.53,318.6,18.34841772
307627.0,1.04,0.52,Manual,154.0,162.05,6.0,114.0,113.69,0.0,2.43,2.51,322.8,18.402964020000002
307703.0,1.04,0.52,Manual,153.0,156.76,4.0,114.0,113.69,0.0,2.45,2.49,325.6,18.58818208
307770.0,1.04,0.52,Manual,154.0,153.33,3.0,114.0,113.69,0.0,2.47,2.47,327.3,19.022530080000003
307836.0,1.04,0.52,Manual,154.0,151.4,3.0,114.0,113.69,0.0,2.48,2.46,328.3,18.718701520000003
307903.0,1.04,0.52,Manual,154.0,150.6,2.0,114.0,113.69,0.0,2.5,2.45,329.1,18.58818208
308036.0,1.05,0.52,Manual,157.0,150.64,2.0,114.0,113.69,0.0,2.5,2.44,330.2,18.718701520000003
308104.0,1.04,0.52,Manual,156.0,151.29,3.0,114.0,113.69,0.0,2.51,2.43,331.6,18.83818242
308171.0,1.04,0.52,Manual,153.0,152.17,3.0,114.0,113.69,0.0,2.52,2.43,333.0,18.773030220000003
308238.0,1.04,0.52,Manual,153.0,152.86,3.0,114.0,113.69,0.0,2.52,2.42,334.3,18.718701520000003
308370.0,1.03,0.52,Manual,152.0,153.25,3.0,114.0,113.69,0.0,2.52,2.42,335.5,18.83818242
308439.0,1.05,0.52,Manual,158.0,153.53,3.0,114.0,113.69,0.0,2.52,2.42,335.6,18.95750844
308506.0,1.03,0.52,Manual,152.0,153.87,3.0,114.0,113.69,0.0,2.52,2.42,335.7,18.892440720000003
308573.0,1.05,0.52,Manual,158.0,154.2,3.0,114.0,113.69,0.0,2.52,2.42,336.2,18.83818242
308705.0,1.04,0.52,Manual,154.0,154.54,3.0,114.0,113.69,0.0,2.53,2.41,336.4,18.95750844
308778.0,1.04,0.52,Manual,155.0,154.82,3.0,114.0,113.69,0.0,2.54,2.4,335.8,19.022530080000003
308845.0,1.04,0.52,Manual,154.0,154.95,3.0,114.0,113.69,0.0,2.55,2.39,334.9,18.95750844
308911.0,1.04,0.52,Manual,155.0,154.96,3.0,114.0,113.69,0.0,2.56,2.38,334.6,18.95750844
309043.0,1.03,0.52,Manual,152.0,154.86,3.0,114.0,113.69,0.0,2.57,2.37,335.2,18.95750844
309119.0,1.04,0.52,Manual,156.0,154.67,3.0,114.0,113.69,0.0,2.59,2.36,335.8,18.773030220000003
309186.0,1.04,0.52,Manual,155.0,154.57,3.0,114.0,113.69,0.0,2.6,2.34,336.5,18.718701520000003
309253.0,1.04,0.52,Manual,154.0,154.56,3.0,114.0,113.69,0.0,2.61,2.33,337.8,18.46837734
309320.0,1.05,0.52,Manual,157.0,154.61,3.0,114.0,113.69,0.0,2.61,2.33,339.7,18.22830322
309453.0,1.04,0.52,Manual,153.0,154.71,3.0,114.0,113.69,0.0,2.62,2.32,340.7,17.976654240000002
309521.0,1.04,0.52,Manual,154.0,154.72,3.0,114.0,113.69,0.0,2.63,2.32,340.4,17.60341108
309588.0,1.04,0.52,Manual,153.0,154.58,3.0,114.0,113.69,0.0,2.63,2.31,340.3,17.416234620000004
309655.0,1.04,0.52,Manual,154.0,154.37,3.0,114.0,113.69,0.0,2.64,2.3,341.0,17.10713758
309788.0,1.04,0.52,Manual,155.0,154.2,3.0,114.0,113.69,0.0,2.65,2.29,342.2,16.74155632
309858.0,1.03,0.52,Manual,152.0,154.08,3.0,114.0,113.69,0.0,2.66,2.29,344.8,16.419137220000003
309924.0,1.03,0.52,Manual,152.0,153.86,3.0,114.0,113.69,0.0,2.66,2.28,350.5,16.050937080000004
309990.0,1.04,0.52,Manual,154.0,153.57,3.0,114.0,113.69,0.0,2.67,2.27,359.6,15.86071422
310123.0,1.04,0.52,Manual,155.0,153.42,3.0,114.0,113.69,0.0,2.67,2.27,369.9,15.41167182
310197.0,1.04,0.52,Manual,156.0,153.52,3.0,114.0,113.69,0.0,2.67,2.27,377.5,15.039670080000002
310264.0,1.04,0.52,Manual,154.0,153.79,3.0,114.0,113.69,0.0,2.67,2.28,380.9,14.779571820000001
310330.0,1.03,0.52,Manual,152.0,153.97,3.0,114.0,113.69,0.0,2.66,2.28,381.4,14.46201654
310398.0,1.03,0.52,Manual,152.0,153.89,3.0,114.0,113.69,0.0,2.64,2.3,380.4,14.14345774
310529.0,1.04,0.52,Manual,153.0,153.66,3.0,114.0,113.69,0.0,2.63,2.31,377.7,13.94955744
310598.0,1.04,0.52,Manual,154.0,153.44,3.0,114.0,113.69,0.0,2.61,2.33,372.9,13.56064708
310665.0,1.04,0.52,Manual,154.0,153.36,3.0,114.0,113.69,0.0,2.59,2.35,367.2,13.23925692
310732.0,1.03,0.52,Manual,152.0,153.32,3.0,114.0,113.69,0.0,2.58,2.36,361.9,13.04363758
310864.0,1.04,0.52,Manual,156.0,153.33,3.0,114.0,113.69,0.0,2.57,2.37,357.0,12.66284992
310932.0,1.03,0.52,Manual,152.0,153.41,3.0,114.0,113.69,0.0,2.55,2.39,352.1,12.39662814
310999.0,1.03,0.52,Manual,152.0,153.4,3.0,114.0,113.69,0.0,2.55,2.39,347.9,12.14134762
311066.0,1.05,0.52,Manual,157.0,153.39,3.0,114.0,113.69,0.0,2.54,2.4,344.7,11.87380104
311199.0,1.04,0.52,Manual,153.0,153.54,3.0,114.0,113.69,0.0,2.54,2.4,342.2,11.61725332
311270.0,1.03,0.51,Manual,151.0,153.62,3.0,114.0,113.69,0.0,2.53,2.41,340.1,11.21955192
311336.0,1.03,0.52,Manual,152.0,153.44,3.0,114.0,113.69,0.0,2.53,2.41,338.8,11.02014634
311403.0,1.04,0.52,Manual,156.0,153.26,3.0,114.0,113.69,0.0,2.53,2.41,338.4,10.74977352
311535.0,1.04,0.52,Manual,153.0,153.27,3.0,114.0,113.69,0.0,2.53,2.41,338.4,10.41971008
311610.0,1.04,0.52,Manual,153.0,153.34,3.0,114.0,113.69,0.0,2.53,2.41,338.7,10.15967052
311677.0,1.05,0.52,Manual,157.0,153.45,3.0,114.0,113.69,0.0,2.54,2.4,339.4,10.02941842
