Time (ms),Throttle Out1 (V),Throttle Out2 (V),Mode,Throttle Raw Value,Throttle Filtered Value,Pedal Percentage (%),Brake Raw Distance (mm),Brake Filtered Distance (mm),Brake Percentage (%),Steer Voltage1 (V),Steer Voltage2 (V),Steering Angle (deg),Speed (KPH)
311743.0,1.04,0.52,Manual,156.0,153.79,3.0,114.0,113.69,0.0,2.55,2.4,340.8,9.82781508
311810.0,1.04,0.52,Manual,153.0,154.19,3.0,114.0,113.69,0.0,2.55,2.39,342.8,9.68528412
311942.0,1.04,0.52,Manual,156.0,154.46,3.0,114.0,113.69,0.0,2.55,2.39,344.4,9.75657264
312011.0,1.05,0.52,Manual,157.0,154.73,3.0,114.0,113.69,0.0,2.56,2.38,344.8,9.68528412
312078.0,1.04,0.52,Manual,156.0,155.1,4.0,114.0,113.69,0.0,2.56,2.38,344.4,9.68528412
312145.0,1.03,0.52,Manual,152.0,155.33,4.0,114.0,113.69,0.0,2.56,2.38,344.3,9.82781508
312277.0,1.04,0.52,Manual,154.0,155.25,4.0,114.0,113.69,0.0,2.57,2.37,344.5,9.82781508
312345.0,1.03,0.52,Manual,152.0,154.93,3.0,114.0,113.69,0.0,2.58,2.36,344.7,9.88714858
312412.0,1.03,0.52,Manual,152.0,154.46,3.0,114.0,113.69,0.0,2.59,2.35,345.5,9.958306539999999
312479.0,1.04,0.52,Manual,153.0,153.93,3.0,114.0,113.69,0.0,2.6,2.34,347.6,10.02941842
312612.0,1.04,0.52,Manual,155.0,153.54,3.0,114.0,113.69,0.0,2.62,2.33,350.8,10.02941842
312684.0,1.04,0.52,Manual,156.0,153.46,3.0,114.0,113.69,0.0,2.63,2.31,354.8,10.088643119999999
312750.0,1.03,0.51,Manual,151.0,153.54,3.0,114.0,113.69,0.0,2.64,2.3,358.9,10.15967052
312817.0,1.05,0.52,Manual,158.0,153.64,3.0,114.0,113.69,0.0,2.65,2.29,361.0,10.15967052
312949.0,1.04,0.52,Manual,154.0,153.89,3.0,114.0,113.69,0.0,2.66,2.28,357.4,10.21882482
313025.0,1.03,0.51,Manual,150.0,154.04,3.0,114.0,113.69,0.0,2.67,2.28,347.3,10.21882482
313092.0,1.04,0.52,Manual,153.0,153.86,3.0,114.0,113.69,0.0,2.67,2.27,334.6,10.289767739999998
313158.0,1.04,0.52,Manual,153.0,153.56,3.0,114.0,113.69,0.0,2.67,2.27,324.0,10.36066458
313225.0,1.04,0.52,Manual,154.0,153.36,3.0,114.0,113.69,0.0,2.68,2.26,316.9,10.21882482
313358.0,1.03,0.52,Manual,152.0,153.22,3.0,114.0,113.69,0.0,2.68,2.27,312.6,10.15967052
313426.0,1.04,0.52,Manual,153.0,153.09,3.0,114.0,113.69,0.0,2.67,2.27,309.6,10.21882482
313493.0,1.04,0.52,Manual,156.0,153.06,3.0,114.0,113.69,0.0,2.66,2.28,308.3,10.36066458
