Session_Time,Test_Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output,Test_Number
22.988,8.339,20.00,17.86,28.90,0.00,2
23.007,8.358,20.00,17.91,28.99,0.00,2
23.027,8.378,20.00,18.10,28.88,0.00,2
23.066,8.417,20.00,18.04,29.12,0.00,2
23.086,8.437,20.00,17.98,29.37,0.00,2
23.105,8.456,20.00,17.98,29.53,0.00,2
23.125,8.476,20.00,18.04,29.60,0.00,2
23.165,8.516,20.00,17.98,29.85,0.00,2
23.184,8.535,20.00,17.98,30.01,0.00,2
23.223,8.574,20.00,18.04,30.08,0.00,2
23.243,8.594,20.00,18.10,30.15,0.00,2
23.262,8.613,20.00,17.98,30.48,0.00,2
23.283,8.634,20.00,18.04,30.55,0.00,2
23.322,8.673,20.00,18.10,30.62,0.00,2
23.340,8.691,20.00,18.04,30.85,0.00,2
23.360,8.711,20.00,18.04,31.01,0.00,2
23.399,8.751,20.00,18.04,31.17,0.00,2
23.420,8.771,20.00,18.04,31.32,0.00,2
23.438,8.789,20.00,18.10,31.40,0.00,2
23.459,8.810,20.00,18.10,31.55,0.00,2
23.498,8.849,20.00,17.98,31.88,0.00,2
23.518,8.869,20.00,18.10,31.87,0.00,2
23.536,8.887,20.00,18.10,32.02,0.00,2
23.576,8.927,20.00,18.10,32.17,0.00,2
23.595,8.946,20.00,18.10,32.32,0.00,2
23.616,8.967,20.00,18.10,32.47,0.00,2
23.655,9.006,20.00,18.16,32.53,0.00,2
23.675,9.026,20.00,18.16,32.68,0.00,2
23.693,9.044,20.00,18.16,32.82,0.00,2
23.733,9.084,20.00,18.16,32.97,0.00,2
23.752,9.103,20.00,18.23,33.02,0.00,2
23.772,9.123,20.00,18.10,33.36,0.00,2
23.811,9.162,20.00,18.16,33.41,0.00,2
23.832,9.183,20.00,18.23,33.46,0.00,2
23.850,9.201,20.00,18.16,33.70,0.00,2
23.890,9.241,20.00,18.16,33.85,0.00,2
23.909,9.260,20.00,18.23,33.90,0.00,2
23.930,9.281,20.00,18.23,34.04,0.00,2
23.948,9.300,20.00,18.23,34.18,0.00,2
23.988,9.339,20.00,18.23,34.32,0.00,2
24.007,9.358,20.00,18.28,34.38,0.00,2
24.028,9.379,20.00,18.28,34.52,0.00,2
24.066,9.417,20.00,18.28,34.66,0.00,2
24.086,9.437,20.00,18.23,34.88,0.00,2
24.105,9.456,20.00,18.23,35.02,0.00,2
24.125,9.476,20.00,18.23,35.16,0.00,2
24.144,9.495,20.00,18.28,35.22,0.00,2
24.185,9.536,20.00,18.28,35.36,0.00,2
24.223,9.574,20.00,18.28,35.49,0.00,2
24.243,9.594,20.00,18.28,35.63,0.00,2
24.262,9.613,20.00,18.28,35.77,0.00,2
24.282,9.633,20.00,18.28,35.91,0.00,2
24.321,9.672,20.00,18.28,36.04,0.00,2
24.342,9.693,20.00,18.28,36.18,0.00,2
24.360,9.711,20.00,18.35,36.22,0.00,2
24.400,9.751,20.00,18.35,36.35,0.00,2
24.420,9.771,20.00,18.40,36.41,0.00,2
24.458,9.809,20.00,18.40,36.53,0.00,2
24.479,9.830,20.00,18.40,36.66,0.00,2
24.497,9.848,20.00,18.47,36.69,0.00,2
24.517,9.868,20.00,18.40,36.91,0.00,2
24.556,9.907,20.00,18.47,36.94,0.00,2
24.576,9.927,20.00,18.40,37.16,0.00,2
24.595,9.946,20.00,18.47,37.19,0.00,2
24.615,9.966,20.00,18.53,37.22,0.00,2
24.654,10.005,20.00,18.40,37.53,0.00,2
31.519,0.033,15.00,18.47,0.00,8.58,3
31.537,0.051,15.00,18.53,0.00,8.98,3
31.578,0.091,15.00,18.53,0.00,9.05,3
31.596,0.110,15.00,18.59,0.00,9.39,3
31.617,0.131,15.00,18.65,0.00,9.79,3
31.656,0.169,15.00,18.59,0.00,9.53,3
31.675,0.189,15.00,18.59,0.00,9.61,3
31.695,0.209,15.00,18.65,0.00,10.01,3
31.733,0.247,15.00,18.72,0.00,10.41,3
31.753,0.267,15.00,18.72,0.00,10.48,3
31.774,0.288,15.00,18.72,0.00,10.56,3
31.793,0.307,15.00,18.65,0.00,10.30,3
31.832,0.346,15.00,18.65,0.00,10.38,3
31.851,0.365,15.00,18.77,0.00,11.05,3
31.871,0.385,15.00,18.72,0.00,10.85,3
31.890,0.404,15.00,18.72,0.00,10.93,3
31.931,0.445,15.00,18.84,0.00,11.60,3
31.949,0.463,15.00,18.84,0.00,11.68,3
31.989,0.503,15.00,18.72,0.00,11.15,3
32.008,0.522,15.00,18.77,0.00,11.50,3
32.029,0.543,15.00,18.89,0.00,12.18,3
32.067,0.581,15.00,18.89,0.00,12.25,3
32.088,0.602,15.00,25.59,0.00,45.97,3
32.106,0.620,15.00,25.42,0.00,45.33,3
32.146,0.660,15.00,25.59,0.00,46.39,3
32.165,0.679,15.00,25.42,0.00,45.75,3
32.205,0.718,15.00,25.36,0.00,45.65,3
32.224,0.738,15.00,25.47,0.00,46.41,3
32.243,0.757,15.00,25.19,0.00,45.21,3
32.284,0.797,15.00,25.59,0.00,47.43,3
32.302,0.816,15.00,25.59,0.00,47.64,3
32.342,0.856,15.00,25.59,0.00,47.85,3
32.362,0.876,15.00,25.87,0.00,49.47,3
32.381,0.895,15.00,25.47,0.00,47.68,3
32.420,0.934,15.00,25.76,0.00,49.35,3
32.440,0.954,15.00,25.92,0.00,50.37,3
32.460,0.973,15.00,25.98,0.00,50.89,3
32.479,0.993,15.00,25.42,0.00,48.29,3
32.519,1.032,15.00,25.81,0.00,50.46,3
32.539,1.053,15.00,25.92,0.00,51.23,3
32.577,1.091,15.00,25.92,0.00,51.45,3
32.598,1.112,15.00,25.64,0.00,50.26,3
32.616,1.130,15.00,26.04,0.00,52.48,3
32.655,1.169,15.00,25.98,0.00,52.40,3
32.675,1.189,15.00,25.70,0.00,51.22,3
32.695,1.209,15.00,25.70,0.00,51.43,3
32.714,1.228,15.00,25.98,0.00,53.05,3
32.734,1.248,15.00,26.04,0.00,53.57,3
32.773,1.287,15.00,26.04,0.00,53.79,3
32.793,1.307,15.00,26.04,0.00,54.01,3
32.812,1.326,15.00,25.70,0.00,52.53,3
32.832,1.346,15.00,25.59,0.00,52.19,3
32.852,1.366,15.00,25.59,0.00,52.40,3
32.891,1.405,15.00,25.92,0.00,54.27,3
32.911,1.425,15.00,26.37,0.00,56.74,3
32.930,1.444,15.00,25.47,0.00,52.45,3
32.950,1.464,15.00,25.31,0.00,51.85,3
32.990,1.503,15.00,26.32,0.00,57.13,3
33.009,1.523,15.00,25.42,0.00,52.84,3
33.028,1.542,15.00,25.25,0.00,52.19,3
33.067,1.581,15.00,25.92,0.00,55.77,3
33.087,1.601,15.00,26.26,0.00,57.69,3
33.107,1.621,15.00,25.70,0.00,55.11,3
33.126,1.640,15.00,25.25,0.00,53.05,3
33.165,1.679,15.00,25.70,0.00,55.53,3
33.185,1.699,15.00,26.04,0.00,57.45,3
33.205,1.719,15.00,25.70,0.00,55.96,3
33.224,1.738,15.00,25.36,0.00,54.46,3
33.244,1.758,15.00,25.59,0.00,55.83,3
33.283,1.797,15.00,25.92,0.00,57.70,3
33.303,1.817,15.00,25.19,0.00,54.24,3
33.322,1.836,15.00,25.42,0.00,55.61,3
33.342,1.856,15.00,25.64,0.00,56.93,3
33.381,1.895,15.00,25.47,0.00,56.28,3
33.402,1.915,15.00,25.53,0.00,56.79,3
33.421,1.935,15.00,24.97,0.00,54.17,3
33.440,1.954,15.00,24.91,0.00,54.07,3
33.479,1.993,15.00,25.08,0.00,55.13,3
33.499,2.013,15.00,25.08,0.00,55.33,3
33.520,2.034,15.00,25.08,0.00,55.53,3
33.539,2.053,15.00,24.91,0.00,54.87,3
33.577,2.091,15.00,25.02,0.00,55.63,3
33.597,2.111,15.00,24.86,0.00,55.02,3
33.617,2.131,15.00,24.56,0.00,53.74,3
33.636,2.150,15.00,24.74,0.00,54.79,3
33.677,2.190,15.00,25.25,0.00,57.58,3
33.695,2.209,15.00,25.08,0.00,56.92,3
33.715,2.229,15.00,24.45,0.00,53.97,3
33.754,2.268,15.00,24.45,0.00,54.16,3
33.774,2.288,15.00,24.86,0.00,56.38,3
33.793,2.307,15.00,24.56,0.00,55.10,3
33.814,2.328,15.00,24.23,0.00,53.61,3
33.852,2.366,15.00,26.37,0.00,64.55,3
33.872,2.386,15.00,24.62,0.00,56.01,3
33.892,2.406,15.00,24.34,0.00,54.78,3
33.911,2.425,15.00,25.02,0.00,58.38,3
33.950,2.464,15.00,24.56,0.00,56.29,3
33.970,2.484,15.00,23.36,0.00,50.42,3
33.990,2.504,15.00,24.05,0.00,54.09,3
34.010,2.524,15.00,25.02,0.00,59.12,3
34.048,2.562,15.00,24.40,0.00,56.21,3
34.068,2.582,15.00,23.71,0.00,52.91,3
34.088,2.602,15.00,24.28,0.00,55.96,3
34.107,2.621,15.00,24.05,0.00,55.02,3
34.128,2.641,15.00,23.99,0.00,54.89,3
34.166,2.680,15.00,24.05,0.00,55.38,3
34.186,2.700,15.00,23.77,0.00,54.12,3
34.205,2.719,15.00,23.77,0.00,54.30,3
34.225,2.739,15.00,23.88,0.00,55.04,3
34.245,2.759,15.00,23.88,0.00,55.22,3
34.284,2.798,15.00,23.36,0.00,52.76,3
34.303,2.817,15.00,24.11,0.00,56.69,3
34.323,2.837,15.00,23.42,0.00,53.42,3
34.363,2.877,15.00,23.13,0.00,52.14,3
34.383,2.896,15.00,23.59,0.00,54.63,3
34.402,2.916,15.00,23.64,0.00,55.06,3
34.441,2.955,15.00,23.53,0.00,54.67,3
34.460,2.974,15.00,23.36,0.00,53.96,3
34.480,2.994,15.00,23.48,0.00,54.75,3
34.500,3.014,15.00,23.36,0.00,54.29,3
34.540,3.053,15.00,23.30,0.00,54.20,3
34.559,3.073,15.00,23.30,0.00,54.37,3
34.578,3.092,15.00,23.18,0.00,53.91,3
34.618,3.132,15.00,23.18,0.00,54.08,3
34.637,3.151,15.00,23.07,0.00,53.67,3
34.657,3.171,15.00,23.18,0.00,54.40,3
34.696,3.210,15.00,23.02,0.00,53.73,3
34.715,3.229,15.00,22.95,0.00,53.58,3
34.735,3.249,15.00,22.89,0.00,53.43,3
34.756,3.269,15.00,22.66,0.00,52.44,3
34.794,3.308,15.00,22.78,0.00,53.17,3
34.814,3.328,15.00,22.78,0.00,53.32,3
34.833,3.347,15.00,22.60,0.00,52.59,3
34.854,3.367,15.00,22.55,0.00,52.48,3
34.893,3.407,15.00,22.49,0.00,52.32,3
34.912,3.426,15.00,22.55,0.00,52.78,3
34.931,3.445,15.00,22.42,0.00,52.31,3
34.970,3.484,15.00,22.55,0.00,53.08,3
34.990,3.504,15.00,22.25,0.00,51.72,3
35.010,3.524,15.00,22.31,0.00,52.18,3
35.029,3.543,15.00,22.31,0.00,52.32,3
35.069,3.583,15.00,22.31,0.00,52.47,3
35.088,3.602,15.00,22.19,0.00,52.04,3
35.108,3.622,15.00,22.13,0.00,51.87,3
35.147,3.661,15.00,22.19,0.00,52.32,3
35.167,3.681,15.00,22.19,0.00,52.47,3
35.186,3.700,15.00,22.02,0.00,51.72,3
35.206,3.720,15.00,21.95,0.00,51.54,3
35.226,3.740,15.00,22.08,0.00,52.31,3
35.265,3.779,15.00,21.90,0.00,51.56,3
35.285,3.799,15.00,21.95,0.00,51.96,3
35.304,3.818,15.00,22.02,0.00,52.42,3
35.344,3.858,15.00,21.95,0.00,52.24,3
35.363,3.877,15.00,21.84,0.00,51.80,3
35.384,3.898,15.00,21.84,0.00,51.94,3
35.403,3.916,15.00,21.77,0.00,51.76,3
35.442,3.955,15.00,21.72,0.00,51.63,3
35.461,3.975,15.00,21.72,0.00,51.77,3
35.482,3.996,15.00,21.72,0.00,51.90,3
35.521,4.034,15.00,21.72,0.00,52.03,3
35.540,4.054,15.00,21.61,0.00,51.59,3
35.560,4.074,15.00,21.61,0.00,51.72,3
35.598,4.112,15.00,21.54,0.00,51.54,3
35.618,4.132,15.00,21.43,0.00,51.08,3
35.638,4.152,15.00,21.48,0.00,51.48,3
35.657,4.171,15.00,21.30,0.00,50.71,3
35.677,4.191,15.00,21.36,0.00,51.15,3
35.716,4.230,15.00,21.36,0.00,51.28,3
35.737,4.251,15.00,21.30,0.00,51.09,3
35.755,4.269,15.00,21.25,0.00,50.95,3
35.795,4.309,15.00,21.36,0.00,51.66,3
35.814,4.328,15.00,21.13,0.00,50.62,3
35.834,4.348,15.00,21.18,0.00,51.00,3
35.873,4.387,15.00,21.25,0.00,51.45,3
35.894,4.407,15.00,21.13,0.00,50.99,3
35.932,4.446,15.00,21.00,0.00,50.47,3
35.951,4.465,15.00,21.00,0.00,50.59,3
35.971,4.485,15.00,20.95,0.00,50.45,3
35.991,4.505,15.00,20.89,0.00,50.25,3
36.031,4.544,15.00,21.00,0.00,50.95,3
36.049,4.563,15.00,20.77,0.00,49.90,3
36.069,4.583,15.00,20.89,0.00,50.60,3
36.108,4.622,15.00,20.77,0.00,50.13,3
36.128,4.642,15.00,20.71,0.00,49.93,3
36.149,4.663,15.00,20.82,0.00,50.63,3
36.167,4.681,15.00,20.53,0.00,49.25,3
36.208,4.721,15.00,20.59,0.00,49.68,3
36.226,4.740,15.00,20.59,0.00,49.79,3
36.265,4.779,15.00,20.53,0.00,49.58,3
36.285,4.799,15.00,20.47,0.00,49.43,3
36.305,4.819,15.00,20.59,0.00,50.12,3
36.325,4.839,15.00,20.47,0.00,49.65,3
36.344,4.858,15.00,20.47,0.00,49.76,3
36.383,4.897,15.00,20.35,0.00,49.22,3
36.404,4.918,15.00,20.41,0.00,49.65,3
36.443,4.957,15.00,20.41,0.00,49.76,3
36.462,4.976,15.00,20.29,0.00,49.28,3
36.501,5.015,15.00,20.41,0.00,49.97,3
36.521,5.034,15.00,20.29,0.00,49.49,3
36.540,5.054,15.00,20.35,0.00,49.87,3
36.580,5.094,15.00,20.29,0.00,49.71,3
36.599,5.113,15.00,20.23,0.00,49.49,3
36.619,5.133,15.00,20.17,0.00,49.33,3
36.659,5.172,15.00,20.11,0.00,49.11,3
36.677,5.191,15.00,20.17,0.00,49.53,3
36.697,5.211,15.00,20.17,0.00,49.63,3
36.736,5.250,15.00,20.05,0.00,49.09,3
36.756,5.270,15.00,20.05,0.00,49.19,3
36.777,5.291,15.00,19.93,0.00,48.70,3
36.795,5.309,15.00,19.93,0.00,48.80,3
36.834,5.348,15.00,19.93,0.00,48.90,3
36.855,5.369,15.00,19.81,0.00,48.41,3
36.874,5.388,15.00,19.75,0.00,48.18,3
36.914,5.427,15.00,19.75,0.00,48.27,3
36.933,5.447,15.00,19.63,0.00,47.78,3
36.953,5.467,15.00,19.69,0.00,48.19,3
36.992,5.505,15.00,19.69,0.00,48.29,3
37.012,5.526,15.00,19.63,0.00,48.06,3
37.032,5.545,15.00,19.56,0.00,47.82,3
37.070,5.584,15.00,19.56,0.00,47.91,3
37.090,5.604,15.00,19.44,0.00,47.41,3
37.109,5.623,15.00,19.51,0.00,47.82,3
37.130,5.643,15.00,19.63,0.00,48.51,3
37.168,5.682,15.00,19.38,0.00,47.36,3
37.188,5.702,15.00,19.51,0.00,48.09,3
37.207,5.721,15.00,19.38,0.00,47.54,3
37.227,5.741,15.00,19.26,0.00,47.03,3
37.247,5.761,15.00,19.26,0.00,47.11,3
37.286,5.800,15.00,19.26,0.00,47.20,3
37.305,5.819,15.00,19.21,0.00,47.01,3
37.325,5.839,15.00,19.21,0.00,47.10,3
37.345,5.859,15.00,19.38,0.00,48.05,3
37.384,5.898,15.00,19.26,0.00,47.54,3
37.405,5.918,15.00,19.26,0.00,47.62,3
37.424,5.937,15.00,19.21,0.00,47.44,3
37.463,5.977,15.00,19.14,0.00,47.20,3
37.482,5.996,15.00,19.14,0.00,47.28,3
37.503,6.017,15.00,19.08,0.00,47.04,3
37.542,6.056,15.00,19.08,0.00,47.12,3
37.561,6.075,15.00,19.14,0.00,47.52,3
37.581,6.095,15.00,19.08,0.00,47.28,3
37.619,6.133,15.00,18.96,0.00,46.76,3
37.639,6.153,15.00,19.08,0.00,47.44,3
37.659,6.173,15.00,18.89,0.00,46.60,3
37.678,6.192,15.00,18.96,0.00,47.00,3
37.717,6.231,15.00,18.96,0.00,47.08,3
37.737,6.251,15.00,18.96,0.00,47.16,3
37.757,6.271,15.00,18.89,0.00,46.91,3
37.776,6.290,15.00,18.89,0.00,46.99,3
37.796,6.310,15.00,18.84,0.00,46.80,3
37.835,6.349,15.00,18.84,0.00,46.87,3
37.855,6.369,15.00,18.84,0.00,46.95,3
37.874,6.388,15.00,18.77,0.00,46.70,3
37.894,6.408,15.00,18.84,0.00,47.10,3
37.933,6.447,15.00,18.72,0.00,46.58,3
37.953,6.467,15.00,18.77,0.00,46.93,3
37.972,6.486,15.00,18.65,0.00,46.40,3
37.993,6.506,15.00,18.65,0.00,46.48,3
38.012,6.526,15.00,18.65,0.00,46.55,3
38.052,6.566,15.00,18.65,0.00,46.62,3
38.072,6.586,15.00,18.72,0.00,47.02,3
38.090,6.604,15.00,18.59,0.00,46.44,3
38.129,6.643,15.00,18.59,0.00,46.51,3
38.149,6.663,15.00,18.53,0.00,46.31,3
38.169,6.683,15.00,18.47,0.00,46.05,3
38.188,6.702,15.00,18.53,0.00,46.45,3
38.229,6.743,15.00,18.59,0.00,46.80,3
38.247,6.761,15.00,18.53,0.00,46.59,3
38.286,6.800,15.00,18.47,0.00,46.34,3
38.306,6.820,15.00,18.35,0.00,45.80,3
38.326,6.840,15.00,18.35,0.00,45.87,3
38.345,6.859,15.00,18.47,0.00,46.54,3
38.365,6.879,15.00,18.35,0.00,46.01,3
38.405,6.918,15.00,18.28,0.00,45.75,3
38.424,6.938,15.00,18.47,0.00,46.74,3
38.443,6.957,15.00,18.28,0.00,45.88,3
38.483,6.997,15.00,18.23,0.00,45.67,3
38.503,7.017,15.00,18.35,0.00,46.34,3
38.522,7.036,15.00,18.23,0.00,45.80,3
38.541,7.055,15.00,18.28,0.00,46.14,3
38.581,7.095,15.00,18.16,0.00,45.60,3
38.601,7.114,15.00,18.16,0.00,45.67,3
38.620,7.134,15.00,18.10,0.00,45.40,3
38.659,7.173,15.00,18.04,0.00,45.19,3
38.680,7.194,15.00,18.10,0.00,45.52,3
38.699,7.212,15.00,17.98,0.00,44.98,3
38.718,7.232,15.00,17.98,0.00,45.04,3
38.757,7.271,15.00,17.98,0.00,45.10,3
38.777,7.291,15.00,17.86,0.00,44.55,3
38.796,7.310,15.00,17.86,0.00,44.61,3
38.816,7.330,15.00,17.79,0.00,44.34,3
38.855,7.369,15.00,17.79,0.00,44.39,3
38.875,7.389,15.00,17.74,0.00,44.17,3
38.894,7.408,15.00,17.67,0.00,43.90,3
38.914,7.428,15.00,17.74,0.00,44.28,3
38.934,7.448,15.00,17.67,0.00,44.01,3
38.973,7.487,15.00,17.60,0.00,43.73,3
38.994,7.507,15.00,17.60,0.00,43.78,3
39.013,7.527,15.00,17.60,0.00,43.83,3
39.051,7.565,15.00,17.60,0.00,43.88,3
39.072,7.586,15.00,17.60,0.00,43.94,3
39.091,7.605,15.00,17.60,0.00,43.99,3
39.110,7.624,15.00,17.55,0.00,43.76,3
39.150,7.664,15.00,17.60,0.00,44.09,3
39.169,7.683,15.00,17.48,0.00,43.54,3
39.189,7.703,15.00,17.48,0.00,43.59,3
39.228,7.742,15.00,17.48,0.00,43.64,3
39.248,7.762,15.00,17.55,0.00,44.02,3
39.267,7.781,15.00,17.55,0.00,44.07,3
39.287,7.801,15.00,17.48,0.00,43.79,3
39.326,7.840,15.00,17.48,0.00,43.84,3
39.346,7.860,15.00,17.42,0.00,43.55,3
39.365,7.879,15.00,17.42,0.00,43.60,3
39.385,7.899,15.00,17.55,0.00,44.31,3
39.406,7.919,15.00,17.42,0.00,43.70,3
39.444,7.958,15.00,17.48,0.00,44.08,3
39.463,7.977,15.00,17.42,0.00,43.80,3
39.484,7.998,15.00,17.48,0.00,44.18,3
39.523,8.036,15.00,17.42,0.00,43.90,3
39.542,8.056,15.00,17.29,0.00,43.34,3
39.561,8.075,15.00,17.29,0.00,43.38,3
39.602,8.115,15.00,17.48,0.00,44.37,3
39.620,8.134,15.00,17.29,0.00,43.48,3
39.660,8.174,15.00,17.29,0.00,43.52,3
39.679,8.193,15.00,17.29,0.00,43.57,3
39.700,8.214,15.00,17.29,0.00,43.62,3
39.718,8.232,15.00,17.36,0.00,43.99,3
39.758,8.272,15.00,17.29,0.00,43.71,3
39.777,8.291,15.00,17.36,0.00,44.09,3
39.797,8.311,15.00,17.17,0.00,43.19,3
39.837,8.351,15.00,17.11,0.00,42.90,3
39.856,8.370,15.00,17.24,0.00,43.61,3
39.875,8.389,15.00,17.29,0.00,43.93,3
39.915,8.429,15.00,17.36,0.00,44.31,3
39.935,8.449,15.00,17.24,0.00,43.75,3
39.973,8.487,15.00,17.11,0.00,43.13,3
39.993,8.507,15.00,17.11,0.00,43.17,3
40.014,8.528,15.00,17.05,0.00,42.94,3
40.033,8.546,15.00,17.11,0.00,43.25,3
40.052,8.566,15.00,16.86,0.00,42.07,3
40.092,8.605,15.00,17.05,0.00,43.06,3
40.111,8.625,15.00,17.24,0.00,44.04,3
40.130,8.644,15.00,17.17,0.00,43.75,3
40.170,8.683,15.00,17.05,0.00,43.18,3
40.189,8.703,15.00,16.99,0.00,42.89,3
40.209,8.723,15.00,16.86,0.00,42.32,3
40.248,8.762,15.00,16.86,0.00,42.36,3
40.268,8.782,15.00,16.99,0.00,43.01,3
40.288,8.801,15.00,16.99,0.00,43.05,3
40.307,8.821,15.00,16.86,0.00,42.47,3
40.346,8.860,15.00,16.92,0.00,42.79,3
40.366,8.880,15.00,16.80,0.00,42.22,3
40.385,8.899,15.00,16.74,0.00,41.97,3
40.406,8.919,15.00,16.74,0.00,42.01,3
40.444,8.958,15.00,16.86,0.00,42.66,3
40.464,8.978,15.00,16.80,0.00,42.36,3
40.484,8.998,15.00,16.67,0.00,41.78,3
40.503,9.017,15.00,16.55,0.00,41.20,3
40.543,9.056,15.00,16.61,0.00,41.51,3
40.562,9.076,15.00,16.61,0.00,41.54,3
40.582,9.095,15.00,16.55,0.00,41.30,3
40.620,9.134,15.00,16.42,0.00,40.66,3
40.640,9.154,15.00,16.42,0.00,40.69,3
40.660,9.174,15.00,16.36,0.00,40.43,3
40.679,9.193,15.00,16.36,0.00,40.46,3
40.718,9.232,15.00,16.24,0.00,39.87,3
40.739,9.253,15.00,16.30,0.00,40.18,3
40.758,9.272,15.00,16.30,0.00,40.20,3
40.798,9.312,15.00,16.30,0.00,40.23,3
40.817,9.331,15.00,16.05,0.00,39.02,3
40.856,9.370,15.00,16.05,0.00,39.04,3
40.875,9.389,15.00,16.17,0.00,39.68,3
40.895,9.409,15.00,16.11,0.00,39.37,3
40.915,9.429,15.00,16.11,0.00,39.39,3
40.954,9.468,15.00,16.05,0.00,39.13,3
40.973,9.487,15.00,15.79,0.00,37.86,3
40.993,9.507,15.00,15.86,0.00,38.22,3
41.013,9.527,15.00,15.92,0.00,38.51,3
41.052,9.566,15.00,15.86,0.00,38.25,3
41.072,9.586,15.00,15.86,0.00,38.27,3
41.091,9.605,15.00,15.86,0.00,38.29,3
41.111,9.625,15.00,15.86,0.00,38.30,3
41.150,9.664,15.00,15.86,0.00,38.32,3
41.170,9.684,15.00,15.79,0.00,38.00,3
41.189,9.703,15.00,15.79,0.00,38.02,3
41.210,9.724,15.00,15.86,0.00,38.37,3
41.248,9.762,15.00,15.79,0.00,38.05,3
41.268,9.782,15.00,15.67,0.00,37.44,3
41.287,9.801,15.00,15.60,0.00,37.12,3
41.307,9.821,15.00,15.67,0.00,37.47,3
41.346,9.860,15.00,15.67,0.00,37.48,3
41.366,9.880,15.00,15.67,0.00,37.50,3
41.385,9.899,15.00,15.55,0.00,36.89,3
41.405,9.919,15.00,15.55,0.00,36.90,3
41.425,9.939,15.00,15.55,0.00,36.91,3
41.464,9.978,15.00,15.41,0.00,0.00,3
41.483,9.997,15.00,15.55,0.00,2.74,3
41.504,10.017,15.00,15.67,0.00,3.37,3
55.783,0.028,15.00,15.48,0.00,0.00,4
55.803,0.048,15.00,15.41,0.00,0.00,4
55.823,0.068,15.00,15.41,0.00,0.00,4
55.842,0.087,15.00,15.36,0.00,0.00,4
55.881,0.126,15.00,15.41,0.00,0.00,4
55.902,0.146,15.00,15.41,0.00,0.00,4
55.921,0.166,15.00,15.36,0.00,0.00,4
55.940,0.185,15.00,15.48,0.00,0.00,4
55.979,0.224,15.00,15.23,0.00,0.00,4
55.999,0.244,15.00,15.29,0.00,0.00,4
56.020,0.264,15.00,15.10,0.00,0.00,4
56.039,0.283,15.00,15.16,0.00,0.00,4
56.077,0.322,15.00,15.16,0.00,0.00,4
56.097,0.342,15.00,15.16,0.00,0.00,4
56.117,0.362,15.00,15.23,0.00,0.00,4
56.136,0.381,15.00,8.35,9.79,0.00,4
56.156,0.401,15.00,8.35,10.32,0.00,4
56.195,0.440,15.00,8.35,10.86,0.00,4
56.215,0.460,15.00,8.35,11.39,0.00,4
56.234,0.479,15.00,8.27,12.03,0.00,4
56.254,0.499,15.00,8.27,12.56,0.00,4
56.294,0.538,15.00,8.27,13.10,0.00,4
56.313,0.558,15.00,8.27,13.64,0.00,4
56.332,0.577,15.00,8.27,14.18,0.00,4
56.371,0.616,15.00,8.21,14.80,0.00,4
56.392,0.636,15.00,8.27,15.26,0.00,4
56.411,0.656,15.00,8.27,15.79,0.00,4
56.430,0.675,15.00,8.27,16.33,0.00,4
56.470,0.715,15.00,8.27,16.87,0.00,4
56.489,0.734,15.00,8.27,17.41,0.00,4
56.510,0.754,15.00,8.21,18.03,0.00,4
56.548,0.793,15.00,8.07,18.79,0.00,4
56.567,0.812,15.00,8.07,19.34,0.00,4
56.587,0.832,15.00,8.21,19.68,0.00,4
56.607,0.852,15.00,8.27,20.14,0.00,4
56.646,0.891,15.00,8.14,20.87,0.00,4
56.665,0.910,15.00,8.07,21.53,0.00,4
56.685,0.930,15.00,8.07,22.08,0.00,4
56.705,0.950,15.00,8.14,22.53,0.00,4
56.744,0.989,15.00,8.07,23.18,0.00,4
56.763,1.008,15.00,8.07,23.74,0.00,4
56.783,1.028,15.00,8.07,24.29,0.00,4
56.803,1.048,15.00,8.14,24.74,0.00,4
56.842,1.087,15.00,8.14,25.29,0.00,4
56.861,1.106,15.00,8.07,25.94,0.00,4
56.881,1.126,15.00,8.01,26.58,0.00,4
56.902,1.146,15.00,8.07,27.05,0.00,4
56.940,1.185,15.00,8.07,27.61,0.00,4
56.959,1.204,15.00,8.01,28.25,0.00,4
56.979,1.224,15.00,7.94,28.92,0.00,4
56.999,1.244,15.00,7.94,29.48,0.00,4
57.038,1.283,15.00,7.94,30.04,0.00,4
57.057,1.302,15.00,7.94,30.61,0.00,4
57.077,1.322,15.00,7.94,31.17,0.00,4
57.097,1.342,15.00,7.88,31.83,0.00,4
57.136,1.381,15.00,7.88,32.40,0.00,4
57.156,1.401,15.00,7.94,32.88,0.00,4
57.175,1.420,15.00,7.94,33.44,0.00,4
57.195,1.440,15.00,7.88,34.10,0.00,4
57.234,1.479,15.00,8.01,34.47,0.00,4
57.254,1.499,15.00,8.01,35.03,0.00,4
57.273,1.518,15.00,7.94,35.69,0.00,4
57.293,1.538,15.00,7.94,36.26,0.00,4
57.332,1.577,15.00,7.94,36.82,0.00,4
57.352,1.597,15.00,8.01,37.28,0.00,4
57.371,1.616,15.00,8.07,37.75,0.00,4
57.410,1.655,15.00,8.07,38.31,0.00,4
57.430,1.675,15.00,8.07,38.86,0.00,4
57.450,1.695,15.00,8.07,39.41,0.00,4
57.469,1.714,15.00,8.07,39.97,0.00,4
57.508,1.753,15.00,8.07,40.52,0.00,4
57.528,1.773,15.00,8.07,41.08,0.00,4
