Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output
0.032,5.00,16.49,0.00,20.37
0.051,5.00,16.80,0.00,21.23
0.071,5.00,16.61,0.00,21.08
0.111,5.00,16.55,0.00,21.20
0.131,5.00,16.61,0.00,21.55
0.169,5.00,16.61,0.00,21.78
0.190,5.00,16.55,0.00,21.90
0.208,5.00,16.55,0.00,22.13
0.248,5.00,16.61,0.00,22.47
0.267,5.00,16.49,0.00,22.46
0.287,5.00,16.42,0.00,22.55
0.326,5.00,16.49,0.00,22.92
0.346,5.00,16.55,0.00,23.28
0.365,5.00,16.49,0.00,23.38
0.385,5.00,16.42,0.00,23.47
0.424,5.00,16.49,0.00,23.84
0.444,5.00,16.05,0.00,23.19
0.464,5.00,16.05,0.00,23.41
0.483,5.00,16.05,0.00,23.63
0.522,5.00,16.05,0.00,23.85
0.542,5.00,16.05,0.00,24.07
0.562,5.00,16.11,0.00,24.41
0.581,5.00,16.11,0.00,24.63
0.620,5.00,16.17,0.00,24.98
0.640,5.00,16.17,0.00,25.21
0.660,5.00,16.30,0.00,25.68
0.679,5.00,16.17,0.00,25.66
0.719,5.00,16.17,0.00,25.88
0.738,5.00,16.24,0.00,26.24
0.758,5.00,16.24,0.00,26.46
0.777,5.00,16.24,0.00,26.69
0.817,5.00,16.24,0.00,26.91
0.836,5.00,16.30,0.00,27.25
0.856,5.00,16.24,0.00,27.36
0.876,5.00,16.17,0.00,27.45
0.915,5.00,16.24,0.00,27.81
0.934,5.00,16.24,0.00,28.04
0.954,5.00,16.24,0.00,28.26
0.974,5.00,16.24,0.00,28.49
1.013,5.00,16.17,0.00,28.58
1.033,5.00,16.17,0.00,28.80
1.052,5.00,16.11,0.00,28.89
1.072,5.00,16.17,0.00,29.25
1.111,5.00,16.17,0.00,29.47
1.131,5.00,16.17,0.00,29.69
1.150,5.00,16.11,0.00,29.78
1.170,5.00,16.11,0.00,30.00
1.209,5.00,16.24,0.00,30.50
1.229,5.00,16.11,0.00,30.45
1.249,5.00,16.11,0.00,30.67
1.268,5.00,16.11,0.00,30.89
1.288,5.00,16.05,0.00,31.00
1.327,5.00,16.11,0.00,31.34
1.347,5.00,16.17,0.00,31.70
1.366,5.00,16.05,0.00,31.67
1.386,5.00,15.92,0.00,31.62
1.406,5.00,15.98,0.00,31.97
1.445,5.00,16.05,0.00,32.33
1.464,5.00,16.05,0.00,32.55
1.484,5.00,16.05,0.00,32.77
1.504,5.00,16.05,0.00,32.99
1.543,5.00,15.92,0.00,32.94
1.563,5.00,15.92,0.00,33.16
1.582,5.00,15.79,0.00,33.13
1.602,5.00,15.92,0.00,33.60
1.621,5.00,15.74,0.00,33.45
1.661,5.00,15.79,0.00,33.78
1.680,5.00,15.98,0.00,34.38
1.700,5.00,15.92,0.00,34.46
1.720,5.00,15.86,0.00,34.57
1.759,5.00,15.79,0.00,34.65
1.778,5.00,15.67,0.00,34.62
1.798,5.00,15.67,0.00,34.83
1.818,5.00,15.79,0.00,35.29
1.857,5.00,15.67,0.00,35.26
1.877,5.00,15.60,0.00,35.34
1.896,5.00,15.60,0.00,35.55
1.935,5.00,15.55,0.00,35.65
1.955,5.00,15.48,0.00,35.72
1.975,5.00,15.55,0.00,36.07
1.994,5.00,15.67,0.00,36.53
2.014,5.00,15.48,0.00,36.36
2.053,5.00,15.41,0.00,36.43
2.073,5.00,15.60,0.00,37.02
2.092,5.00,15.41,0.00,36.85
2.112,5.00,15.36,0.00,36.94
2.132,5.00,15.36,0.00,37.15
2.172,5.00,15.36,0.00,37.36
2.191,5.00,15.29,0.00,37.43
2.210,5.00,15.36,0.00,37.77
2.249,5.00,15.29,0.00,37.84
2.269,5.00,15.23,0.00,37.93
2.290,5.00,15.29,0.00,38.25
2.308,5.00,15.04,0.00,37.96
2.348,5.00,15.10,0.00,38.27
2.367,5.00,15.23,0.00,38.75
2.387,5.00,15.10,0.00,38.68
2.426,5.00,15.10,0.00,38.88
2.446,5.00,15.10,0.00,39.08
2.466,5.00,15.04,0.00,39.17
2.485,5.00,15.10,0.00,39.49
2.524,5.00,15.10,0.00,39.69
2.544,5.00,14.97,0.00,39.64
2.564,5.00,14.85,0.00,39.59
2.603,5.00,14.90,0.00,39.90
2.622,5.00,14.90,0.00,40.10
2.642,5.00,14.85,0.00,40.18
2.662,5.00,14.72,0.00,40.12
2.702,5.00,14.72,0.00,40.32
2.721,5.00,14.65,0.00,40.38
2.740,5.00,14.65,0.00,40.57
2.779,5.00,14.65,0.00,40.76
2.799,5.00,14.65,0.00,40.96
2.819,5.00,14.65,0.00,41.15
2.858,5.00,14.46,0.00,40.95
2.878,5.00,14.46,0.00,41.14
2.898,5.00,14.46,0.00,41.33
2.937,5.00,14.39,0.00,41.38
2.956,5.00,14.39,0.00,41.57
2.976,5.00,14.39,0.00,41.76
3.015,5.00,14.39,0.00,41.95
3.035,5.00,14.34,0.00,42.02
3.054,5.00,14.34,0.00,42.21
3.094,5.00,14.34,0.00,42.39
3.113,5.00,14.39,0.00,42.69
3.133,5.00,14.27,0.00,42.63
3.152,5.00,14.21,0.00,42.70
3.192,5.00,14.21,0.00,42.88
3.211,5.00,14.14,0.00,42.93
3.231,5.00,14.21,0.00,43.25
3.251,5.00,14.14,0.00,43.30
3.290,5.00,14.14,0.00,43.48
3.309,5.00,14.21,0.00,43.80
3.329,5.00,14.08,0.00,43.71
3.369,5.00,14.21,0.00,44.17
3.388,5.00,14.21,0.00,44.35
3.408,5.00,14.02,0.00,44.14
3.448,5.00,14.08,0.00,44.44
3.466,5.00,13.95,0.00,44.37
3.486,5.00,13.95,0.00,44.55
3.525,5.00,13.95,0.00,44.72
3.545,5.00,13.82,0.00,44.65
3.565,5.00,13.82,0.00,44.83
3.604,5.00,13.88,0.00,45.12
3.624,5.00,13.76,0.00,45.04
3.643,5.00,13.82,0.00,45.36
3.682,5.00,13.82,0.00,45.53
3.702,5.00,13.76,0.00,45.57
3.722,5.00,13.76,0.00,45.75
3.741,5.00,13.82,0.00,46.06
3.761,5.00,13.70,0.00,45.98
3.800,5.00,13.70,0.00,46.16
3.820,5.00,13.70,0.00,46.33
3.839,5.00,13.70,0.00,46.50
3.859,5.00,13.63,0.00,46.54
3.898,5.00,13.70,0.00,46.85
3.918,5.00,13.56,0.00,46.75
3.938,5.00,13.63,0.00,47.06
3.958,5.00,13.56,0.00,47.09
3.998,5.00,13.50,0.00,47.15
4.036,5.00,13.50,0.00,47.32
4.056,5.00,13.50,0.00,47.49
4.076,5.00,13.37,0.00,47.38
4.095,5.00,13.50,0.00,47.82
4.134,5.00,13.50,0.00,47.99
4.154,5.00,13.37,0.00,47.88
4.173,5.00,13.43,0.00,48.19
4.212,5.00,13.37,0.00,48.22
4.232,5.00,13.37,0.00,48.39
4.252,5.00,13.43,0.00,48.69
4.271,5.00,13.37,0.00,48.72
4.291,5.00,13.37,0.00,48.89
4.330,5.00,13.37,0.00,49.06
4.350,5.00,13.37,0.00,49.23
4.369,5.00,13.18,0.00,49.02
4.389,5.00,13.24,0.00,49.30
4.428,5.00,13.31,0.00,49.61
4.448,5.00,13.31,0.00,49.77
4.468,5.00,13.24,0.00,49.80
4.487,5.00,13.18,0.00,49.85
4.526,5.00,13.18,0.00,50.01
4.547,5.00,13.18,0.00,50.17
4.566,5.00,13.18,0.00,50.34
4.605,5.00,13.04,0.00,50.22
4.624,5.00,13.18,0.00,50.66
4.644,5.00,13.11,0.00,50.69
4.664,5.00,13.11,0.00,50.85
4.703,5.00,13.04,0.00,50.87
4.724,5.00,13.11,0.00,51.17
4.742,5.00,12.99,0.00,51.08
4.781,5.00,13.04,0.00,51.35
4.801,5.00,13.11,0.00,51.66
4.821,5.00,13.04,0.00,51.68
4.840,5.00,12.99,0.00,51.72
4.880,5.00,12.99,0.00,51.88
4.899,5.00,12.99,0.00,52.04
4.939,5.00,12.92,0.00,52.06
4.959,5.00,12.85,0.00,52.08
4.978,5.00,12.85,0.00,52.24
5.018,5.00,12.79,0.00,52.28
5.037,5.00,12.79,0.00,52.43
5.056,5.00,12.85,0.00,52.71
5.096,5.00,12.79,0.00,52.75
5.115,5.00,12.79,0.00,52.90
5.135,5.00,12.79,0.00,53.06
5.174,5.00,12.72,0.00,53.07
5.194,5.00,12.72,0.00,53.23
5.213,5.00,12.85,0.00,53.64
5.253,5.00,12.79,0.00,53.68
5.272,5.00,12.66,0.00,53.58
5.292,5.00,12.59,0.00,53.59
5.311,5.00,12.66,0.00,53.88
5.351,5.00,12.79,0.00,54.29
5.370,5.00,12.72,0.00,54.31
5.390,5.00,12.59,0.00,54.21
5.410,5.00,12.59,0.00,54.36
5.449,5.00,12.59,0.00,54.51
5.468,5.00,12.59,0.00,54.66
5.488,5.00,12.47,0.00,54.56
5.508,5.00,12.47,0.00,54.71
5.547,5.00,12.59,0.00,55.11
5.567,5.00,12.47,0.00,55.01
5.586,5.00,12.52,0.00,55.27
5.606,5.00,12.52,0.00,55.42
5.625,5.00,12.47,0.00,55.46
5.666,5.00,12.59,0.00,55.86
5.684,5.00,12.40,0.00,55.62
5.704,5.00,12.33,0.00,55.63
5.743,5.00,12.27,0.00,55.66
5.763,5.00,12.40,0.00,56.06
5.782,5.00,12.33,0.00,56.07
5.802,5.00,12.40,0.00,56.35
5.822,5.00,12.40,0.00,56.50
5.861,5.00,12.27,0.00,56.39
5.881,5.00,12.33,0.00,56.65
5.900,5.00,12.20,0.00,56.54
5.939,5.00,12.20,0.00,56.69
5.960,5.00,12.14,0.00,56.71
5.979,5.00,12.14,0.00,56.86
6.019,5.00,12.07,0.00,56.86
6.038,5.00,12.07,0.00,57.00
6.078,5.00,12.07,0.00,57.14
6.096,5.00,12.00,0.00,57.14
6.136,5.00,12.07,0.00,57.42
6.156,5.00,12.00,0.00,57.42
6.175,5.00,11.94,0.00,57.45
6.214,5.00,11.94,0.00,57.58
6.234,5.00,11.94,0.00,57.72
6.254,5.00,11.94,0.00,57.86
6.273,5.00,11.80,0.00,57.72
6.312,5.00,11.75,0.00,57.74
6.332,5.00,11.80,0.00,57.99
6.352,5.00,11.80,0.00,58.13
6.371,5.00,11.80,0.00,58.26
6.412,5.00,11.75,0.00,58.28
6.430,5.00,11.75,0.00,58.41
6.469,5.00,11.68,0.00,58.41
6.489,5.00,11.68,0.00,58.54
6.509,5.00,11.75,0.00,58.82
6.528,5.00,11.75,0.00,58.95
6.548,5.00,11.68,0.00,58.95
6.588,5.00,11.62,0.00,58.96
6.607,5.00,11.55,0.00,58.95
6.626,5.00,11.55,0.00,59.08
6.666,5.00,11.48,0.00,59.07
6.686,5.00,11.42,0.00,59.08
6.705,5.00,11.55,0.00,59.47
6.744,5.00,11.55,0.00,59.60
6.764,5.00,11.42,0.00,59.47
6.784,5.00,11.35,0.00,59.46
6.803,5.00,11.35,0.00,59.59
6.823,5.00,11.28,0.00,59.57
6.862,5.00,11.22,0.00,59.58
6.882,5.00,11.28,0.00,59.82
6.901,5.00,11.15,0.00,59.69
6.921,5.00,11.15,0.00,59.81
6.961,5.00,11.22,0.00,60.08
6.980,5.00,11.22,0.00,60.20
6.999,5.00,11.22,0.00,60.32
7.039,5.00,11.09,0.00,60.19
7.058,5.00,11.02,0.00,60.17
7.079,5.00,10.95,0.00,60.15
7.098,5.00,10.95,0.00,60.26
7.137,5.00,10.95,0.00,60.38
7.157,5.00,10.89,0.00,60.38
7.176,5.00,10.82,0.00,60.36
7.215,5.00,10.82,0.00,60.48
7.235,5.00,10.75,0.00,60.45
7.255,5.00,10.75,0.00,60.56
7.274,5.00,10.75,0.00,60.68
7.295,5.00,10.82,0.00,60.94
7.333,5.00,10.75,0.00,60.91
7.353,5.00,10.69,0.00,60.91
7.372,5.00,10.62,0.00,60.88
7.392,5.00,10.62,0.00,60.99
7.413,5.00,10.56,0.00,60.98
7.451,5.00,10.62,0.00,61.21
7.471,5.00,10.56,0.00,61.21
7.490,5.00,10.56,0.00,61.32
7.510,5.00,10.56,0.00,61.43
7.549,5.00,10.49,0.00,61.40
7.569,5.00,10.36,0.00,61.25
7.588,5.00,10.36,0.00,61.35
7.608,5.00,10.36,0.00,61.46
7.647,5.00,10.36,0.00,61.57
7.667,5.00,10.29,0.00,61.53
7.686,5.00,10.29,0.00,61.64
7.706,5.00,10.22,0.00,61.60
7.746,5.00,10.22,0.00,61.70
7.765,5.00,10.16,0.00,61.69
7.786,5.00,10.09,0.00,61.65
7.824,5.00,10.03,0.00,61.63
7.844,5.00,10.03,0.00,61.73
7.863,5.00,9.96,0.00,61.69
7.884,5.00,9.89,0.00,61.64
7.922,5.00,9.89,0.00,61.74
7.942,5.00,9.83,0.00,61.72
7.961,5.00,9.83,0.00,61.82
7.981,5.00,9.76,0.00,61.77
8.020,5.00,9.76,0.00,61.86
8.040,5.00,9.63,0.00,61.69
8.059,5.00,9.35,0.00,61.23
8.079,5.00,9.22,0.00,61.06
8.118,5.00,9.15,0.00,61.00
8.138,5.00,9.15,0.00,61.08
8.159,5.00,9.09,0.00,61.04
8.177,5.00,9.02,0.00,60.98
8.216,5.00,9.02,0.00,61.06
8.236,5.00,8.96,0.00,61.02
8.256,5.00,8.96,0.00,61.10
8.275,5.00,8.96,0.00,61.18
8.295,5.00,8.89,0.00,61.11
8.335,5.00,8.81,0.00,61.04
8.354,5.00,8.81,0.00,61.12
8.374,5.00,8.81,0.00,61.20
8.414,5.00,8.68,0.00,61.01
8.432,5.00,8.68,0.00,61.08
8.472,5.00,8.68,0.00,61.15
8.491,5.00,8.61,0.00,61.08
8.511,5.00,8.55,0.00,61.03
8.550,5.00,8.55,0.00,61.10
8.571,5.00,8.42,0.00,60.91
8.589,5.00,8.42,0.00,60.98
8.629,5.00,8.35,0.00,60.90
8.648,5.00,8.35,0.00,60.96
8.669,5.00,8.35,0.00,61.03
8.707,5.00,8.27,0.00,60.95
8.727,5.00,8.21,0.00,60.90
8.747,5.00,8.14,0.00,60.81
8.786,5.00,8.14,0.00,60.88
8.806,5.00,8.21,0.00,61.09
8.825,5.00,8.14,0.00,61.00
8.845,5.00,8.14,0.00,61.07
8.884,5.00,8.14,0.00,61.13
8.905,5.00,8.07,0.00,61.05
8.923,5.00,8.01,0.00,60.99
8.944,5.00,7.94,0.00,60.90
8.982,5.00,7.88,0.00,60.84
9.002,5.00,7.88,0.00,60.90
9.021,5.00,7.88,0.00,60.95
9.041,5.00,7.80,0.00,60.86
9.080,5.00,7.73,0.00,60.77
9.100,5.00,7.73,0.00,60.83
9.121,5.00,7.67,0.00,60.76
9.159,5.00,7.60,0.00,60.67
9.179,5.00,7.60,0.00,60.72
9.198,5.00,7.60,0.00,60.77
9.218,5.00,7.53,0.00,60.68
9.257,5.00,7.53,0.00,60.73
9.277,5.00,7.46,0.00,60.65
9.296,5.00,7.39,0.00,60.56
9.316,5.00,7.39,0.00,60.60
9.355,5.00,7.33,0.00,60.53
9.376,5.00,7.33,0.00,60.58
