Timestamp,Voltage_Out2,Voltage_Out1,Speed_KPH
2024-12-07 14:32:48.566,0.5,1.0,0
2024-12-07 14:32:48.599,0.5,1.0,0
2024-12-07 14:32:48.636,0.5,1.0,0
2024-12-07 14:32:48.672,0.5,1.0,0
2024-12-07 14:32:48.711,0.5,1.0,0
2024-12-07 14:32:48.748,0.5,1.0,0
2024-12-07 14:32:48.784,0.5,1.0,0
2024-12-07 14:32:48.821,0.5,1.0,0
2024-12-07 14:32:48.856,0.5,1.0,0
2024-12-07 14:32:48.894,0.5,1.0,0
2024-12-07 14:32:48.932,0.5,1.0,0
2024-12-07 14:32:48.968,0.5,1.0,0
2024-12-07 14:32:49.008,0.5,1.0,0
2024-12-07 14:32:49.043,0.5,1.0,0
2024-12-07 14:32:49.083,0.5,1.0,0
2024-12-07 14:32:49.123,0.5,1.0,0
2024-12-07 14:32:49.158,0.5,1.0,0
2024-12-07 14:32:49.194,0.5,1.0,0
2024-12-07 14:32:49.234,0.5,1.0,0
2024-12-07 14:32:49.271,0.5,1.0,0
2024-12-07 14:32:49.309,0.5,1.0,0
2024-12-07 14:32:49.347,0.5,1.0,0
2024-12-07 14:32:49.386,0.5,1.0,0
2024-12-07 14:32:49.422,0.5,1.0,0
2024-12-07 14:32:49.461,0.5,1.0,0
2024-12-07 14:32:49.497,0.5,1.0,0
2024-12-07 14:32:49.532,0.5,1.0,0
2024-12-07 14:32:49.569,0.5,1.0,0
2024-12-07 14:32:49.606,0.5,1.0,0
2024-12-07 14:32:49.647,0.5,1.0,0
2024-12-07 14:32:49.685,0.5,1.0,0
2024-12-07 14:32:49.723,0.5,1.0,0
2024-12-07 14:32:49.763,0.5,1.0,0
2024-12-07 14:32:49.799,0.5,1.0,0
2024-12-07 14:32:49.841,0.5,1.0,0
2024-12-07 14:32:49.878,0.5,1.0,0
2024-12-07 14:32:49.916,0.5,1.0,0
2024-12-07 14:32:49.950,0.5,1.0,0
2024-12-07 14:32:49.989,0.5,1.0,0
2024-12-07 14:32:50.026,0.5,1.0,0
2024-12-07 14:32:50.068,0.5,1.0,0
2024-12-07 14:32:50.090,0.5,1.0,0
2024-12-07 14:32:50.128,0.5,1.0,0
2024-12-07 14:32:50.150,0.5,1.0,0
2024-12-07 14:32:50.190,0.5,1.0,0
2024-12-07 14:32:50.236,0.5,1.0,0
2024-12-07 14:32:50.274,0.5,1.0,0
2024-12-07 14:32:50.318,0.5,1.0,0
2024-12-07 14:32:50.356,0.5,1.0,0
2024-12-07 14:32:50.381,0.5,1.0,0
2024-12-07 14:32:50.418,0.5,1.0,0
2024-12-07 14:32:50.439,0.5,1.0,0
2024-12-07 14:32:50.474,0.5,1.0,0
2024-12-07 14:32:50.497,0.5,1.0,0
2024-12-07 14:32:50.538,0.5,1.0,0
2024-12-07 14:32:50.574,0.5,1.0,0
2024-12-07 14:32:50.596,0.5,1.0,0
2024-12-07 14:32:50.635,0.5,1.0,0
2024-12-07 14:32:50.673,0.5,1.0,0
2024-12-07 14:32:50.710,0.5,1.0,0
2024-12-07 14:32:50.749,0.5,1.0,0
2024-12-07 14:32:50.790,0.5,1.0,0
2024-12-07 14:32:50.830,0.5,1.0,0
2024-12-07 14:32:50.872,0.5,1.0,0
2024-12-07 14:32:50.911,0.5,1.0,0
2024-12-07 14:32:50.953,0.5,1.0,0
2024-12-07 14:32:50.994,0.5,1.0,0
2024-12-07 14:32:51.029,0.5,1.0,0
2024-12-07 14:32:51.066,0.5,1.0,0
2024-12-07 14:32:51.103,0.5,1.0,0
2024-12-07 14:32:51.141,0.5,1.0,0
2024-12-07 14:32:51.179,0.5,1.0,0
2024-12-07 14:32:51.220,0.5,1.0,0
