Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output
0.024,10.00,15.41,0.00,30.74
0.044,10.00,15.48,0.00,31.19
0.064,10.00,15.23,0.00,30.05
0.084,10.00,15.23,0.00,30.16
0.122,10.00,15.48,0.00,31.50
0.142,10.00,15.29,0.00,30.65
0.162,10.00,15.10,0.00,29.80
0.181,10.00,15.29,0.00,30.86
0.201,10.00,15.29,0.00,30.97
0.240,10.00,15.16,0.00,30.45
0.260,10.00,15.36,0.00,31.52
0.279,10.00,15.29,0.00,31.28
0.299,10.00,15.23,0.00,31.11
0.338,10.00,15.16,0.00,30.87
0.358,10.00,15.16,0.00,30.97
0.378,10.00,15.23,0.00,31.42
0.397,10.00,15.10,0.00,30.84
0.437,10.00,14.97,0.00,30.32
0.456,10.00,2.16,0.00,0.00
0.476,10.00,2.16,0.00,0.00
0.495,10.00,2.16,0.00,0.00
0.535,10.00,2.16,0.00,0.00
0.554,10.00,2.16,0.00,0.00
0.574,10.00,2.31,0.00,0.00
0.594,10.00,2.51,0.00,0.00
0.633,10.00,2.51,0.00,0.00
0.652,10.00,2.51,0.00,0.00
0.672,10.00,2.59,0.00,0.00
0.692,10.00,2.59,0.00,0.00
0.731,10.00,2.59,0.00,0.00
0.752,10.00,2.59,0.00,0.00
0.790,10.00,2.59,0.00,0.00
0.810,10.00,2.66,0.00,0.00
0.829,10.00,2.66,0.00,0.00
0.849,10.00,2.80,0.00,0.00
0.888,10.00,2.80,0.00,0.00
0.908,10.00,2.88,0.00,0.00
0.927,10.00,2.94,0.00,0.00
0.947,10.00,3.02,0.41,0.00
0.967,10.00,3.08,0.88,0.00
1.006,10.00,3.16,1.32,0.00
1.026,10.00,3.16,1.87,0.00
1.045,10.00,3.29,2.21,0.00
1.065,10.00,3.29,2.74,0.00
1.104,10.00,3.44,3.06,0.00
1.124,10.00,3.51,3.49,0.00
1.143,10.00,3.58,3.90,0.00
1.163,10.00,3.58,4.41,0.00
1.202,10.00,3.58,4.93,0.00
1.222,10.00,3.65,5.35,0.00
1.241,10.00,3.80,5.63,0.00
1.261,10.00,3.80,6.13,0.00
1.300,10.00,3.86,6.53,0.00
1.320,10.00,3.93,6.91,0.00
1.340,10.00,4.14,7.09,0.00
1.379,10.00,4.14,7.55,0.00
1.398,10.00,4.21,7.93,0.00
1.418,10.00,4.21,8.39,0.00
1.438,10.00,4.28,8.75,0.00
1.477,10.00,4.28,9.20,0.00
1.497,10.00,4.28,9.66,0.00
1.516,10.00,4.42,9.92,0.00
1.536,10.00,4.49,10.25,0.00
1.575,10.00,4.49,10.69,0.00
1.595,10.00,4.57,11.02,0.00
1.614,10.00,4.63,11.37,0.00
1.634,10.00,4.63,11.80,0.00
1.673,10.00,4.63,12.22,0.00
1.693,10.00,4.70,12.54,0.00
1.713,10.00,4.70,12.97,0.00
1.732,10.00,4.84,13.19,0.00
1.771,10.00,4.84,13.60,0.00
1.791,10.00,4.84,14.01,0.00
1.811,10.00,4.92,14.32,0.00
1.830,10.00,4.92,14.72,0.00
1.870,10.00,4.92,15.13,0.00
1.889,10.00,4.92,15.54,0.00
1.909,10.00,5.05,15.74,0.00
1.928,10.00,5.13,16.03,0.00
1.968,10.00,5.13,16.42,0.00
1.987,10.00,5.19,16.72,0.00
2.007,10.00,5.19,17.10,0.00
2.027,10.00,5.19,17.49,0.00
2.066,10.00,5.26,17.76,0.00
2.085,10.00,5.32,18.05,0.00
2.105,10.00,5.40,18.31,0.00
2.125,10.00,5.47,18.57,0.00
2.164,10.00,5.40,19.04,0.00
2.184,10.00,5.47,19.30,0.00
2.203,10.00,5.61,19.47,0.00
2.223,10.00,5.68,19.71,0.00
2.262,10.00,5.68,20.05,0.00
2.282,10.00,5.68,20.40,0.00
2.301,10.00,5.82,20.55,0.00
2.341,10.00,5.88,20.79,0.00
2.360,10.00,5.88,21.12,0.00
2.381,10.00,5.95,21.34,0.00
2.419,10.00,6.03,21.55,0.00
2.439,10.00,6.03,21.87,0.00
2.458,10.00,6.03,22.19,0.00
2.478,10.00,6.16,22.31,0.00
2.517,10.00,6.23,22.51,0.00
2.538,10.00,6.29,22.72,0.00
2.557,10.00,6.29,23.02,0.00
2.576,10.00,6.37,23.20,0.00
2.615,10.00,6.43,23.40,0.00
2.635,10.00,6.58,23.47,0.00
2.655,10.00,6.64,23.66,0.00
2.674,10.00,6.64,23.93,0.00
2.694,10.00,6.64,24.19,0.00
2.714,10.00,6.71,24.36,0.00
2.753,10.00,6.78,24.51,0.00
2.773,10.00,6.78,24.77,0.00
2.792,10.00,6.71,25.13,0.00
2.812,10.00,6.84,25.20,0.00
2.851,10.00,6.78,25.54,0.00
2.871,10.00,6.84,25.71,0.00
2.890,10.00,6.98,25.76,0.00
2.910,10.00,6.98,26.00,0.00
2.930,10.00,6.98,26.25,0.00
2.969,10.00,7.05,26.38,0.00
2.989,10.00,7.12,26.51,0.00
3.008,10.00,7.19,26.65,0.00
3.047,10.00,7.19,26.87,0.00
3.067,10.00,7.26,26.99,0.00
3.087,10.00,7.39,27.01,0.00
3.106,10.00,7.39,27.22,0.00
3.146,10.00,7.46,27.32,0.00
3.165,10.00,7.46,27.53,0.00
3.185,10.00,7.46,27.73,0.00
3.224,10.00,7.60,27.74,0.00
3.244,10.00,7.60,27.93,0.00
3.263,10.00,7.73,27.92,0.00
3.283,10.00,7.80,28.00,0.00
3.322,10.00,7.88,28.07,0.00
3.342,10.00,7.94,28.15,0.00
3.362,10.00,7.94,28.31,0.00
3.381,10.00,8.01,28.37,0.00
3.401,10.00,8.07,28.44,0.00
3.440,10.00,8.21,28.38,0.00
3.460,10.00,8.21,28.53,0.00
3.479,10.00,8.27,28.58,0.00
3.499,10.00,8.35,28.61,0.00
3.538,10.00,8.42,28.64,0.00
3.558,10.00,8.68,28.38,0.00
3.577,10.00,8.75,28.37,0.00
3.598,10.00,8.81,28.39,0.00
3.617,10.00,8.96,28.27,0.00
3.656,10.00,8.89,28.46,0.00
3.676,10.00,8.96,28.44,0.00
3.695,10.00,8.96,28.53,0.00
3.715,10.00,9.02,28.52,0.00
3.754,10.00,9.09,28.49,0.00
3.775,10.00,9.09,28.57,0.00
3.794,10.00,9.09,28.64,0.00
