Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output
0.022,20.00,10.89,18.66,0.00
0.042,20.00,10.95,19.46,0.00
0.061,20.00,11.02,20.24,0.00
0.081,20.00,11.09,21.00,0.00
0.119,20.00,11.09,21.91,0.00
0.140,20.00,11.15,22.70,0.00
0.160,20.00,11.22,23.45,0.00
0.179,20.00,11.28,24.22,0.00
0.219,20.00,11.35,24.96,0.00
0.238,20.00,11.28,26.00,0.00
0.258,20.00,11.28,26.89,0.00
0.277,20.00,11.35,27.63,0.00
0.317,20.00,11.35,28.51,0.00
0.335,20.00,11.35,29.39,0.00
0.375,20.00,11.35,30.27,0.00
0.395,20.00,5.88,42.70,0.00
0.415,20.00,5.88,44.14,0.00
0.453,20.00,5.88,45.58,0.00
0.473,20.00,5.82,47.15,0.00
0.492,20.00,5.88,48.47,0.00
0.513,20.00,5.95,49.75,0.00
0.552,20.00,5.88,51.34,0.00
0.572,20.00,5.82,52.91,0.00
0.591,20.00,5.82,54.36,0.00
0.611,20.00,5.82,55.80,0.00
0.650,20.00,5.82,57.25,0.00
0.669,20.00,5.88,58.57,0.00
0.688,20.00,5.88,60.01,0.00
0.709,20.00,5.88,61.45,0.00
0.747,20.00,5.88,62.89,0.00
0.768,20.00,5.88,64.33,0.00
0.787,20.00,5.88,65.77,0.00
0.806,20.00,5.88,67.21,0.00
0.846,20.00,5.95,68.50,0.00
0.866,20.00,5.95,69.93,0.00
0.886,20.00,5.95,71.36,0.00
0.905,20.00,5.88,72.95,0.00
0.944,20.00,5.95,74.24,0.00
0.965,20.00,5.95,75.67,0.00
0.984,20.00,5.95,77.10,0.00
1.023,20.00,6.03,78.38,0.00
1.042,20.00,6.03,79.81,0.00
1.062,20.00,6.09,81.10,0.00
1.082,20.00,6.09,82.52,0.00
1.121,20.00,6.09,83.94,0.00
1.141,20.00,6.16,85.21,0.00
1.160,20.00,6.23,86.46,0.00
1.180,20.00,6.37,87.58,0.00
1.218,20.00,6.43,88.84,0.00
1.238,20.00,6.50,90.07,0.00
1.257,20.00,6.64,91.17,0.00
1.278,20.00,6.78,92.22,0.00
1.298,20.00,6.84,93.44,0.00
1.337,20.00,6.98,94.50,0.00
1.357,20.00,7.05,95.67,0.00
1.376,20.00,7.33,96.41,0.00
1.396,20.00,7.46,97.42,0.00
1.434,20.00,7.60,98.41,0.00
1.454,20.00,7.94,98.97,0.00
1.474,20.00,8.01,100.00,0.00
1.494,20.00,8.21,100.00,0.00
1.532,20.00,8.35,100.00,0.00
1.552,20.00,8.68,100.00,0.00
1.572,20.00,9.02,100.00,0.00
1.610,20.00,9.22,100.00,0.00
1.630,20.00,9.35,100.00,0.00
1.650,20.00,9.55,100.00,0.00
1.670,20.00,9.69,100.00,0.00
1.690,20.00,9.96,100.00,0.00
1.729,20.00,10.09,100.00,0.00
1.749,20.00,10.29,100.00,0.00
1.767,20.00,10.56,100.00,0.00
1.788,20.00,10.62,100.00,0.00
1.807,20.00,10.82,100.00,0.00
1.847,20.00,11.09,100.00,0.00
1.867,20.00,11.42,100.00,0.00
1.885,20.00,11.62,100.00,0.00
1.905,20.00,11.80,100.00,0.00
1.945,20.00,11.94,100.00,0.00
1.965,20.00,12.40,100.00,0.00
1.984,20.00,12.47,100.00,0.00
2.004,20.00,12.72,100.00,0.00
2.042,20.00,12.92,100.00,0.00
2.063,20.00,13.24,100.00,0.00
2.082,20.00,13.43,100.00,0.00
2.102,20.00,13.63,100.00,0.00
2.140,20.00,13.82,100.00,0.00
2.160,20.00,14.21,100.00,0.00
2.180,20.00,14.53,100.00,0.00
2.200,20.00,14.72,100.00,0.00
2.238,20.00,14.90,100.00,0.00
2.258,20.00,15.23,100.00,0.00
2.278,20.00,15.41,100.00,0.00
2.297,20.00,15.67,100.00,0.00
2.317,20.00,15.74,100.00,0.00
2.356,20.00,16.11,100.00,0.00
2.377,20.00,16.30,100.00,0.00
2.395,20.00,16.42,100.00,0.00
2.415,20.00,16.61,100.00,0.00
2.454,20.00,16.92,100.00,0.00
2.474,20.00,17.05,100.00,0.00
2.493,20.00,17.24,100.00,0.00
2.513,20.00,17.42,100.00,0.00
2.533,20.00,17.79,100.00,0.00
2.572,20.00,17.91,100.00,0.00
2.592,20.00,18.10,100.00,0.00
2.611,20.00,18.23,100.00,0.00
2.631,20.00,18.40,100.00,0.00
2.671,20.00,18.59,100.00,0.00
2.691,20.00,18.72,100.00,0.00
2.709,20.00,18.89,100.00,0.00
2.729,20.00,19.21,100.00,0.00
2.768,20.00,19.26,100.00,0.00
2.788,20.00,19.44,100.00,0.00
2.807,20.00,19.63,0.00,0.00
2.827,20.00,19.75,0.00,0.00
2.866,20.00,20.05,0.00,0.00
2.886,20.00,20.17,0.00,0.00
2.905,20.00,20.41,0.00,0.00
2.925,20.00,20.47,0.00,0.00
2.945,20.00,20.65,0.00,0.65
2.985,20.00,20.82,0.00,0.82
