Timestamp,Voltage_Out2,Voltage_Out1,Speed_KPH
2024-12-07 14:50:38.294,0.5,1.0,0
2024-12-07 14:50:38.325,0.5,1.0,0
2024-12-07 14:50:38.366,0.5,1.0,0
2024-12-07 14:50:38.404,0.5,1.0,0
2024-12-07 14:50:38.445,0.5,1.0,0
2024-12-07 14:50:38.485,0.5,1.0,0
2024-12-07 14:50:38.524,0.5,1.0,0
2024-12-07 14:50:38.565,0.5,1.0,0
2024-12-07 14:50:38.603,0.5,1.0,0
2024-12-07 14:50:38.640,0.5,1.0,0
2024-12-07 14:50:38.678,0.5,1.0,0
2024-12-07 14:50:38.715,0.5,1.0,0
2024-12-07 14:50:38.754,0.5,1.0,0
2024-12-07 14:50:38.796,0.5,1.0,0
2024-12-07 14:50:38.835,0.5,1.0,0
2024-12-07 14:50:38.870,0.5,1.0,0
2024-12-07 14:50:38.905,0.5,1.0,0
2024-12-07 14:50:38.948,0.5,1.0,0
2024-12-07 14:50:38.987,0.5,1.0,0
2024-12-07 14:50:39.024,0.5,1.0,0
2024-12-07 14:50:39.061,0.5,1.0,0
2024-12-07 14:50:39.098,0.5,1.0,0
2024-12-07 14:50:39.140,0.5,1.0,0
2024-12-07 14:50:39.178,0.5,1.0,0
2024-12-07 14:50:39.216,0.5,1.0,0
2024-12-07 14:50:39.252,0.5,1.0,0
2024-12-07 14:50:39.293,0.5,1.0,0
2024-12-07 14:50:39.336,0.5,1.0,0
2024-12-07 14:50:39.372,0.5,1.0,0
2024-12-07 14:50:39.408,0.5,1.0,0
2024-12-07 14:50:39.442,0.5,1.0,0
2024-12-07 14:50:39.478,0.5,1.0,0
2024-12-07 14:50:39.517,0.5,1.0,0
2024-12-07 14:50:39.552,0.5,1.0,0
2024-12-07 14:50:39.591,0.5,1.0,0
2024-12-07 14:50:39.627,0.5,1.0,0
2024-12-07 14:50:39.655,0.5,1.0,0
2024-12-07 14:50:39.697,0.5,1.0,0
2024-12-07 14:50:39.740,0.5,1.0,0
2024-12-07 14:50:39.782,0.5,1.0,0
2024-12-07 14:50:39.821,0.5,1.0,0
2024-12-07 14:50:39.861,0.5,1.0,0
2024-12-07 14:50:39.899,0.5,1.0,0
2024-12-07 14:50:39.924,0.5,1.0,0
2024-12-07 14:50:39.954,0.5,1.0,0
2024-12-07 14:50:39.979,0.5,1.0,0
2024-12-07 14:50:40.011,0.5,1.0,0
2024-12-07 14:50:40.049,0.5,1.0,0
2024-12-07 14:50:40.076,0.5,1.0,0
2024-12-07 14:50:40.111,0.5,1.0,0
2024-12-07 14:50:40.133,0.5,1.0,0
2024-12-07 14:50:40.175,0.5,1.0,0
2024-12-07 14:50:40.217,0.5,1.0,0
2024-12-07 14:50:40.258,0.5,1.0,0
2024-12-07 14:50:40.285,0.5,1.0,0
2024-12-07 14:50:40.319,0.5,1.0,0
2024-12-07 14:50:40.342,0.5,1.0,0
2024-12-07 14:50:40.377,0.5,1.0,0
2024-12-07 14:50:40.417,0.5,1.0,0
2024-12-07 14:50:40.454,0.5,1.0,0
2024-12-07 14:50:40.486,0.5,1.0,0
2024-12-07 14:50:40.524,0.5,1.0,0
2024-12-07 14:50:40.563,0.5,1.0,0
2024-12-07 14:50:40.603,0.5,1.0,0
2024-12-07 14:50:40.645,0.5,1.0,0
2024-12-07 14:50:40.689,0.5,1.0,0
2024-12-07 14:50:40.713,0.5,1.0,0
2024-12-07 14:50:40.749,0.5,1.0,0
2024-12-07 14:50:40.770,0.5,1.0,0
2024-12-07 14:50:40.807,0.5,1.0,0
2024-12-07 14:50:40.833,0.5,1.0,0
2024-12-07 14:50:40.854,0.5,1.0,0
