Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output
0.031,10.00,21.07,0.00,78.93
0.051,10.00,21.07,0.00,79.15
0.070,10.00,20.89,0.00,78.47
0.090,10.00,20.95,0.00,79.00
0.129,10.00,21.13,0.00,80.13
0.149,10.00,20.95,0.00,79.45
0.168,10.00,21.13,0.00,80.57
0.188,10.00,20.95,0.00,79.89
0.208,10.00,21.13,0.00,81.01
0.247,10.00,21.07,0.00,80.91
0.266,10.00,20.95,0.00,80.55
0.287,10.00,21.00,0.00,81.04
0.306,10.00,21.00,0.00,81.26
0.346,10.00,20.89,0.00,80.89
0.365,10.00,20.82,0.00,80.79
0.404,10.00,21.18,0.00,82.81
0.423,10.00,20.95,0.00,81.87
0.443,10.00,16.61,0.00,60.28
0.463,10.00,16.30,0.00,58.85
0.502,10.00,16.74,0.00,61.21
0.523,10.00,16.42,0.00,59.73
0.561,10.00,16.42,0.00,59.85
0.580,10.00,16.24,0.00,59.09
0.600,10.00,16.30,0.00,59.49
0.620,10.00,15.98,0.00,58.05
0.659,10.00,15.92,0.00,57.83
0.678,10.00,16.30,0.00,59.86
0.698,10.00,15.98,0.00,58.41
0.718,10.00,15.79,0.00,57.58
0.757,10.00,15.48,0.00,56.11
0.776,10.00,15.79,0.00,57.80
0.796,10.00,15.79,0.00,57.92
0.835,10.00,15.74,0.00,57.75
0.855,10.00,15.55,0.00,56.91
0.874,10.00,15.60,0.00,57.30
0.894,10.00,15.36,0.00,56.17
0.933,10.00,15.48,0.00,56.90
0.953,10.00,15.41,0.00,56.67
0.972,10.00,15.29,0.00,56.16
0.992,10.00,15.36,0.00,56.60
1.031,10.00,15.04,0.00,55.12
1.051,10.00,15.23,0.00,56.19
1.070,10.00,15.29,0.00,56.58
1.090,10.00,15.10,0.00,55.72
1.129,10.00,15.29,0.00,56.78
1.149,10.00,15.10,0.00,55.93
1.169,10.00,15.10,0.00,56.03
1.188,10.00,15.16,0.00,56.47
1.208,10.00,15.16,0.00,56.57
1.247,10.00,15.04,0.00,56.05
1.267,10.00,15.23,0.00,57.12
1.286,10.00,15.10,0.00,56.54
1.325,10.00,15.04,0.00,56.36
1.345,10.00,14.97,0.00,56.12
1.365,10.00,15.29,0.00,57.81
1.384,10.00,15.04,0.00,56.67
1.404,10.00,14.78,0.00,55.46
1.443,10.00,15.04,0.00,56.86
1.463,10.00,14.97,0.00,56.62
1.482,10.00,14.90,0.00,56.38
1.502,10.00,14.78,0.00,55.86
1.541,10.00,14.97,0.00,56.92
1.561,10.00,15.10,0.00,57.64
1.580,10.00,14.85,0.00,56.49
1.600,10.00,14.78,0.00,56.25
1.639,10.00,15.04,0.00,57.65
1.659,10.00,14.90,0.00,57.07
1.678,10.00,14.78,0.00,56.54
1.698,10.00,15.04,0.00,57.95
1.737,10.00,14.85,0.00,57.08
1.757,10.00,14.85,0.00,57.18
1.776,10.00,15.10,0.00,58.52
1.796,10.00,14.90,0.00,57.66
1.816,10.00,14.78,0.00,57.14
1.855,10.00,14.72,0.00,56.95
1.874,10.00,14.85,0.00,57.67
1.894,10.00,14.85,0.00,57.76
1.914,10.00,14.72,0.00,57.23
1.933,10.00,14.65,0.00,56.99
1.973,10.00,14.65,0.00,57.08
1.992,10.00,14.90,0.00,58.42
2.012,10.00,14.85,0.00,58.24
2.031,10.00,14.65,0.00,57.37
2.071,10.00,14.72,0.00,57.80
2.090,10.00,14.72,0.00,57.90
2.110,10.00,14.65,0.00,57.65
2.149,10.00,14.59,0.00,57.40
2.169,10.00,14.59,0.00,57.49
2.188,10.00,14.59,0.00,57.59
2.208,10.00,14.65,0.00,58.02
2.227,10.00,14.59,0.00,57.77
2.267,10.00,14.53,0.00,57.58
2.286,10.00,14.53,0.00,57.67
2.306,10.00,14.65,0.00,58.39
2.345,10.00,14.53,0.00,57.85
2.365,10.00,14.46,0.00,57.60
2.404,10.00,14.59,0.00,58.32
2.424,10.00,14.46,0.00,57.78
2.443,10.00,14.39,0.00,57.53
2.463,10.00,14.53,0.00,58.30
2.502,10.00,14.46,0.00,58.05
2.522,10.00,14.46,0.00,58.14
2.541,10.00,14.53,0.00,58.57
2.580,10.00,14.34,0.00,57.69
2.600,10.00,14.46,0.00,58.41
2.620,10.00,14.46,0.00,58.49
2.639,10.00,14.21,0.00,57.33
2.678,10.00,14.46,0.00,58.67
2.698,10.00,14.46,0.00,58.76
2.718,10.00,14.21,0.00,57.59
2.758,10.00,14.39,0.00,58.59
2.776,10.00,14.27,0.00,58.05
2.816,10.00,14.34,0.00,58.48
2.835,10.00,14.21,0.00,57.93
2.855,10.00,14.34,0.00,58.65
2.875,10.00,14.34,0.00,58.73
2.915,10.00,14.27,0.00,58.48
2.933,10.00,14.27,0.00,58.56
2.973,10.00,14.08,0.00,57.68
2.992,10.00,14.21,0.00,58.44
3.012,10.00,14.14,0.00,58.19
3.031,10.00,14.02,0.00,57.64
3.071,10.00,14.08,0.00,58.01
3.090,10.00,14.14,0.00,58.43
3.110,10.00,14.08,0.00,58.17
3.149,10.00,14.08,0.00,58.25
3.169,10.00,14.14,0.00,58.68
