Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output
0.038,10.00,0.00,14.72,0.00
0.057,10.00,0.00,15.52,0.00
0.077,10.00,0.00,16.32,0.00
0.116,10.00,0.00,17.12,0.00
0.136,10.00,0.00,17.91,0.00
0.155,10.00,0.00,18.71,0.00
0.195,10.00,0.00,19.51,0.00
0.214,10.00,0.00,20.31,0.00
0.253,10.00,0.00,21.11,0.00
0.273,10.00,0.00,21.91,0.00
0.293,10.00,0.00,22.71,0.00
0.332,10.00,0.00,23.51,0.00
0.352,10.00,0.00,24.31,0.00
0.371,10.00,0.00,25.11,0.00
0.391,10.00,0.00,25.91,0.00
0.430,10.00,0.00,26.71,0.00
0.450,10.00,0.00,27.51,0.00
0.470,10.00,0.00,28.31,0.00
0.489,10.00,0.00,29.11,0.00
0.529,10.00,0.00,29.90,0.00
0.548,10.00,0.00,30.70,0.00
0.567,10.00,0.00,31.50,0.00
0.607,10.00,0.00,32.30,0.00
0.626,10.00,0.00,33.10,0.00
0.646,10.00,0.00,33.90,0.00
0.685,10.00,0.00,34.70,0.00
0.705,10.00,0.00,35.50,0.00
0.724,10.00,0.00,36.30,0.00
0.744,10.00,0.00,37.10,0.00
0.764,10.00,0.00,37.90,0.00
0.803,10.00,0.00,38.70,0.00
0.823,10.00,0.00,39.50,0.00
0.842,10.00,0.00,40.30,0.00
0.863,10.00,0.00,41.10,0.00
0.902,10.00,0.00,41.89,0.00
0.922,10.00,0.00,42.69,0.00
0.940,10.00,0.00,43.49,0.00
0.980,10.00,0.00,44.29,0.00
1.000,10.00,0.00,45.09,0.00
1.019,10.00,0.00,45.89,0.00
1.059,10.00,0.00,46.69,0.00
1.078,10.00,0.00,47.49,0.00
1.097,10.00,0.00,48.29,0.00
1.117,10.00,0.00,49.09,0.00
1.156,10.00,0.00,49.89,0.00
1.176,10.00,0.00,50.69,0.00
1.195,10.00,0.00,51.49,0.00
1.215,10.00,0.00,52.29,0.00
1.254,10.00,0.00,53.09,0.00
1.274,10.00,0.00,53.88,0.00
1.293,10.00,1.23,52.87,0.00
1.313,10.00,1.31,53.46,0.00
1.333,10.00,1.45,53.95,0.00
1.372,10.00,1.52,54.52,0.00
1.392,10.00,1.74,54.88,0.00
1.411,10.00,1.88,55.33,0.00
1.431,10.00,2.02,55.78,0.00
1.470,10.00,2.10,56.30,0.00
1.490,10.00,2.31,56.62,0.00
1.509,10.00,2.37,57.14,0.00
1.529,10.00,2.45,57.64,0.00
1.568,10.00,2.51,58.15,0.00
