Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output
0.027,20.00,8.42,52.76,0.00
0.046,20.00,8.42,53.68,0.00
0.066,20.00,8.42,54.61,0.00
0.086,20.00,8.48,55.44,0.00
0.105,20.00,8.48,56.37,0.00
0.145,20.00,8.48,57.29,0.00
0.164,20.00,8.55,58.10,0.00
0.184,20.00,8.61,58.93,0.00
0.204,20.00,8.68,59.73,0.00
0.243,20.00,8.75,60.53,0.00
0.262,20.00,8.81,61.34,0.00
0.282,20.00,8.75,62.32,0.00
0.302,20.00,8.81,63.14,0.00
0.341,20.00,8.81,64.03,0.00
0.361,20.00,8.89,64.82,0.00
0.380,20.00,8.89,65.71,0.00
0.400,20.00,8.96,66.49,0.00
0.439,20.00,8.96,67.37,0.00
0.460,20.00,15.60,58.47,0.00
0.479,20.00,15.60,58.83,0.00
0.519,20.00,15.48,59.36,0.00
0.538,20.00,15.55,59.62,0.00
0.578,20.00,15.55,59.98,0.00
0.596,20.00,15.48,60.43,0.00
0.635,20.00,15.55,60.69,0.00
0.655,20.00,15.48,61.15,0.00
0.675,20.00,15.48,61.51,0.00
0.694,20.00,15.41,61.97,0.00
0.734,20.00,15.48,62.24,0.00
0.755,20.00,15.41,62.70,0.00
0.773,20.00,15.48,62.97,0.00
0.812,20.00,15.41,63.43,0.00
0.833,20.00,15.41,63.80,0.00
0.851,20.00,15.36,64.24,0.00
0.871,20.00,15.36,64.62,0.00
0.910,20.00,15.48,64.81,0.00
0.930,20.00,15.48,65.17,0.00
0.949,20.00,15.55,65.43,0.00
0.969,20.00,15.55,65.78,0.00
0.990,20.00,15.55,66.14,0.00
1.028,20.00,15.55,66.50,0.00
1.048,20.00,15.67,66.67,0.00
1.067,20.00,15.74,66.92,0.00
1.087,20.00,15.86,67.08,0.00
1.126,20.00,15.86,67.41,0.00
1.146,20.00,15.86,67.74,0.00
1.165,20.00,16.05,67.79,0.00
1.185,20.00,16.05,68.11,0.00
1.225,20.00,16.17,68.24,0.00
1.244,20.00,16.17,68.55,0.00
1.264,20.00,16.17,68.85,0.00
1.303,20.00,16.24,69.06,0.00
1.322,20.00,16.55,68.90,0.00
1.342,20.00,16.61,69.09,0.00
1.362,20.00,16.67,69.27,0.00
1.401,20.00,16.67,69.53,0.00
1.421,20.00,16.92,69.44,0.00
1.440,20.00,17.05,69.49,0.00
1.460,20.00,17.11,69.64,0.00
1.479,20.00,17.29,69.60,0.00
1.519,20.00,17.48,69.54,0.00
1.538,20.00,17.55,69.64,0.00
1.558,20.00,17.79,69.48,0.00
1.578,20.00,17.86,69.56,0.00
1.617,20.00,17.91,69.65,0.00
1.636,20.00,18.04,69.63,0.00
1.656,20.00,18.16,69.61,0.00
1.676,20.00,18.35,69.48,0.00
1.715,20.00,18.35,69.61,0.00
1.735,20.00,18.53,69.47,0.00
1.754,20.00,18.59,69.51,0.00
1.774,20.00,18.65,69.53,0.00
1.813,20.00,18.77,69.46,0.00
1.833,20.00,18.84,69.46,0.00
1.852,20.00,18.96,69.38,0.00
1.872,20.00,18.84,69.64,0.00
1.911,20.00,19.08,69.38,0.00
1.931,20.00,19.14,69.36,0.00
1.951,20.00,19.21,69.33,0.00
1.970,20.00,19.38,69.14,0.00
1.990,20.00,19.44,69.09,0.00
2.030,20.00,19.38,69.23,0.00
2.049,20.00,19.51,0.00,0.00
2.068,20.00,19.63,0.00,0.00
2.088,20.00,19.75,0.00,0.00
2.127,20.00,19.75,0.00,0.00
2.148,20.00,19.86,0.00,0.00
2.167,20.00,19.93,0.00,0.00
2.206,20.00,19.93,0.00,0.00
2.226,20.00,20.05,0.00,0.00
2.245,20.00,20.11,0.00,0.00
2.265,20.00,20.17,0.00,0.00
2.304,20.00,20.23,0.00,0.00
2.324,20.00,20.35,0.00,0.00
2.344,20.00,20.35,0.00,0.00
2.363,20.00,20.53,0.00,1.06
2.402,20.00,20.65,0.00,1.33
2.422,20.00,20.65,0.00,1.35
2.441,20.00,20.71,0.00,1.47
2.462,20.00,20.82,0.00,1.72
2.481,20.00,20.82,0.00,1.73
2.521,20.00,20.95,0.00,2.01
2.540,20.00,21.00,0.00,2.13
2.559,20.00,21.13,0.00,2.41
2.598,20.00,21.07,0.00,2.30
2.618,20.00,21.13,0.00,2.45
2.639,20.00,21.07,0.00,2.35
2.658,20.00,21.13,0.00,2.50
2.697,20.00,21.36,0.00,2.99
2.716,20.00,21.48,0.00,3.25
2.736,20.00,21.43,0.00,3.17
2.755,20.00,21.48,0.00,3.31
2.796,20.00,21.48,0.00,3.34
2.814,20.00,21.36,0.00,3.13
2.835,20.00,21.61,0.00,3.65
2.854,20.00,21.66,0.00,3.79
2.894,20.00,21.48,0.00,3.46
2.912,20.00,21.61,0.00,3.75
2.932,20.00,21.54,0.00,3.65
2.953,20.00,21.48,0.00,3.55
2.991,20.00,21.48,0.00,3.58
3.011,20.00,21.54,0.00,3.74
