Time,Voltage_Out1,Voltage_Out2,Speed_KPH
0.0,1.0,0.5,0.0
0.034,1.0,0.5,0.0
0.071,1.0,0.5,0.0
0.11,1.0,0.5,0.0
0.149,1.0,0.5,0.0
0.187,1.0,0.5,0.0
0.222,1.0,0.5,0.0
0.258,1.0,0.5,0.0
0.293,1.0,0.5,0.0
0.328,1.0,0.5,0.0
0.365,1.0,0.5,0.0
0.402,1.0,0.5,0.0
0.44,1.0,0.5,0.0
0.477,1.0,0.5,0.0
0.52,1.0,0.5,0.0
0.557,1.0,0.5,0.0
0.594,1.0,0.5,0.0
0.632,1.0,0.5,0.0
0.671,1.0,0.5,0.0
0.709,1.0,0.5,0.0
0.747,1.0,0.5,0.0
0.781,1.0,0.5,0.0
0.82,1.0,0.5,0.0
0.856,1.0,0.5,0.0
0.897,1.0,0.5,0.0
0.935,1.0,0.5,0.0
0.973,1.0,0.5,0.0
1.014,1.0,0.5,0.0
1.054,1.0,0.5,0.0
1.092,1.0,0.5,0.0
1.13,1.0,0.5,0.0
1.169,1.0,0.5,0.0
1.209,1.0,0.5,0.0
1.244,1.0,0.5,0.0
1.284,1.0,0.5,0.0
1.325,1.0,0.5,0.0
1.361,1.0,0.5,0.0
1.411,1.0,0.5,0.0
1.471,1.0,0.5,0.0
1.534,1.0,0.5,0.0
1.569,1.0,0.5,0.0
1.604,1.0,0.5,0.0
1.626,1.0,0.5,0.0
1.664,1.0,0.5,0.0
1.702,1.0,0.5,0.0
1.746,1.0,0.5,0.0
1.803,1.0,0.5,0.0
1.863,1.0,0.5,0.0
1.9,1.0,0.5,0.0
1.943,1.0,0.5,0.0
1.982,1.0,0.5,0.0
2.021,1.0,0.5,0.0
2.058,1.0,0.5,0.0
2.103,1.0,0.5,0.0
2.141,1.0,0.5,0.0
2.18,1.0,0.5,0.0
2.206,1.0,0.5,0.0
2.269,1.0,0.5,0.0
2.308,1.0,0.5,0.0
2.351,1.0,0.5,0.0
2.388,1.0,0.5,0.0
2.427,1.0,0.5,0.0
2.465,1.0,0.5,0.0
2.515,1.0,0.5,0.0
2.559,1.0,0.5,0.0
2.595,1.0,0.5,0.0
2.634,1.0,0.5,0.0
2.67,1.0,0.5,0.0
2.727,1.0,0.5,0.0
2.769,1.0,0.5,0.0
2.808,1.0,0.5,0.0
2.845,1.0,0.5,0.0
2.976,1.0,0.5,0.0
3.01,1.0,0.5,0.0
3.047,1.0,0.5,0.0
3.102,1.0,0.5,0.0
3.139,1.0,0.5,0.0
3.177,1.0,0.5,0.0
3.201,1.0,0.5,0.0
3.24,1.0,0.5,0.0
3.299,1.0,0.5,0.0
3.341,1.0,0.5,0.0
3.399,1.0,0.5,0.0
3.436,1.0,0.5,0.0
3.472,1.0,0.5,0.0
3.513,1.0,0.5,0.0
3.55,1.0,0.5,0.0
3.612,1.0,0.5,0.0
3.65,1.0,0.5,0.0
3.695,1.0,0.5,0.0
3.738,1.0,0.5,0.0
3.798,1.0,0.5,0.0
3.84,1.0,0.5,0.0
3.882,1.0,0.5,0.0
3.924,1.0,0.5,0.0
3.959,1.0,0.5,0.0
4.013,1.0,0.5,0.0
4.051,1.0,0.5,0.0
4.074,1.0,0.5,0.0
4.117,1.0,0.5,0.0
4.158,1.0,0.5,0.0
4.198,1.0,0.5,0.0
4.245,1.0,0.5,0.0
4.284,1.0,0.5,0.0
4.324,1.0,0.5,0.0
4.37,1.0,0.5,0.0
4.406,1.0,0.5,0.0
4.466,1.0,0.5,0.0
4.534,1.0,0.5,0.0
4.578,1.0,0.5,0.0
4.614,1.0,0.5,0.0
4.657,1.0,0.5,0.0
4.68,1.0,0.5,0.0
4.716,1.0,0.5,0.0
4.768,1.0,0.5,0.0
4.806,1.0,0.5,0.0
4.842,1.0,0.5,0.0
4.923,1.0,0.5,0.0
4.966,1.0,0.5,0.0
5.002,1.0,0.5,0.0
5.046,1.0,0.5,0.0
5.1,1.0,0.5,0.0
5.142,1.0,0.5,0.0
5.184,1.0,0.5,0.0
5.222,1.0,0.5,0.0
5.302,1.0,0.5,0.0
5.344,1.0,0.5,0.0
5.385,1.0,0.5,0.0
5.421,1.0,0.5,0.0
5.456,1.0,0.5,0.0
5.545,1.0,0.5,0.0
5.586,1.0,0.5,0.0
5.624,1.0,0.5,0.0
5.681,1.0,0.5,0.0
