Session_Time,Test_Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output,Test_Number
37.443,2.167,10.00,6.58,0.00,100.00,2
37.464,2.187,10.00,6.71,0.00,100.00,2
37.483,2.207,10.00,6.84,0.00,0.00,2
37.504,2.227,10.00,6.92,0.00,0.00,2
37.524,2.248,10.00,7.05,0.00,100.00,2
37.544,2.267,10.00,7.12,0.00,0.00,2
37.565,2.289,10.00,7.19,0.00,0.00,2
37.585,2.308,10.00,7.26,0.00,100.00,2
37.606,2.329,10.00,7.39,0.00,0.00,2
37.626,2.349,10.00,7.53,nan,0.00,2
37.645,2.368,10.00,7.60,nan,0.00,2
37.666,2.389,10.00,7.67,0.00,0.00,2
37.686,2.409,10.00,7.73,0.00,0.00,2
37.707,2.430,10.00,7.80,100.00,0.00,2
37.726,2.449,10.00,7.88,0.00,0.00,2
37.746,2.469,10.00,7.94,0.00,100.00,2
37.766,2.490,10.00,8.01,0.00,100.00,2
37.787,2.510,10.00,8.01,0.00,0.00,2
37.807,2.530,10.00,8.07,0.00,0.00,2
37.828,2.551,10.00,8.14,100.00,0.00,2
37.847,2.570,10.00,8.14,0.00,0.00,2
37.868,2.591,10.00,8.21,0.00,0.00,2
37.888,2.612,10.00,8.21,0.00,0.00,2
37.908,2.632,10.00,8.27,0.00,100.00,2
37.929,2.652,10.00,8.35,0.00,100.00,2
37.948,2.671,10.00,8.35,0.00,100.00,2
37.969,2.692,10.00,8.35,0.00,100.00,2
37.989,2.712,10.00,8.42,0.00,100.00,2
38.009,2.732,10.00,8.48,0.00,0.00,2
38.029,2.753,10.00,8.48,0.00,0.00,2
38.049,2.773,10.00,8.55,0.00,0.00,2
38.070,2.793,10.00,8.55,0.00,0.00,2
38.090,2.813,10.00,8.55,0.00,0.00,2
38.110,2.833,10.00,8.61,0.00,0.00,2
38.130,2.853,10.00,8.68,100.00,0.00,2
38.150,2.874,10.00,8.75,100.00,0.00,2
38.170,2.893,10.00,8.68,100.00,0.00,2
38.191,2.914,10.00,8.75,100.00,0.00,2
38.210,2.934,10.00,8.89,100.00,0.00,2
38.231,2.954,10.00,8.96,0.00,0.00,2
38.252,2.975,10.00,9.02,100.00,0.00,2
38.271,2.995,10.00,9.02,0.00,0.00,2
38.291,3.015,10.00,9.09,0.00,0.00,2
38.312,3.035,10.00,9.15,0.00,100.00,2
38.332,3.056,10.00,9.15,0.00,100.00,2
38.352,3.075,10.00,9.29,0.00,100.00,2
38.373,3.096,10.00,9.35,0.00,100.00,2
38.393,3.116,10.00,9.35,0.00,100.00,2
38.413,3.137,10.00,9.42,0.00,100.00,2
38.433,3.157,10.00,9.49,0.00,0.00,2
38.453,3.177,10.00,9.55,0.00,0.00,2
38.473,3.196,10.00,9.55,0.00,0.00,2
38.494,3.217,10.00,9.63,100.00,0.00,2
38.514,3.238,10.00,9.69,100.00,0.00,2
38.534,3.258,10.00,9.63,100.00,0.00,2
38.554,3.277,10.00,9.69,100.00,0.00,2
38.575,3.298,10.00,9.89,0.00,0.00,2
38.594,3.318,10.00,10.03,100.00,0.00,2
38.615,3.338,10.00,10.09,0.00,0.00,2
38.635,3.358,10.00,10.22,100.00,0.00,2
38.656,3.379,10.00,10.29,0.00,0.00,2
38.676,3.399,10.00,10.36,0.00,100.00,2
38.696,3.420,10.00,10.49,0.00,100.00,2
38.716,3.439,10.00,10.56,0.00,0.00,2
38.736,3.460,10.00,10.75,0.00,0.00,2
38.756,3.479,10.00,10.82,100.00,0.00,2
38.776,3.499,10.00,10.82,100.00,0.00,2
38.796,3.520,10.00,10.95,100.00,0.00,2
38.816,3.540,10.00,11.02,nan,0.00,2
38.837,3.560,10.00,11.09,0.00,0.00,2
38.857,3.581,10.00,11.15,0.00,0.00,2
38.878,3.601,10.00,11.15,0.00,0.00,2
38.897,3.621,10.00,11.42,0.00,nan,2
38.918,3.641,10.00,11.48,0.00,100.00,2
38.939,3.662,10.00,11.55,0.00,100.00,2
38.958,3.681,10.00,11.68,0.00,100.00,2
38.978,3.702,10.00,11.87,0.00,0.00,2
38.998,3.722,10.00,11.94,0.00,0.00,2
39.019,3.742,10.00,12.14,25.09,0.00,2
39.039,3.762,10.00,12.20,100.00,0.00,2
39.059,3.782,10.00,12.20,100.00,0.00,2
39.080,3.803,10.00,12.33,0.00,0.00,2
39.100,3.823,10.00,12.47,0.00,100.00,2
39.120,3.843,10.00,12.66,0.00,0.00,2
39.140,3.863,10.00,12.72,0.00,0.00,2
39.160,3.883,10.00,12.72,0.00,0.00,2
39.181,3.904,10.00,12.92,0.00,100.00,2
39.201,3.924,10.00,12.99,0.00,0.00,2
39.220,3.944,10.00,13.11,0.00,0.00,2
39.241,3.964,10.00,13.24,0.00,0.00,2
39.262,3.985,10.00,13.31,0.00,0.00,2
39.281,4.005,10.00,13.37,100.00,0.00,2
39.302,4.025,10.00,13.50,100.00,0.00,2
39.321,4.045,10.00,13.63,100.00,0.00,2
39.343,4.066,10.00,13.70,100.00,0.00,2
39.362,4.085,10.00,13.76,100.00,0.00,2
39.382,4.105,10.00,13.82,0.00,0.00,2
39.403,4.127,10.00,13.82,0.00,0.00,2
39.422,4.146,10.00,13.95,0.00,0.00,2
39.443,4.166,10.00,14.02,0.00,0.00,2
39.463,4.186,10.00,14.14,0.00,0.00,2
39.483,4.206,10.00,14.53,0.00,0.00,2
39.503,4.227,10.00,14.59,0.00,0.00,2
39.524,4.247,10.00,14.65,0.00,100.00,2
39.544,4.267,10.00,14.85,0.00,100.00,2
39.564,4.287,10.00,14.78,0.00,100.00,2
39.585,4.308,10.00,14.85,0.00,100.00,2
39.604,4.328,10.00,14.97,0.00,100.00,2
39.624,4.348,10.00,14.97,0.00,0.00,2
39.645,4.368,10.00,15.16,0.00,100.00,2
39.665,4.388,10.00,15.41,0.00,0.00,2
39.685,4.409,10.00,15.55,0.00,0.00,2
39.705,4.429,10.00,15.55,0.00,0.00,2
39.726,4.450,10.00,15.67,0.00,0.00,2
39.746,4.470,10.00,15.92,0.00,0.00,2
39.766,4.489,10.00,15.92,0.00,0.00,2
39.786,4.510,10.00,15.98,0.00,0.00,2
39.806,4.530,10.00,16.24,0.00,0.00,2
39.827,4.550,10.00,16.30,0.00,0.00,2
39.847,4.570,10.00,16.42,0.00,0.00,2
39.867,4.590,10.00,16.49,0.00,0.00,2
39.887,4.611,10.00,16.55,100.00,0.00,2
39.907,4.631,10.00,16.74,0.00,0.00,2
39.928,4.651,10.00,16.80,0.00,0.00,2
39.948,4.671,10.00,16.67,100.00,0.00,2
39.968,4.691,10.00,16.80,0.00,100.00,2
39.988,4.712,10.00,16.86,100.00,0.00,2
40.009,4.732,10.00,16.92,0.00,0.00,2
40.029,4.752,10.00,17.05,0.00,0.00,2
40.049,4.772,10.00,17.11,0.00,0.00,2
40.070,4.793,10.00,16.99,100.00,0.00,2
40.089,4.813,10.00,16.74,0.00,0.00,2
40.109,4.833,10.00,16.74,0.00,0.00,2
40.130,4.853,10.00,16.92,100.00,0.00,2
40.150,4.873,10.00,16.92,100.00,0.00,2
40.170,4.893,10.00,16.74,100.00,0.00,2
40.190,4.913,10.00,16.67,100.00,0.00,2
40.210,4.933,10.00,16.74,0.00,0.00,2
40.230,4.954,10.00,16.74,0.00,0.00,2
40.252,4.975,10.00,16.61,100.00,0.00,2
40.271,4.994,10.00,16.55,0.00,0.00,2
40.291,5.014,10.00,16.55,100.00,0.00,2
40.311,5.034,10.00,16.30,100.00,0.00,2
40.331,5.055,10.00,16.42,100.00,0.00,2
40.351,5.075,10.00,16.36,0.00,0.00,2
40.372,5.095,10.00,16.36,0.00,0.00,2
40.392,5.115,10.00,16.11,0.00,0.00,2
40.412,5.135,10.00,15.92,0.00,0.00,2
40.432,5.155,10.00,15.98,100.00,0.00,2
40.452,5.175,10.00,15.92,100.00,0.00,2
40.472,5.196,10.00,15.92,100.00,0.00,2
40.493,5.216,10.00,15.98,0.00,0.00,2
40.513,5.236,10.00,16.05,0.00,0.00,2
40.533,5.256,10.00,16.30,0.00,0.00,2
40.553,5.276,10.00,16.61,0.00,0.00,2
40.573,5.297,10.00,16.99,0.00,0.00,2
40.593,5.317,10.00,16.99,0.00,100.00,2
40.613,5.337,10.00,16.61,0.00,100.00,2
40.634,5.358,10.00,16.86,0.00,0.00,2
40.654,5.377,10.00,17.05,0.00,0.00,2
40.674,5.397,10.00,17.24,0.00,0.00,2
40.694,5.418,10.00,17.29,0.00,0.00,2
40.714,5.438,10.00,17.11,100.00,0.00,2
40.734,5.458,10.00,17.05,0.00,100.00,2
40.755,5.478,10.00,17.24,100.00,0.00,2
40.775,5.498,10.00,17.55,0.00,0.00,2
40.795,5.518,10.00,17.36,100.00,0.00,2
40.815,5.538,10.00,17.05,0.00,100.00,2
40.835,5.559,10.00,17.05,100.00,0.00,2
40.855,5.579,10.00,16.99,0.00,0.00,2
40.876,5.599,10.00,16.92,100.00,0.00,2
40.896,5.619,10.00,17.36,0.00,100.00,2
40.916,5.639,10.00,17.29,0.00,100.00,2
40.936,5.660,10.00,17.11,100.00,0.00,2
40.957,5.680,10.00,17.24,0.00,0.00,2
40.977,5.700,10.00,17.05,100.00,0.00,2
40.998,5.721,10.00,17.11,0.00,0.00,2
41.017,5.740,10.00,16.67,100.00,0.00,2
41.038,5.761,10.00,16.55,100.00,0.00,2
41.058,5.781,10.00,16.55,0.00,100.00,2
41.078,5.801,10.00,16.42,100.00,0.00,2
41.098,5.821,10.00,16.24,0.00,0.00,2
41.118,5.841,10.00,16.05,0.00,100.00,2
41.138,5.862,10.00,15.86,0.00,100.00,2
41.158,5.882,10.00,15.60,0.00,100.00,2
41.179,5.902,10.00,15.48,100.00,0.00,2
41.199,5.922,10.00,15.29,0.00,0.00,2
41.219,5.943,10.00,15.10,100.00,0.00,2
41.239,5.963,10.00,14.78,0.00,0.00,2
41.259,5.982,10.00,14.53,0.00,0.00,2
41.280,6.003,10.00,14.39,0.00,0.00,2
41.299,6.023,10.00,14.21,0.00,0.00,2
41.320,6.043,10.00,14.08,0.00,100.00,2
41.340,6.063,10.00,13.82,0.00,100.00,2
41.360,6.084,10.00,13.63,0.00,100.00,2
41.380,6.104,10.00,13.50,0.00,100.00,2
41.400,6.124,10.00,13.24,0.00,0.00,2
41.421,6.144,10.00,13.04,0.00,0.00,2
41.441,6.164,10.00,12.92,0.00,0.00,2
41.461,6.184,10.00,12.72,0.00,0.00,2
41.481,6.205,10.00,12.52,100.00,0.00,2
41.501,6.225,10.00,12.33,0.00,0.00,2
41.522,6.245,10.00,12.07,0.00,0.00,2
41.542,6.265,10.00,11.80,0.00,0.00,2
41.562,6.285,10.00,11.68,0.00,100.00,2
41.582,6.305,10.00,11.55,0.00,0.00,2
41.603,6.326,10.00,11.48,0.00,0.00,2
41.623,6.346,10.00,11.28,100.00,0.00,2
41.643,6.366,10.00,11.09,100.00,0.00,2
41.663,6.386,10.00,10.89,100.00,0.00,2
41.683,6.407,10.00,10.56,0.00,0.00,2
41.703,6.427,10.00,10.42,0.00,100.00,2
41.724,6.447,10.00,10.22,0.00,100.00,2
41.744,6.467,10.00,10.09,0.00,100.00,2
41.764,6.487,10.00,9.83,100.00,0.00,2
41.784,6.507,10.00,9.69,0.00,0.00,2
41.804,6.528,10.00,9.42,0.00,0.00,2
41.824,6.548,10.00,9.22,0.00,100.00,2
41.844,6.568,10.00,9.02,0.00,0.00,2
41.865,6.588,10.00,8.81,100.00,0.00,2
41.885,6.608,10.00,8.68,100.00,0.00,2
41.906,6.629,10.00,8.55,0.00,0.00,2
41.926,6.649,10.00,8.27,0.00,100.00,2
41.945,6.669,10.00,8.21,0.00,0.00,2
41.966,6.689,10.00,8.07,100.00,0.00,2
41.986,6.709,10.00,7.88,100.00,0.00,2
42.006,6.730,10.00,7.73,0.00,0.00,2
42.026,6.750,10.00,7.53,0.00,100.00,2
42.047,6.770,10.00,7.39,0.00,0.00,2
42.067,6.790,10.00,7.26,0.00,0.00,2
42.088,6.811,10.00,7.12,0.00,100.00,2
42.107,6.831,10.00,6.98,0.00,0.00,2
42.127,6.850,10.00,6.78,0.00,0.00,2
42.148,6.872,10.00,6.58,0.00,100.00,2
42.167,6.891,10.00,6.50,nan,0.00,2
42.187,6.911,10.00,6.29,0.00,nan,2
42.208,6.931,10.00,6.09,0.00,0.00,2
42.228,6.951,10.00,6.03,0.00,100.00,2
42.248,6.971,10.00,5.95,0.00,0.00,2
42.268,6.991,10.00,5.82,0.00,100.00,2
42.288,7.012,10.00,5.74,0.00,0.00,2
42.309,7.032,10.00,5.74,0.00,0.00,2
42.329,7.052,10.00,5.74,0.00,100.00,2
42.349,7.072,10.00,5.74,0.00,0.00,2
42.369,7.092,10.00,5.68,100.00,0.00,2
42.389,7.112,10.00,5.68,100.00,0.00,2
42.410,7.133,10.00,5.88,100.00,0.00,2
42.430,7.153,10.00,6.09,100.00,0.00,2
42.450,7.173,10.00,6.16,100.00,0.00,2
42.470,7.193,10.00,5.95,100.00,0.00,2
42.490,7.213,10.00,5.74,0.00,0.00,2
42.510,7.233,10.00,5.68,100.00,0.00,2
42.530,7.254,10.00,5.68,0.00,0.00,2
42.550,7.274,10.00,5.53,0.00,100.00,2
42.571,7.294,10.00,5.53,0.00,0.00,2
42.591,7.314,10.00,5.61,0.00,0.00,2
42.611,7.334,10.00,5.61,0.00,0.00,2
42.631,7.354,10.00,5.53,0.00,0.00,2
42.651,7.374,10.00,5.53,0.00,0.00,2
42.671,7.395,10.00,5.61,0.00,100.00,2
42.692,7.415,10.00,5.53,0.00,100.00,2
42.712,7.435,10.00,5.47,0.00,0.00,2
42.732,7.455,10.00,5.40,0.00,0.00,2
42.753,7.476,10.00,5.40,0.00,100.00,2
42.772,7.496,10.00,5.26,0.00,0.00,2
42.792,7.516,10.00,5.19,0.00,0.00,2
42.813,7.536,10.00,5.19,0.00,0.00,2
42.833,7.556,10.00,5.19,0.00,0.00,2
42.854,7.577,10.00,5.13,0.00,100.00,2
42.873,7.596,10.00,5.05,0.00,0.00,2
42.894,7.617,10.00,5.05,0.00,0.00,2
42.914,7.637,10.00,5.05,0.00,0.00,2
42.934,7.657,10.00,5.05,0.00,0.00,2
42.954,7.678,10.00,5.05,0.00,0.00,2
42.974,7.697,10.00,5.05,0.00,0.00,2
42.994,7.717,10.00,5.13,0.00,0.00,2
43.014,7.737,10.00,5.13,0.00,0.00,2
43.035,7.758,10.00,5.13,0.00,0.00,2
43.055,7.778,10.00,4.92,0.00,0.00,2
43.076,7.799,10.00,4.77,0.00,0.00,2
43.096,7.819,10.00,4.77,0.00,0.00,2
43.116,7.839,10.00,4.77,0.00,0.00,2
43.135,7.859,10.00,4.92,0.00,100.00,2
43.156,7.879,10.00,4.92,0.00,0.00,2
43.176,7.899,10.00,4.92,0.00,0.00,2
43.196,7.919,10.00,4.77,0.00,0.00,2
43.216,7.939,10.00,4.77,0.00,100.00,2
43.237,7.960,10.00,4.84,0.00,100.00,2
43.256,7.980,10.00,4.84,0.00,100.00,2
43.277,8.000,10.00,4.84,0.00,0.00,2
43.298,8.021,10.00,4.84,0.00,0.00,2
43.318,8.041,10.00,4.77,100.00,0.00,2
43.337,8.060,10.00,4.84,100.00,0.00,2
43.358,8.082,10.00,4.77,100.00,0.00,2
43.378,8.101,10.00,4.63,100.00,0.00,2
43.398,8.121,10.00,4.63,0.00,0.00,2
43.418,8.141,10.00,4.57,100.00,0.00,2
43.439,8.163,10.00,4.42,0.00,0.00,2
43.459,8.182,10.00,4.42,0.00,0.00,2
43.479,8.202,10.00,4.28,0.00,0.00,2
43.499,8.222,10.00,4.21,0.00,0.00,2
43.519,8.242,10.00,4.21,0.00,100.00,2
43.539,8.263,10.00,4.14,0.00,100.00,2
43.560,8.283,10.00,4.07,0.00,0.00,2
43.580,8.303,10.00,4.01,0.00,0.00,2
43.600,8.323,10.00,4.01,0.00,0.00,2
43.621,8.344,10.00,3.93,0.00,0.00,2
43.640,8.364,10.00,3.86,0.00,0.00,2
43.662,8.385,10.00,3.80,0.00,6.79,2
43.681,8.404,10.00,3.72,0.00,6.82,2
43.702,8.425,10.00,3.65,0.00,0.00,2
43.721,8.444,10.00,3.65,100.00,0.00,2
43.742,8.465,10.00,3.58,100.00,0.00,2
43.761,8.485,10.00,3.58,0.00,0.00,2
43.782,8.505,10.00,3.58,0.00,100.00,2
43.802,8.525,10.00,3.58,0.00,100.00,2
43.822,8.545,10.00,3.58,0.00,100.00,2
43.842,8.566,10.00,3.65,0.00,100.00,2
43.862,8.586,10.00,3.72,0.00,100.00,2
43.883,8.606,10.00,4.01,0.00,100.00,2
43.903,8.626,10.00,4.14,0.00,100.00,2
43.923,8.646,10.00,4.14,0.00,100.00,2
43.943,8.667,10.00,4.21,0.00,0.00,2
43.963,8.687,10.00,4.21,0.00,6.79,2
43.984,8.707,10.00,4.28,0.00,0.00,2
44.004,8.727,10.00,4.36,0.00,0.00,2
44.024,8.747,10.00,4.42,0.00,0.00,2
44.044,8.767,10.00,4.49,0.00,0.00,2
44.065,8.788,10.00,4.57,0.00,0.00,2
44.084,8.808,10.00,4.63,0.00,100.00,2
44.106,8.829,10.00,4.70,0.00,100.00,2
44.125,8.848,10.00,4.84,0.00,0.00,2
44.145,8.868,10.00,4.92,0.00,0.00,2
44.165,8.889,10.00,5.13,0.00,0.00,2
44.185,8.909,10.00,5.26,0.00,0.00,2
44.205,8.929,10.00,5.26,100.00,0.00,2
44.226,8.949,10.00,5.40,0.00,0.00,2
44.246,8.969,10.00,5.40,0.00,0.00,2
44.266,8.990,10.00,5.53,0.00,100.00,2
44.286,9.009,10.00,5.61,0.00,100.00,2
44.306,9.030,10.00,5.61,0.00,0.00,2
44.326,9.050,10.00,5.68,0.00,0.00,2
44.347,9.070,10.00,5.74,0.00,0.00,2
44.367,9.091,10.00,5.82,0.00,100.00,2
44.387,9.110,10.00,5.88,0.00,100.00,2
44.407,9.131,10.00,5.88,0.00,0.00,2
44.428,9.151,10.00,5.88,0.00,0.00,2
44.448,9.172,10.00,5.82,0.00,0.00,2
44.468,9.191,10.00,5.95,0.00,0.00,2
44.489,9.212,10.00,6.03,0.00,0.00,2
44.508,9.232,10.00,6.03,0.00,0.00,2
44.528,9.252,10.00,5.95,0.00,0.00,2
44.548,9.272,10.00,5.95,0.00,100.00,2
44.569,9.293,10.00,5.88,0.00,0.00,2
44.589,9.312,10.00,5.82,0.00,0.00,2
44.609,9.332,10.00,5.88,0.00,100.00,2
44.630,9.353,10.00,5.88,0.00,100.00,2
44.650,9.373,10.00,5.88,0.00,0.00,2
44.670,9.393,10.00,5.88,0.00,0.00,2
44.690,9.413,10.00,5.88,0.00,0.00,2
44.711,9.434,10.00,5.88,0.00,0.00,2
44.731,9.454,10.00,5.95,0.00,0.00,2
44.750,9.474,10.00,5.95,0.00,0.00,2
44.771,9.494,10.00,5.95,0.00,0.00,2
44.791,9.514,10.00,5.88,0.00,0.00,2
44.811,9.534,10.00,5.88,0.00,100.00,2
44.832,9.555,10.00,5.82,0.00,100.00,2
44.851,9.574,10.00,5.74,0.00,100.00,2
44.872,9.595,10.00,5.74,0.00,0.00,2
44.892,9.615,10.00,5.68,0.00,0.00,2
44.912,9.635,10.00,5.61,0.00,0.00,2
44.932,9.655,10.00,5.53,100.00,0.00,2
44.952,9.676,10.00,5.47,100.00,0.00,2
44.972,9.696,10.00,5.40,100.00,0.00,2
44.992,9.716,10.00,5.32,0.00,100.00,2
45.013,9.736,10.00,5.26,0.00,0.00,2
45.033,9.756,10.00,5.26,0.00,0.00,2
45.053,9.776,10.00,5.19,0.00,0.00,2
45.074,9.797,10.00,5.13,0.00,100.00,2
45.093,9.817,10.00,5.05,0.00,100.00,2
45.114,9.837,10.00,5.05,0.00,100.00,2
45.134,9.857,10.00,5.05,0.00,0.00,2
45.155,9.878,10.00,4.98,0.00,0.00,2
45.174,9.898,10.00,4.98,0.00,0.00,2
45.194,9.918,10.00,4.92,0.00,0.00,2
45.215,9.938,10.00,4.84,0.00,0.00,2
45.235,9.958,10.00,4.77,0.00,100.00,2
45.256,9.979,10.00,4.70,0.00,100.00,2
45.276,9.999,10.00,4.57,0.00,100.00,2
