Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output
0.025,10.00,11.28,0.00,7.34
0.046,10.00,11.35,0.00,7.72
0.064,10.00,11.35,0.00,7.75
0.084,10.00,11.35,0.00,7.77
0.123,10.00,11.35,0.00,7.80
0.143,10.00,11.28,0.00,7.47
0.163,10.00,11.28,0.00,7.50
0.202,10.00,11.28,0.00,7.52
0.222,10.00,11.15,0.00,6.90
0.241,10.00,11.15,0.00,6.93
0.280,10.00,11.22,0.00,7.30
0.300,10.00,11.22,0.00,7.33
0.321,10.00,11.22,0.00,7.35
0.340,10.00,11.15,0.00,7.02
0.379,10.00,11.15,0.00,7.05
0.398,10.00,11.15,0.00,7.07
0.419,10.00,9.09,0.00,0.00
0.457,10.00,8.96,0.00,0.00
0.477,10.00,8.81,0.00,0.00
0.496,10.00,9.02,0.00,0.00
0.516,10.00,8.96,0.00,0.00
0.556,10.00,8.75,0.00,0.00
0.575,10.00,8.96,0.00,0.00
0.594,10.00,8.96,0.00,0.00
0.634,10.00,8.96,0.00,0.00
0.653,10.00,8.81,0.00,0.00
0.673,10.00,8.96,0.00,0.00
0.693,10.00,8.89,0.00,0.00
0.732,10.00,8.75,0.00,0.00
0.752,10.00,8.75,0.00,0.00
0.771,10.00,8.68,0.00,0.00
0.810,10.00,8.68,0.00,0.00
0.831,10.00,8.89,0.00,0.00
0.850,10.00,8.96,0.00,0.00
0.869,10.00,8.48,0.00,0.00
0.909,10.00,8.48,0.00,0.00
0.928,10.00,9.09,0.00,0.00
0.948,10.00,9.02,0.00,0.00
0.967,10.00,8.55,0.00,0.00
1.007,10.00,8.68,0.00,0.00
1.026,10.00,8.75,0.00,0.00
1.046,10.00,8.75,0.00,0.00
1.085,10.00,8.55,0.00,0.00
1.105,10.00,8.61,0.00,0.00
1.125,10.00,8.75,0.00,0.00
1.144,10.00,8.75,0.00,0.00
1.183,10.00,8.48,0.00,0.00
1.203,10.00,8.68,0.00,0.00
1.223,10.00,8.61,0.00,0.00
1.242,10.00,8.61,0.00,0.00
1.282,10.00,8.75,0.00,0.00
1.301,10.00,8.68,0.06,0.00
1.321,10.00,8.68,0.16,0.00
1.360,10.00,8.68,0.27,0.00
1.380,10.00,8.75,0.27,0.00
1.399,10.00,8.68,0.47,0.00
1.419,10.00,8.55,0.77,0.00
1.439,10.00,8.48,0.99,0.00
1.478,10.00,8.55,1.01,0.00
1.497,10.00,8.48,1.23,0.00
1.517,10.00,8.55,1.25,0.00
1.537,10.00,8.61,1.27,0.00
1.576,10.00,8.61,1.39,0.00
1.596,10.00,8.48,1.69,0.00
1.615,10.00,8.55,1.71,0.00
1.635,10.00,8.27,2.23,0.00
1.674,10.00,8.55,1.96,0.00
1.694,10.00,8.75,1.78,0.00
1.713,10.00,8.68,1.98,0.00
1.733,10.00,8.35,2.58,0.00
1.772,10.00,8.61,2.32,0.00
1.792,10.00,8.61,2.44,0.00
1.811,10.00,8.27,3.04,0.00
1.851,10.00,8.48,2.88,0.00
1.870,10.00,8.55,2.89,0.00
1.890,10.00,8.35,3.31,0.00
1.929,10.00,8.42,3.34,0.00
1.949,10.00,8.35,3.57,0.00
1.969,10.00,8.42,3.60,0.00
1.988,10.00,8.42,3.72,0.00
2.027,10.00,8.27,4.06,0.00
2.047,10.00,8.48,3.90,0.00
2.067,10.00,8.35,4.21,0.00
2.106,10.00,8.21,4.54,0.00
2.126,10.00,8.35,4.49,0.00
2.165,10.00,8.21,4.82,0.00
2.184,10.00,8.21,4.96,0.00
2.204,10.00,8.21,5.10,0.00
2.224,10.00,8.14,5.35,0.00
2.263,10.00,8.14,5.50,0.00
2.283,10.00,8.07,5.76,0.00
2.303,10.00,8.07,5.91,0.00
2.342,10.00,8.14,5.96,0.00
2.362,10.00,8.14,6.11,0.00
2.381,10.00,8.01,6.45,0.00
2.420,10.00,8.01,6.61,0.00
2.440,10.00,8.07,6.68,0.00
2.459,10.00,8.07,6.83,0.00
2.479,10.00,8.07,6.99,0.00
2.518,10.00,8.01,7.23,0.00
2.539,10.00,8.01,7.39,0.00
2.557,10.00,7.94,7.66,0.00
2.577,10.00,7.94,7.82,0.00
2.616,10.00,8.01,7.88,0.00
2.636,10.00,8.01,8.04,0.00
2.657,10.00,8.01,8.20,0.00
2.676,10.00,8.07,8.27,0.00
2.714,10.00,8.07,8.42,0.00
2.734,10.00,7.94,8.77,0.00
2.754,10.00,8.01,8.83,0.00
2.773,10.00,8.01,8.99,0.00
2.793,10.00,8.01,9.15,0.00
2.832,10.00,8.01,9.31,0.00
2.852,10.00,7.94,9.57,0.00
2.871,10.00,8.01,9.63,0.00
2.892,10.00,8.01,9.79,0.00
2.930,10.00,8.01,9.95,0.00
2.950,10.00,8.01,10.11,0.00
2.971,10.00,7.94,10.38,0.00
2.989,10.00,7.94,10.54,0.00
3.030,10.00,7.94,10.71,0.00
3.048,10.00,8.01,10.76,0.00
3.088,10.00,7.94,11.03,0.00
3.107,10.00,7.94,11.19,0.00
3.127,10.00,8.01,11.25,0.00
3.166,10.00,7.88,11.61,0.00
3.186,10.00,8.01,11.58,0.00
3.205,10.00,7.94,11.85,0.00
3.225,10.00,7.88,12.10,0.00
3.246,10.00,7.94,12.18,0.00
3.284,10.00,7.94,12.35,0.00
3.303,10.00,7.94,12.51,0.00
3.323,10.00,8.01,12.57,0.00
3.362,10.00,8.01,12.73,0.00
3.382,10.00,8.01,12.89,0.00
3.402,10.00,7.94,13.15,0.00
3.441,10.00,8.01,13.21,0.00
3.460,10.00,7.94,13.48,0.00
3.480,10.00,8.01,13.54,0.00
3.519,10.00,8.01,13.70,0.00
3.539,10.00,8.01,13.86,0.00
3.559,10.00,8.01,14.01,0.00
3.578,10.00,8.01,14.17,0.00
3.618,10.00,7.94,14.44,0.00
3.638,10.00,8.01,14.50,0.00
3.657,10.00,8.01,14.66,0.00
3.676,10.00,8.01,14.82,0.00
3.716,10.00,8.01,14.98,0.00
3.735,10.00,8.01,15.13,0.00
3.755,10.00,8.01,15.29,0.00
3.776,10.00,8.01,15.45,0.00
3.814,10.00,8.07,15.52,0.00
3.833,10.00,8.07,15.68,0.00
3.853,10.00,8.07,15.83,0.00
3.874,10.00,8.07,15.99,0.00
3.912,10.00,8.07,16.14,0.00
3.933,10.00,8.14,16.19,0.00
3.951,10.00,8.07,16.44,0.00
3.972,10.00,8.14,16.49,0.00
4.011,10.00,8.14,16.64,0.00
4.030,10.00,8.14,16.79,0.00
4.049,10.00,8.14,16.94,0.00
4.089,10.00,8.14,17.09,0.00
4.108,10.00,8.14,17.23,0.00
4.128,10.00,8.21,17.28,0.00
4.168,10.00,8.14,17.53,0.00
4.187,10.00,8.21,17.57,0.00
4.206,10.00,8.21,17.71,0.00
4.246,10.00,8.27,17.76,0.00
4.265,10.00,8.27,17.90,0.00
4.285,10.00,8.27,18.04,0.00
4.305,10.00,8.35,18.07,0.00
4.324,10.00,8.27,18.31,0.00
4.363,10.00,8.27,18.45,0.00
4.383,10.00,8.35,18.48,0.00
4.403,10.00,8.35,18.61,0.00
4.423,10.00,8.35,18.74,0.00
4.462,10.00,8.42,18.77,0.00
4.481,10.00,8.35,19.00,0.00
4.520,10.00,8.35,19.14,0.00
4.540,10.00,8.35,19.27,0.00
4.560,10.00,8.42,19.29,0.00
4.579,10.00,8.42,19.42,0.00
4.600,10.00,8.48,19.46,0.00
4.638,10.00,8.42,19.67,0.00
