Timestamp,Voltage_Out2,Voltage_Out1,Speed_KPH
2024-12-07 14:47:05.006,0.5,1.0,0
2024-12-07 14:47:05.045,0.5,1.0,0
2024-12-07 14:47:05.082,0.5,1.0,0
2024-12-07 14:47:05.122,0.5,1.0,0
2024-12-07 14:47:05.160,0.5,1.0,0
2024-12-07 14:47:05.198,0.5,1.0,0
2024-12-07 14:47:05.239,0.5,1.0,0
2024-12-07 14:47:05.280,0.5,1.0,0
2024-12-07 14:47:05.317,0.5,1.0,0
2024-12-07 14:47:05.355,0.5,1.0,0
2024-12-07 14:47:05.391,0.5,1.0,0
2024-12-07 14:47:05.433,0.5,1.0,0
2024-12-07 14:47:05.470,0.5,1.0,0
2024-12-07 14:47:05.507,0.5,1.0,0
2024-12-07 14:47:05.542,0.5,1.0,0
2024-12-07 14:47:05.578,0.5,1.0,0
2024-12-07 14:47:05.616,0.5,1.0,0
2024-12-07 14:47:05.654,0.5,1.0,0
2024-12-07 14:47:05.690,0.5,1.0,0
2024-12-07 14:47:05.726,0.5,1.0,0
2024-12-07 14:47:05.761,0.5,1.0,0
2024-12-07 14:47:05.801,0.5,1.0,0
2024-12-07 14:47:05.838,0.5,1.0,0
2024-12-07 14:47:05.873,0.5,1.0,0
2024-12-07 14:47:05.909,0.5,1.0,0
2024-12-07 14:47:05.945,0.5,1.0,0
2024-12-07 14:47:05.985,0.5,1.0,0
2024-12-07 14:47:06.021,0.5,1.0,0
2024-12-07 14:47:06.057,0.5,1.0,0
2024-12-07 14:47:06.092,0.5,1.0,0
2024-12-07 14:47:06.126,0.5,1.0,0
2024-12-07 14:47:06.166,0.5,1.0,0
2024-12-07 14:47:06.205,0.5,1.0,0
2024-12-07 14:47:06.243,0.5,1.0,0
2024-12-07 14:47:06.281,0.5,1.0,0
2024-12-07 14:47:06.318,0.5,1.0,0
2024-12-07 14:47:06.355,0.5,1.0,0
2024-12-07 14:47:06.395,0.5,1.0,0
2024-12-07 14:47:06.416,0.5,1.0,0
2024-12-07 14:47:06.453,0.5,1.0,0
2024-12-07 14:47:06.479,0.5,1.0,0
2024-12-07 14:47:06.524,0.5,1.0,0
2024-12-07 14:47:06.562,0.5,1.0,0
2024-12-07 14:47:06.601,0.5,1.0,0
2024-12-07 14:47:06.647,0.5,1.0,0
2024-12-07 14:47:06.688,0.5,1.0,0
2024-12-07 14:47:06.732,0.5,1.0,0
2024-12-07 14:47:06.774,0.5,1.0,0
2024-12-07 14:47:06.815,0.5,1.0,0
2024-12-07 14:47:06.859,0.5,1.0,0
2024-12-07 14:47:06.896,0.5,1.0,0
2024-12-07 14:47:06.918,0.5,1.0,0
2024-12-07 14:47:06.951,0.5,1.0,0
2024-12-07 14:47:06.973,0.5,1.0,0
2024-12-07 14:47:07.011,0.5,1.0,0
2024-12-07 14:47:07.046,0.5,1.0,0
2024-12-07 14:47:07.087,0.5,1.0,0
2024-12-07 14:47:07.126,0.5,1.0,0
2024-12-07 14:47:07.161,0.5,1.0,0
2024-12-07 14:47:07.198,0.5,1.0,0
2024-12-07 14:47:07.221,0.5,1.0,0
2024-12-07 14:47:07.258,0.5,1.0,0
2024-12-07 14:47:07.298,0.5,1.0,0
2024-12-07 14:47:07.335,0.5,1.0,0
2024-12-07 14:47:07.375,0.5,1.0,0
2024-12-07 14:47:07.416,0.5,1.0,0
2024-12-07 14:47:07.459,0.5,1.0,0
2024-12-07 14:47:07.498,0.5,1.0,0
2024-12-07 14:47:07.537,0.5,1.0,0
2024-12-07 14:47:07.578,0.5,1.0,0
2024-12-07 14:47:07.617,0.5,1.0,0
2024-12-07 14:47:07.660,0.5,1.0,0
2024-12-07 14:47:07.705,0.5,1.0,0
2024-12-07 14:47:07.751,0.5,1.0,0
2024-12-07 14:47:07.793,0.5,1.0,0
2024-12-07 14:47:07.814,0.5,1.0,0
2024-12-07 14:47:07.851,0.5,1.0,0
2024-12-07 14:47:07.877,0.5,1.0,0
2024-12-07 14:47:07.917,0.5,1.0,0
2024-12-07 14:47:07.955,0.5,1.0,0
2024-12-07 14:47:07.996,0.5,1.0,0
2024-12-07 14:47:08.040,0.5,1.0,0
2024-12-07 14:47:08.074,0.5,1.0,0
2024-12-07 14:47:08.113,0.5,1.0,0
2024-12-07 14:47:08.154,0.5,1.0,0
2024-12-07 14:47:08.194,0.5,1.0,0
2024-12-07 14:47:08.234,0.5,1.0,0
2024-12-07 14:47:08.276,0.5,1.0,0
2024-12-07 14:47:08.314,0.5,1.0,0
2024-12-07 14:47:08.336,0.5,1.0,0
2024-12-07 14:47:08.372,0.5,1.0,0
2024-12-07 14:47:08.410,0.5,1.0,0
