Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output
0.033,20.00,13.63,100.00,0.00
0.053,20.00,13.63,100.00,0.00
0.073,20.00,13.63,100.00,0.00
0.112,20.00,13.63,100.00,0.00
0.131,20.00,13.56,100.00,0.00
0.151,20.00,13.50,100.00,0.00
0.190,20.00,13.63,100.00,0.00
0.210,20.00,13.63,100.00,0.00
0.229,20.00,13.43,100.00,0.00
0.249,20.00,13.37,100.00,0.00
0.288,20.00,13.43,100.00,0.00
0.308,20.00,13.50,100.00,0.00
0.328,20.00,13.56,100.00,0.00
0.347,20.00,13.63,100.00,0.00
0.387,20.00,13.37,100.00,0.00
0.406,20.00,13.31,100.00,0.00
0.427,20.00,13.37,100.00,0.00
0.465,20.00,20.11,0.00,0.00
0.484,20.00,19.86,0.00,0.00
0.504,20.00,20.05,0.00,0.00
0.525,20.00,19.99,0.00,0.00
0.563,20.00,20.17,0.00,0.00
0.583,20.00,19.99,0.00,0.00
0.602,20.00,20.17,0.00,0.00
0.622,20.00,20.11,0.00,0.00
0.661,20.00,20.35,0.00,0.00
0.681,20.00,20.23,0.00,0.00
0.700,20.00,20.29,0.00,0.00
0.720,20.00,20.29,0.00,0.00
0.739,20.00,20.41,0.00,0.00
0.779,20.00,20.47,0.00,0.00
0.798,20.00,20.53,0.00,2.64
0.818,20.00,20.59,0.00,2.97
0.838,20.00,20.65,0.00,3.31
0.877,20.00,20.59,0.00,3.00
0.896,20.00,20.59,0.00,3.01
0.916,20.00,20.65,0.00,3.34
0.936,20.00,20.71,0.00,3.62
0.975,20.00,20.65,0.00,3.37
0.995,20.00,20.71,0.00,3.65
1.014,20.00,20.89,0.00,4.57
1.053,20.00,21.00,0.00,5.18
1.073,20.00,20.89,0.00,4.61
1.093,20.00,20.89,0.00,4.63
1.112,20.00,20.82,0.00,4.33
1.132,20.00,20.77,0.00,4.08
1.171,20.00,20.89,0.00,4.68
1.191,20.00,20.77,0.00,4.11
1.210,20.00,20.71,0.00,3.80
