Time,Voltage_Out1,Voltage_Out2,Speed_KPH
0.0,1.0,0.5,0.0
0.039,1.0,0.5,0.0
0.076,1.0,0.5,0.0
0.116,1.0,0.5,0.0
0.154,1.0,0.5,0.0
0.192,1.0,0.5,0.0
0.233,1.0,0.5,0.0
0.274,1.0,0.5,0.0
0.311,1.0,0.5,0.0
0.349,1.0,0.5,0.0
0.385,1.0,0.5,0.0
0.427,1.0,0.5,0.0
0.464,1.0,0.5,0.0
0.501,1.0,0.5,0.0
0.536,1.0,0.5,0.0
0.572,1.0,0.5,0.0
0.61,1.0,0.5,0.0
0.648,1.0,0.5,0.0
0.684,1.0,0.5,0.0
0.72,1.0,0.5,0.0
0.755,1.0,0.5,0.0
0.795,1.0,0.5,0.0
0.832,1.0,0.5,0.0
0.867,1.0,0.5,0.0
0.903,1.0,0.5,0.0
0.939,1.0,0.5,0.0
0.979,1.0,0.5,0.0
1.015,1.0,0.5,0.0
1.051,1.0,0.5,0.0
1.086,1.0,0.5,0.0
1.12,1.0,0.5,0.0
1.16,1.0,0.5,0.0
1.199,1.0,0.5,0.0
1.237,1.0,0.5,0.0
1.275,1.0,0.5,0.0
1.312,1.0,0.5,0.0
1.349,1.0,0.5,0.0
1.389,1.0,0.5,0.0
1.41,1.0,0.5,0.0
1.447,1.0,0.5,0.0
1.473,1.0,0.5,0.0
1.518,1.0,0.5,0.0
1.556,1.0,0.5,0.0
1.595,1.0,0.5,0.0
1.641,1.0,0.5,0.0
1.682,1.0,0.5,0.0
1.726,1.0,0.5,0.0
1.768,1.0,0.5,0.0
1.809,1.0,0.5,0.0
1.853,1.0,0.5,0.0
1.89,1.0,0.5,0.0
1.912,1.0,0.5,0.0
1.945,1.0,0.5,0.0
1.967,1.0,0.5,0.0
2.005,1.0,0.5,0.0
2.04,1.0,0.5,0.0
2.081,1.0,0.5,0.0
2.12,1.0,0.5,0.0
2.155,1.0,0.5,0.0
2.192,1.0,0.5,0.0
2.215,1.0,0.5,0.0
2.252,1.0,0.5,0.0
2.292,1.0,0.5,0.0
2.329,1.0,0.5,0.0
2.369,1.0,0.5,0.0
2.41,1.0,0.5,0.0
2.453,1.0,0.5,0.0
2.492,1.0,0.5,0.0
2.531,1.0,0.5,0.0
2.572,1.0,0.5,0.0
2.611,1.0,0.5,0.0
2.654,1.0,0.5,0.0
2.699,1.0,0.5,0.0
2.745,1.0,0.5,0.0
2.787,1.0,0.5,0.0
2.808,1.0,0.5,0.0
2.845,1.0,0.5,0.0
2.871,1.0,0.5,0.0
2.911,1.0,0.5,0.0
2.949,1.0,0.5,0.0
2.99,1.0,0.5,0.0
3.034,1.0,0.5,0.0
3.068,1.0,0.5,0.0
3.107,1.0,0.5,0.0
3.148,1.0,0.5,0.0
3.188,1.0,0.5,0.0
3.228,1.0,0.5,0.0
3.27,1.0,0.5,0.0
3.308,1.0,0.5,0.0
3.33,1.0,0.5,0.0
3.366,1.0,0.5,0.0
3.404,1.0,0.5,0.0
3.438,1.0,0.5,0.0
3.48,1.0,0.5,0.0
3.517,1.0,0.5,0.0
3.555,1.0,0.5,0.0
3.593,1.0,0.5,0.0
3.634,1.0,0.5,0.0
3.674,1.0,0.5,0.0
3.714,1.0,0.5,0.0
3.753,1.0,0.5,0.0
3.792,1.0,0.5,0.0
3.832,1.0,0.5,0.0
3.868,1.0,0.5,0.0
3.906,1.0,0.5,0.0
3.942,1.0,0.5,0.0
3.981,1.0,0.5,0.0
4.023,1.0,0.5,0.0
4.06,1.0,0.5,0.0
4.101,1.0,0.5,0.0
4.123,1.0,0.5,0.0
4.161,1.0,0.5,0.0
4.184,1.0,0.5,0.0
4.218,1.0,0.5,0.0
4.242,1.0,0.5,0.0
4.278,1.0,0.5,0.0
4.3,1.0,0.5,0.0
4.337,1.0,0.5,0.0
4.36,1.0,0.5,0.0
4.399,1.0,0.5,0.0
4.436,1.0,0.5,0.0
4.459,1.0,0.5,0.0
4.501,1.0,0.5,0.0
4.539,1.0,0.5,0.0
4.581,1.0,0.5,0.0
4.622,1.0,0.5,0.0
4.662,1.0,0.5,0.0
4.707,1.0,0.5,0.0
4.747,1.0,0.5,0.0
4.786,1.0,0.5,0.0
4.828,1.0,0.5,0.0
4.873,1.0,0.5,0.0
4.913,1.0,0.5,0.0
4.955,1.0,0.5,0.0
4.978,1.0,0.5,0.0
5.018,1.0,0.5,0.0
5.06,1.0,0.5,0.0
5.081,1.0,0.5,0.0
5.123,1.0,0.5,0.0
5.168,1.0,0.5,0.0
5.209,1.0,0.5,0.0
5.256,1.0,0.5,0.0
5.295,1.0,0.5,0.0
5.334,1.0,0.5,0.0
5.37,1.0,0.5,0.0
5.408,1.0,0.5,0.0
5.447,1.0,0.5,0.0
5.487,1.0,0.5,0.0
5.525,1.0,0.5,0.0
5.546,1.0,0.5,0.0
5.585,1.0,0.5,0.0
5.622,1.0,0.5,0.0
5.642,1.0,0.5,0.0
5.683,1.0,0.5,0.0
5.719,1.0,0.5,0.0
5.759,1.0,0.5,0.0
5.795,1.0,0.5,0.0
5.831,1.0,0.5,0.0
5.869,1.0,0.5,0.0
5.906,1.0,0.5,0.0
5.929,1.0,0.5,0.0
5.969,1.0,0.5,0.0
5.993,1.0,0.5,0.0
6.029,1.0,0.5,0.0
6.053,1.0,0.5,0.0
6.091,1.0,0.5,0.0
6.131,1.0,0.5,0.0
6.174,1.0,0.5,0.0
6.215,1.0,0.5,0.0
6.252,1.0,0.5,0.0
6.296,1.0,0.5,0.0
6.335,1.0,0.5,0.0
6.375,1.0,0.5,0.0
6.413,1.0,0.5,0.0
6.452,1.0,0.5,0.0
6.495,1.0,0.5,0.0
6.536,1.0,0.5,0.0
6.573,1.0,0.5,0.0
6.61,1.0,0.5,0.0
6.651,1.0,0.5,0.0
6.69,1.0,0.5,0.0
6.717,1.0,0.5,0.0
6.758,1.0,0.5,0.0
6.796,1.0,0.5,0.0
6.819,1.0,0.5,0.0
6.861,1.0,0.5,0.0
6.899,1.0,0.5,0.0
6.921,1.0,0.5,0.0
6.956,1.0,0.5,0.0
6.981,1.0,0.5,0.0
7.02,1.0,0.5,0.0
7.04,1.0,0.5,0.0
7.076,1.0,0.5,0.0
7.099,1.0,0.5,0.0
7.144,1.0,0.5,0.0
7.182,1.0,0.5,0.0
7.206,1.0,0.5,0.0
7.242,1.0,0.5,0.0
7.264,1.0,0.5,0.0
7.304,1.0,0.5,0.0
7.324,1.0,0.5,0.0
7.364,1.0,0.5,0.0
7.386,1.0,0.5,0.0
7.43,1.0,0.5,0.0
7.469,1.0,0.5,0.0
7.512,1.0,0.5,0.0
7.533,1.0,0.5,0.0
7.571,1.0,0.5,0.0
7.607,1.0,0.5,0.0
7.628,1.0,0.5,0.0
7.664,1.0,0.5,0.0
7.707,1.0,0.5,0.0
7.75,1.0,0.5,0.0
7.773,1.0,0.5,0.0
7.815,1.0,0.5,0.0
7.854,1.0,0.5,0.0
7.877,1.0,0.5,0.0
7.9,1.0,0.5,0.0
7.937,1.0,0.5,0.0
7.974,1.0,0.5,0.0
8.014,1.0,0.5,0.0
8.058,1.0,0.5,0.0
8.094,1.0,0.5,0.0
8.132,1.0,0.5,0.0
8.167,1.0,0.5,0.0
8.204,1.0,0.5,0.0
8.241,1.0,0.5,0.0
8.282,1.0,0.5,0.0
8.328,1.0,0.5,0.0
8.367,1.0,0.5,0.0
8.406,1.0,0.5,0.0
8.441,1.0,0.5,0.0
8.479,1.0,0.5,0.0
8.517,1.0,0.5,0.0
8.54,1.0,0.5,0.0
8.561,1.0,0.5,0.0
8.597,1.0,0.5,0.0
8.619,1.0,0.5,0.0
8.657,1.0,0.5,0.0
8.695,1.0,0.5,0.0
8.73,1.0,0.5,0.0
8.77,1.0,0.5,0.0
8.794,1.0,0.5,0.0
8.833,1.0,0.5,0.0
8.875,1.0,0.5,0.0
8.915,1.0,0.5,0.0
8.957,1.0,0.5,0.0
8.996,1.0,0.5,0.0
9.031,1.0,0.5,0.0
9.066,1.0,0.5,0.0
9.107,1.0,0.5,0.0
9.153,1.0,0.5,0.0
9.192,1.0,0.5,0.0
9.215,1.0,0.5,0.0
9.252,1.0,0.5,0.0
9.291,1.0,0.5,0.0
9.315,1.0,0.5,0.0
9.352,1.0,0.5,0.0
9.376,1.0,0.5,0.0
9.417,1.0,0.5,0.0
9.458,1.0,0.5,0.0
9.498,1.0,0.5,0.0
9.522,1.0,0.5,0.0
9.557,1.0,0.5,0.0
9.579,1.0,0.5,0.0
9.618,1.0,0.5,0.0
9.654,1.0,0.5,0.0
9.677,1.0,0.5,0.0
9.716,1.0,0.5,0.0
9.739,1.0,0.5,0.0
9.782,1.0,0.5,0.0
9.823,1.0,0.5,0.0
9.86,1.0,0.5,0.0
9.898,1.0,0.5,0.0
9.937,1.0,0.5,0.0
9.96,1.0,0.5,0.0
9.998,1.0,0.5,0.0
10.023,1.0,0.5,0.0
10.063,1.0,0.5,0.0
10.101,1.0,0.5,0.0
10.122,1.0,0.5,0.0
10.159,1.0,0.5,0.0
10.198,1.0,0.5,0.0
10.236,1.0,0.5,0.0
10.278,1.0,0.5,0.0
10.32,1.0,0.5,0.0
10.36,1.0,0.5,0.0
10.382,1.0,0.5,0.0
10.422,1.0,0.5,0.0
10.443,1.0,0.5,0.0
10.465,1.0,0.5,0.0
10.502,1.0,0.5,0.0
10.542,1.0,0.5,0.0
10.583,1.0,0.5,0.0
10.626,1.0,0.5,0.0
10.666,1.0,0.5,0.0
10.687,1.0,0.5,0.0
10.725,1.0,0.5,0.0
10.766,1.0,0.5,0.0
10.808,1.0,0.5,0.0
10.851,1.0,0.5,0.0
10.888,1.0,0.5,0.0
10.931,1.0,0.5,0.0
10.954,1.0,0.5,0.0
10.989,1.0,0.5,0.0
11.013,1.0,0.5,0.0
11.05,1.0,0.5,0.0
11.088,1.0,0.5,0.0
11.125,1.0,0.5,0.0
11.166,1.0,0.5,0.0
11.208,1.0,0.5,0.0
11.248,1.0,0.5,0.0
11.287,1.0,0.5,0.0
11.324,1.0,0.5,0.0
11.361,1.0,0.5,0.0
11.398,1.0,0.5,0.0
11.437,1.0,0.5,0.0
11.476,1.0,0.5,0.0
11.518,1.0,0.5,0.0
11.562,1.0,0.5,0.0
11.599,1.0,0.5,0.0
11.639,1.0,0.5,0.0
11.677,1.0,0.5,0.0
11.72,1.0,0.5,0.0
11.758,1.0,0.5,0.0
11.794,1.0,0.5,0.0
11.828,1.0,0.5,0.0
11.866,1.0,0.5,0.0
11.906,1.0,0.5,0.0
11.949,1.0,0.5,0.0
11.99,1.0,0.5,0.0
12.032,1.0,0.5,0.0
12.055,1.0,0.5,0.0
12.092,1.0,0.5,0.0
12.114,1.0,0.5,0.0
12.15,1.0,0.5,0.0
12.186,1.0,0.5,0.0
12.222,1.0,0.5,0.0
12.266,1.0,0.5,0.0
12.304,1.0,0.5,0.0
12.329,1.0,0.5,0.0
12.366,1.0,0.5,0.0
12.407,1.0,0.5,0.0
12.445,1.0,0.5,0.0
12.47,1.0,0.5,0.0
12.51,1.0,0.5,0.0
12.553,1.0,0.5,0.0
12.593,1.0,0.5,0.0
12.633,1.0,0.5,0.0
12.671,1.0,0.5,0.0
12.712,1.0,0.5,0.0
12.751,1.0,0.5,0.0
12.798,1.0,0.5,0.0
12.841,1.0,0.5,0.0
12.879,1.0,0.5,0.0
12.915,1.0,0.5,0.0
12.961,1.0,0.5,0.0
12.998,1.0,0.5,0.0
13.04,1.0,0.5,0.0
13.083,1.0,0.5,0.0
13.121,1.0,0.5,0.0
13.162,1.0,0.5,0.0
13.185,1.0,0.5,0.0
13.224,1.0,0.5,0.0
13.249,1.0,0.5,0.0
13.287,1.0,0.5,0.0
13.323,1.0,0.5,0.0
13.347,1.0,0.5,0.0
13.391,1.0,0.5,0.0
13.433,1.0,0.5,0.0
13.47,1.0,0.5,0.0
13.507,1.0,0.5,0.0
13.545,1.0,0.5,0.0
13.586,1.0,0.5,0.0
13.625,1.0,0.5,0.0
13.667,1.0,0.5,0.0
13.706,1.0,0.5,0.0
13.746,1.0,0.5,0.0
13.784,1.0,0.5,0.0
13.823,1.0,0.5,0.0
13.865,1.0,0.5,0.0
13.904,1.0,0.5,0.0
13.943,1.0,0.5,0.0
13.981,1.0,0.5,0.0
14.016,1.0,0.5,0.0
14.052,1.0,0.5,0.0
14.092,1.0,0.5,0.0
14.129,1.0,0.5,0.0
14.169,1.0,0.5,0.0
14.213,1.0,0.5,0.0
14.249,1.0,0.5,0.0
14.289,1.0,0.5,0.0
14.329,1.0,0.5,0.0
14.368,1.0,0.5,0.0
14.41,1.0,0.5,0.0
14.453,1.0,0.5,0.0
14.488,1.0,0.5,0.0
14.525,1.0,0.5,0.0
14.564,1.0,0.5,0.0
14.607,1.0,0.5,0.0
14.629,1.0,0.5,0.0
14.671,1.0,0.5,0.0
14.708,1.0,0.5,0.0
14.732,1.0,0.5,0.0
14.774,1.0,0.5,0.0
14.819,1.0,0.5,0.0
14.86,1.0,0.5,0.0
14.899,1.0,0.5,0.0
14.943,1.0,0.5,0.0
14.982,1.0,0.5,0.0
15.024,1.0,0.5,0.0
15.066,1.0,0.5,0.0
15.102,1.0,0.5,0.0
15.144,1.0,0.5,0.0
15.188,1.0,0.5,0.0
15.232,1.0,0.5,0.0
15.273,1.0,0.5,0.0
15.317,1.0,0.5,0.0
15.358,1.0,0.5,0.0
15.396,1.0,0.5,0.0
15.434,1.0,0.5,0.0
15.474,1.0,0.5,0.0
15.516,1.0,0.5,0.0
15.556,1.0,0.5,0.0
15.595,1.0,0.5,0.0
15.635,1.0,0.5,0.0
15.672,1.0,0.5,0.0
15.71,1.0,0.5,0.0
15.751,1.0,0.5,0.0
15.813,1.0,0.5,0.0
15.854,1.0,0.5,0.0
15.891,1.0,0.5,0.0
15.928,1.0,0.5,0.0
15.948,1.0,0.5,0.0
15.985,1.0,0.5,0.0
16.029,1.0,0.5,0.0
16.052,1.0,0.5,0.0
16.088,1.0,0.5,0.0
16.126,1.0,0.5,0.0
16.161,1.0,0.5,0.0
16.195,1.0,0.5,0.0
16.219,1.0,0.5,0.0
16.257,1.0,0.5,0.0
16.284,1.0,0.5,0.0
16.322,1.0,0.5,0.0
16.362,1.0,0.5,0.0
16.408,1.0,0.5,0.0
16.449,1.0,0.5,0.0
16.486,1.0,0.5,0.0
16.531,1.0,0.5,0.0
16.569,1.0,0.5,0.0
16.608,1.0,0.5,0.0
16.645,1.0,0.5,0.0
16.682,1.0,0.5,0.0
16.72,1.0,0.5,0.0
16.761,1.0,0.5,0.0
16.801,1.0,0.5,0.0
16.845,1.0,0.5,0.0
16.868,1.0,0.5,0.0
16.903,1.0,0.5,0.0
16.925,1.0,0.5,0.0
16.96,1.0,0.5,0.0
17.001,1.0,0.5,0.0
17.039,1.0,0.5,0.0
17.078,1.0,0.5,0.0
17.118,1.0,0.5,0.0
17.159,1.0,0.5,0.0
17.198,1.0,0.5,0.0
17.238,1.0,0.5,0.0
17.282,1.0,0.5,0.0
17.323,1.0,0.5,0.0
17.365,1.0,0.5,0.0
17.406,1.0,0.5,0.0
17.452,1.0,0.5,0.0
17.496,1.0,0.5,0.0
17.536,1.0,0.5,0.0
17.577,1.0,0.5,0.0
17.617,1.0,0.5,0.0
17.656,1.0,0.5,0.0
17.694,1.0,0.5,0.0
17.735,1.0,0.5,0.0
17.771,1.0,0.5,0.0
17.81,1.0,0.5,0.0
17.848,1.0,0.5,0.0
17.869,1.0,0.5,0.0
17.907,1.0,0.5,0.0
17.949,1.0,0.5,0.0
17.989,1.0,0.5,0.0
18.037,1.0,0.5,0.0
18.078,1.0,0.5,0.0
18.117,1.0,0.5,0.0
18.155,1.0,0.5,0.0
18.195,1.0,0.5,0.0
18.23,1.0,0.5,0.0
18.256,1.0,0.5,0.0
18.296,1.0,0.5,0.0
18.335,1.0,0.5,0.0
18.356,1.0,0.5,0.0
18.395,1.0,0.5,0.0
18.435,1.0,0.5,0.0
18.456,1.0,0.5,0.0
18.499,1.0,0.5,0.0
18.538,1.0,0.5,0.0
18.578,1.0,0.5,0.0
18.617,1.0,0.5,0.0
18.656,1.0,0.5,0.0
18.696,1.0,0.5,0.0
18.732,1.0,0.5,0.0
18.768,1.0,0.5,0.0
18.805,1.0,0.5,0.0
18.826,1.0,0.5,0.0
18.867,1.0,0.5,0.0
18.902,1.0,0.5,0.0
18.923,1.0,0.5,0.0
18.966,1.0,0.5,0.0
19.001,1.0,0.5,0.0
19.026,1.0,0.5,0.0
19.066,1.0,0.5,0.0
19.101,1.0,0.5,0.0
19.123,1.0,0.5,0.0
19.177,1.0,0.5,0.0
19.218,1.0,0.5,0.0
19.255,1.0,0.5,0.0
19.299,1.0,0.5,0.0
19.335,1.0,0.5,0.0
19.358,1.0,0.5,0.0
19.391,1.0,0.5,0.0
19.414,1.0,0.5,0.0
19.459,1.0,0.5,0.0
19.499,1.0,0.5,0.0
19.536,1.0,0.5,0.0
19.574,1.0,0.5,0.0
19.614,1.0,0.5,0.0
19.658,1.0,0.5,0.0
19.697,1.0,0.5,0.0
19.734,1.0,0.5,0.0
19.778,1.0,0.5,0.0
19.817,1.0,0.5,0.0
19.863,1.0,0.5,0.0
19.9,1.0,0.5,0.0
19.924,1.0,0.5,0.0
19.958,1.0,0.5,0.0
19.999,1.0,0.5,0.0
20.022,1.0,0.5,0.0
20.064,1.0,0.5,0.0
20.096,1.0,0.5,0.0
20.134,1.0,0.5,0.0
20.175,1.0,0.5,0.0
20.2,1.0,0.5,0.0
20.233,1.0,0.5,0.0
20.254,1.0,0.5,0.0
20.299,1.0,0.5,0.0
20.334,1.0,0.5,0.0
20.375,1.0,0.5,0.0
20.399,1.0,0.5,0.0
20.443,1.0,0.5,0.0
20.465,1.0,0.5,0.0
20.502,1.0,0.5,0.0
20.544,1.0,0.5,0.0
20.564,1.0,0.5,0.0
20.598,1.0,0.5,0.0
20.639,1.0,0.5,0.0
20.681,1.0,0.5,0.0
20.722,1.0,0.5,0.0
20.761,1.0,0.5,0.0
20.799,1.0,0.5,0.0
20.823,1.0,0.5,0.0
20.857,1.0,0.5,0.0
20.879,1.0,0.5,0.0
20.919,1.0,0.5,0.0
20.941,1.0,0.5,0.0
20.982,1.0,0.5,0.0
21.017,1.0,0.5,0.0
21.057,1.0,0.5,0.0
21.078,1.0,0.5,0.0
21.113,1.0,0.5,0.0
21.135,1.0,0.5,0.0
21.17,1.0,0.5,0.0
21.205,1.0,0.5,0.0
21.243,1.0,0.5,0.0
21.285,1.0,0.5,0.0
21.309,1.0,0.5,0.0
21.343,1.0,0.5,0.0
21.384,1.0,0.5,0.0
21.422,1.0,0.5,0.0
21.458,1.0,0.5,0.0
21.498,1.0,0.5,0.0
21.543,1.0,0.5,0.0
21.568,1.0,0.5,0.0
21.601,1.0,0.5,0.0
21.64,1.0,0.5,0.0
21.683,1.0,0.5,0.0
21.722,1.0,0.5,0.0
21.746,1.0,0.5,0.0
21.766,1.0,0.5,0.0
21.805,1.0,0.5,0.0
21.825,1.0,0.5,0.0
21.865,1.0,0.5,0.0
21.906,1.0,0.5,0.0
21.942,1.0,0.5,0.0
21.983,1.0,0.5,0.0
22.024,1.0,0.5,0.0
22.066,1.0,0.5,0.0
22.104,1.0,0.5,0.0
22.128,1.0,0.5,0.0
22.163,1.0,0.5,0.0
22.206,1.0,0.5,0.0
22.246,1.0,0.5,0.0
22.286,1.0,0.5,0.0
22.327,1.0,0.5,0.0
22.366,1.0,0.5,0.0
22.409,1.0,0.5,0.0
22.451,1.0,0.5,0.0
22.491,1.0,0.5,0.0
22.529,1.0,0.5,0.0
22.571,1.0,0.5,0.0
22.614,1.0,0.5,0.0
22.652,1.0,0.5,0.0
22.696,1.0,0.5,0.0
22.739,1.0,0.5,0.0
22.777,1.0,0.5,0.0
22.817,1.0,0.5,0.0
22.858,1.0,0.5,0.0
22.903,1.0,0.5,0.0
22.942,1.0,0.5,0.0
22.983,1.0,0.5,0.0
23.019,1.0,0.5,0.0
23.059,1.0,0.5,0.0
23.096,1.0,0.5,0.0
23.122,1.0,0.5,0.0
23.163,1.0,0.5,0.0
23.198,1.0,0.5,0.0
23.222,1.0,0.5,0.0
23.26,1.0,0.5,0.0
23.297,1.0,0.5,0.0
23.331,1.0,0.5,0.0
23.352,1.0,0.5,0.0
23.387,1.0,0.5,0.0
23.428,1.0,0.5,0.0
23.453,1.0,0.5,0.0
23.49,1.0,0.5,0.0
23.511,1.0,0.5,0.0
23.548,1.0,0.5,0.0
23.573,1.0,0.5,0.0
23.607,1.0,0.5,0.0
23.645,1.0,0.5,0.0
23.686,1.0,0.5,0.0
23.731,1.0,0.5,0.0
23.768,1.0,0.5,0.0
23.791,1.0,0.5,0.0
23.829,1.0,0.5,0.0
23.849,1.0,0.5,0.0
23.886,1.0,0.5,0.0
23.924,1.0,0.5,0.0
23.949,1.0,0.5,0.0
23.986,1.0,0.5,0.0
24.026,1.0,0.5,0.0
24.051,1.0,0.5,0.0
24.089,1.0,0.5,0.0
24.134,1.0,0.5,0.0
24.175,1.0,0.5,0.0
24.218,1.0,0.5,0.0
24.259,1.0,0.5,0.0
24.308,1.4,0.7,0.0
24.345,1.4,0.7,0.0
24.386,1.4,0.7,0.0
24.424,1.4,0.7,0.0
24.469,1.4,0.7,0.0
24.506,1.4,0.7,0.0
24.553,1.4,0.7,0.0
24.592,1.4,0.7,0.0
24.634,1.4,0.7,0.0
24.674,1.4,0.7,0.0
24.716,1.4,0.7,0.0
24.759,1.4,0.7,0.0
24.794,1.4,0.7,0.0
24.817,1.4,0.7,0.0
24.854,1.4,0.7,0.0
24.876,1.4,0.7,0.0
24.91,1.4,0.7,0.0
24.964,1.4,0.7,0.0
25.003,1.4,0.7,0.0
25.044,1.4,0.7,0.0
25.085,1.4,0.7,0.0
25.125,1.4,0.7,0.0
25.166,1.4,0.7,0.0
25.202,1.4,0.7,0.0
25.238,1.4,0.7,0.0
25.264,1.4,0.7,0.0
25.305,1.4,0.7,0.0
25.342,1.4,0.7,0.0
25.366,1.4,0.7,0.0
25.404,1.4,0.7,0.0
25.426,1.4,0.7,0.0
25.461,1.4,0.7,0.0
25.498,1.4,0.7,0.0
25.522,1.4,0.7,0.0
25.543,1.4,0.7,0.0
25.579,1.4,0.7,0.0
25.601,1.4,0.7,0.0
25.622,1.4,0.7,0.0
25.661,1.4,0.7,0.0
25.7,1.4,0.7,0.0
25.742,1.4,0.7,0.0
25.781,1.4,0.7,0.0
25.821,1.4,0.7,0.0
25.859,1.4,0.7,0.0
25.899,1.4,0.7,0.0
25.936,1.4,0.7,0.0
25.979,1.4,0.7,0.0
26.004,1.4,0.7,0.0
26.043,1.4,0.7,1.44760614
26.082,1.4,0.7,1.80386862
26.119,1.4,0.7,2.15912758
26.163,1.4,0.7,2.66489958
26.204,1.4,0.7,2.94220122
26.242,1.4,0.7,3.507479520000001
26.283,1.4,0.7,4.07016582
26.318,1.4,0.7,4.356760079999999
26.355,1.4,0.7,4.56815542
26.393,1.4,0.7,4.84117674
26.436,1.4,0.7,5.125945720000001
26.473,1.4,0.7,5.39769984
26.514,1.4,0.7,5.60726734
26.556,1.4,0.7,5.87792322
26.578,1.4,0.7,5.951630940000001
26.613,1.4,0.7,6.086642080000001
26.65,1.4,0.7,6.4296079200000005
26.69,1.4,0.7,6.63734758
26.735,1.4,0.7,6.844717320000001
26.77,1.4,0.7,7.051717139999999
26.807,1.4,0.7,7.25834704
26.846,1.4,0.7,7.464607019999999
26.885,1.4,0.7,7.670497079999999
26.931,1.4,0.7,7.803522939999999
26.971,1.4,0.7,7.93639392
26.993,1.4,0.7,8.06911002
27.029,1.4,0.7,8.14143534
27.053,1.4,0.7,8.27391208
27.093,1.4,0.7,8.34610684
27.116,1.4,0.7,8.418255519999999
27.159,1.4,0.7,8.47834422
27.182,1.4,0.7,8.61042672
27.225,1.4,0.7,8.754340079999999
27.264,1.4,0.7,8.88609874
27.287,1.4,0.7,8.957901819999998
27.309,1.4,0.7,9.01770252
27.349,1.4,0.7,9.14915142
27.386,1.4,0.7,9.35199508
27.424,1.4,0.7,9.42349864
27.459,1.4,0.7,9.55446882
27.48,1.4,0.7,9.55446882
27.518,1.4,0.7,9.75657264
27.556,1.4,0.7,9.88714858
27.595,1.4,0.7,10.08864312
27.636,1.4,0.7,10.21882482
27.677,1.4,0.7,10.36066458
27.717,1.4,0.7,10.56128872
27.757,1.4,0.7,10.74977352
27.792,1.4,0.7,10.89092208
27.813,1.4,0.7,10.94967958
27.844,1.4,0.7,11.02014634
27.881,1.4,0.7,11.21955192
27.916,1.4,0.7,11.41858758
27.954,1.4,0.7,11.61725332
27.991,1.4,0.7,11.74560462
28.032,1.4,0.7,11.80389492
28.072,1.4,0.7,11.94366108
28.115,1.4,0.7,12.07161814
28.138,1.4,0.7,12.14134762
28.173,1.4,0.7,12.19942032
28.196,1.4,0.7,12.32706762
28.23,1.4,0.7,12.39662814
28.254,1.4,0.7,12.39662814
28.29,1.4,0.7,12.52403608
28.311,1.4,0.7,12.52403608
28.346,1.4,0.7,12.59346604
28.369,1.4,0.7,12.66284992
28.405,1.4,0.7,12.66284992
28.427,1.4,0.7,12.78993402
28.463,1.4,0.7,12.84764832
28.485,1.4,0.7,12.84764832
28.519,1.4,0.7,12.98603208
28.542,1.4,0.7,13.04363758
28.581,1.4,0.7,13.23925692
28.623,1.4,0.7,13.30821072
28.645,1.4,0.7,13.36563702
28.679,1.4,0.7,13.43450634
28.701,1.4,0.7,13.50332958
28.736,1.4,0.7,13.56064708
28.759,1.4,0.7,13.50332958
28.8,1.4,0.7,13.50332958
28.823,1.4,0.7,13.69807852
28.858,1.4,0.7,13.69807852
28.882,1.4,0.7,13.69807852
28.92,1.4,0.7,13.75528722
28.942,1.4,0.7,13.82389542
28.979,1.4,0.7,13.94955744
29.001,1.4,0.7,14.07506458
29.023,1.4,0.7,14.14345774
29.061,1.4,0.7,14.21180482
29.096,1.4,0.7,14.268725519999998
29.123,1.4,0.7,14.393838419999998
29.163,1.4,0.7,14.53014858
29.209,1.4,0.7,14.58689008
29.25,1.4,0.7,14.72293912
29.289,1.4,0.7,14.84748882
29.331,1.4,0.7,14.97188364
29.368,1.4,0.7,15.163825540000005
29.41,1.4,0.7,15.28782612
29.432,1.4,0.7,15.35539752
29.47,1.4,0.7,15.35539752
29.508,1.4,0.7,15.54659958
29.533,1.4,0.7,15.67012144
29.569,1.4,0.7,15.67012144
29.609,1.4,0.7,15.79348842
29.652,1.4,0.7,15.983841839999998
29.692,1.4,0.7,16.050937080000004
29.715,1.4,0.7,16.050937080000004
29.752,1.4,0.7,16.173825340000004
29.8,1.4,0.7,16.240790020000002
29.837,1.4,0.7,16.296558720000004
29.871,1.4,0.7,16.296558720000004
29.897,1.4,0.7,16.36343892
29.938,1.4,0.7,16.36343892
29.977,1.4,0.7,16.296558720000004
30.016,1.4,0.7,16.419137220000003
30.058,1.4,0.7,16.48593294
30.097,1.4,0.7,16.419137220000003
30.139,1.4,0.7,16.48593294
30.179,1.4,0.7,16.419137220000003
30.218,1.4,0.7,16.674937240000002
30.252,1.4,0.7,16.608272080000003
