Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output
0.027,10.00,14.14,0.00,20.44
0.046,10.00,14.08,0.00,20.18
0.066,10.00,14.08,0.00,20.26
0.105,10.00,14.21,0.00,21.03
0.125,10.00,14.21,0.00,21.11
0.145,10.00,14.08,0.00,20.51
0.183,10.00,14.21,0.00,21.28
0.203,10.00,14.21,0.00,21.36
0.222,10.00,14.14,0.00,21.10
0.243,10.00,14.14,0.00,21.18
0.282,10.00,14.08,0.00,20.92
0.302,10.00,14.08,0.00,21.00
0.321,10.00,14.14,0.00,21.43
0.341,10.00,14.14,0.00,21.51
0.380,10.00,14.08,0.00,21.25
0.400,10.00,14.08,0.00,21.33
0.419,10.00,14.08,0.00,21.42
0.440,10.00,14.08,0.00,21.50
0.479,10.00,14.08,0.00,21.58
0.497,10.00,14.08,0.00,21.66
0.518,10.00,14.02,0.00,21.45
0.557,10.00,8.55,0.00,0.00
0.577,10.00,8.48,0.00,0.00
0.595,10.00,8.48,0.00,0.00
0.615,10.00,8.42,0.00,0.00
0.654,10.00,8.42,0.00,0.00
0.674,10.00,8.55,0.00,0.00
0.694,10.00,8.48,0.00,0.00
0.713,10.00,8.48,0.00,0.00
0.734,10.00,8.55,0.00,0.00
0.772,10.00,8.61,0.00,0.00
0.792,10.00,8.55,0.00,0.00
0.812,10.00,8.61,0.00,0.00
0.832,10.00,8.55,0.00,0.00
0.851,10.00,8.48,0.00,0.00
0.891,10.00,8.55,0.00,0.00
0.911,10.00,8.55,0.00,0.00
0.929,10.00,8.61,0.00,0.00
0.968,10.00,8.68,0.00,0.00
0.989,10.00,8.61,0.00,0.00
1.008,10.00,8.55,0.00,0.00
1.027,10.00,8.61,0.00,0.00
1.048,10.00,8.48,0.00,0.00
1.087,10.00,8.61,0.00,0.00
1.106,10.00,8.55,0.00,0.00
1.126,10.00,8.55,0.00,0.00
1.145,10.00,8.68,0.00,0.00
1.185,10.00,8.68,0.00,0.00
1.204,10.00,8.68,0.00,0.00
1.225,10.00,8.61,0.00,0.00
1.263,10.00,8.55,0.02,0.00
1.283,10.00,8.68,0.00,0.00
1.302,10.00,8.61,0.15,0.00
1.322,10.00,8.75,0.05,0.00
1.343,10.00,8.68,0.26,0.00
1.381,10.00,8.55,0.56,0.00
1.401,10.00,8.55,0.67,0.00
1.420,10.00,8.48,0.89,0.00
1.441,10.00,8.61,0.82,0.00
1.461,10.00,8.68,0.83,0.00
1.499,10.00,8.68,0.93,0.00
1.518,10.00,8.61,1.14,0.00
1.539,10.00,8.55,1.34,0.00
1.558,10.00,8.61,1.37,0.00
1.598,10.00,8.61,1.48,0.00
1.618,10.00,8.61,1.59,0.00
1.637,10.00,8.61,1.70,0.00
1.676,10.00,8.48,2.01,0.00
1.695,10.00,8.48,2.13,0.00
1.715,10.00,8.55,2.15,0.00
1.735,10.00,8.48,2.37,0.00
1.774,10.00,8.55,2.38,0.00
1.793,10.00,8.55,2.50,0.00
1.813,10.00,8.48,2.72,0.00
1.833,10.00,8.48,2.84,0.00
1.872,10.00,8.55,2.86,0.00
1.893,10.00,8.55,2.97,0.00
1.911,10.00,8.55,3.09,0.00
1.931,10.00,8.48,3.31,0.00
1.970,10.00,8.55,3.33,0.00
1.990,10.00,8.61,3.36,0.00
2.009,10.00,8.55,3.55,0.00
2.030,10.00,8.61,3.58,0.00
2.049,10.00,8.61,3.69,0.00
2.088,10.00,8.55,3.89,0.00
2.108,10.00,8.68,3.81,0.00
2.127,10.00,8.55,4.11,0.00
2.147,10.00,8.48,4.34,0.00
2.186,10.00,8.61,4.26,0.00
2.206,10.00,8.48,4.57,0.00
2.226,10.00,8.42,4.78,0.00
2.245,10.00,8.48,4.82,0.00
2.265,10.00,8.42,5.03,0.00
2.305,10.00,8.48,5.06,0.00
2.325,10.00,8.48,5.19,0.00
2.344,10.00,8.42,5.40,0.00
2.364,10.00,8.48,5.43,0.00
2.402,10.00,8.55,5.45,0.00
2.423,10.00,8.55,5.57,0.00
2.442,10.00,8.42,5.88,0.00
2.462,10.00,8.55,5.81,0.00
2.503,10.00,8.48,6.03,0.00
2.521,10.00,8.48,6.15,0.00
2.560,10.00,8.42,6.36,0.00
2.580,10.00,8.55,6.29,0.00
2.600,10.00,8.55,6.41,0.00
2.619,10.00,8.48,6.63,0.00
2.659,10.00,8.42,6.84,0.00
2.677,10.00,8.42,6.97,0.00
2.697,10.00,8.55,6.90,0.00
2.718,10.00,8.48,7.12,0.00
2.756,10.00,8.48,7.24,0.00
2.777,10.00,8.48,7.37,0.00
2.796,10.00,8.48,7.49,0.00
2.836,10.00,8.48,7.61,0.00
2.855,10.00,8.61,7.54,0.00
2.874,10.00,8.55,7.73,0.00
2.913,10.00,8.42,8.05,0.00
2.934,10.00,8.48,8.08,0.00
2.954,10.00,8.55,8.10,0.00
2.973,10.00,8.55,8.21,0.00
3.012,10.00,8.42,8.53,0.00
3.032,10.00,8.55,8.46,0.00
3.051,10.00,8.48,8.68,0.00
3.070,10.00,8.55,8.69,0.00
3.091,10.00,8.61,8.72,0.00
3.131,10.00,8.55,8.92,0.00
3.149,10.00,8.61,8.95,0.00
3.169,10.00,8.61,9.06,0.00
3.208,10.00,8.55,9.26,0.00
3.229,10.00,8.55,9.38,0.00
3.247,10.00,8.55,9.49,0.00
3.267,10.00,8.55,9.61,0.00
3.288,10.00,8.68,9.53,0.00
3.327,10.00,8.61,9.74,0.00
3.348,10.00,8.48,10.05,0.00
3.366,10.00,8.61,9.97,0.00
3.406,10.00,8.61,10.08,0.00
3.424,10.00,8.61,10.19,0.00
3.445,10.00,8.61,10.31,0.00
3.485,10.00,8.55,10.51,0.00
3.503,10.00,8.55,10.62,0.00
3.544,10.00,8.55,10.74,0.00
3.563,10.00,8.61,10.76,0.00
3.602,10.00,8.42,11.16,0.00
3.622,10.00,8.68,10.90,0.00
3.641,10.00,8.68,11.00,0.00
3.680,10.00,8.55,11.30,0.00
3.700,10.00,8.55,11.42,0.00
3.719,10.00,8.68,11.34,0.00
3.739,10.00,8.61,11.55,0.00
3.779,10.00,8.48,11.86,0.00
3.799,10.00,8.48,11.98,0.00
3.818,10.00,8.55,11.99,0.00
3.838,10.00,8.61,12.02,0.00
3.878,10.00,8.68,12.03,0.00
3.897,10.00,8.61,12.24,0.00
3.916,10.00,8.61,12.35,0.00
3.956,10.00,8.61,12.46,0.00
3.974,10.00,8.61,12.57,0.00
3.995,10.00,8.61,12.68,0.00
4.033,10.00,8.61,12.79,0.00
4.054,10.00,8.61,12.90,0.00
4.074,10.00,8.68,12.91,0.00
4.093,10.00,8.68,13.01,0.00
4.133,10.00,8.61,13.22,0.00
4.152,10.00,8.68,13.23,0.00
4.172,10.00,8.68,13.34,0.00
4.210,10.00,8.68,13.44,0.00
4.230,10.00,8.68,13.55,0.00
4.250,10.00,8.75,13.55,0.00
4.269,10.00,8.68,13.75,0.00
4.289,10.00,8.75,13.75,0.00
4.329,10.00,8.68,13.96,0.00
4.349,10.00,8.61,14.17,0.00
4.368,10.00,8.61,14.28,0.00
4.388,10.00,8.75,14.18,0.00
4.428,10.00,8.68,14.38,0.00
4.447,10.00,8.89,14.19,0.00
4.467,10.00,8.81,14.38,0.00
4.506,10.00,8.81,14.48,0.00
4.526,10.00,8.81,14.57,0.00
4.545,10.00,8.81,14.67,0.00
4.584,10.00,8.89,14.66,0.00
4.604,10.00,8.89,14.75,0.00
4.624,10.00,8.89,14.83,0.00
4.643,10.00,8.89,14.92,0.00
4.683,10.00,8.89,15.01,0.00
4.701,10.00,8.89,15.10,0.00
4.721,10.00,8.89,15.19,0.00
4.743,10.00,8.96,15.17,0.00
4.782,10.00,8.96,15.26,0.00
4.801,10.00,9.02,15.25,0.00
4.839,10.00,8.96,15.42,0.00
4.859,10.00,9.09,15.31,0.00
4.879,10.00,9.15,15.29,0.00
4.899,10.00,9.02,15.56,0.00
4.937,10.00,9.02,15.63,0.00
4.958,10.00,9.09,15.61,0.00
4.977,10.00,9.15,15.59,0.00
4.997,10.00,9.09,15.75,0.00
5.017,10.00,9.15,15.73,0.00
5.057,10.00,9.15,15.80,0.00
5.077,10.00,9.22,15.76,0.00
5.115,10.00,9.15,15.93,0.00
5.135,10.00,9.09,16.09,0.00
5.153,10.00,9.15,16.07,0.00
5.195,10.00,9.29,15.93,0.00
5.213,10.00,9.15,16.20,0.00
5.253,10.00,9.35,15.97,0.00
5.272,10.00,9.29,16.10,0.00
5.292,10.00,9.42,15.97,0.00
5.331,10.00,9.35,16.12,0.00
