Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output
0.019,25.00,8.55,0.00,0.00
0.038,25.00,8.55,0.00,0.00
0.078,25.00,8.55,0.00,0.00
0.097,25.00,8.48,0.00,0.00
0.118,25.00,8.48,0.00,0.00
0.137,25.00,8.42,0.00,0.00
0.177,25.00,8.35,0.00,0.00
0.195,25.00,8.35,0.00,0.00
0.235,25.00,8.21,0.00,0.00
0.255,25.00,8.21,0.00,0.00
0.275,25.00,8.14,0.00,0.00
0.313,25.00,8.07,0.00,0.00
0.333,25.00,8.01,0.00,0.00
0.352,25.00,8.01,0.00,0.00
0.372,25.00,6.71,0.00,0.00
0.392,25.00,6.64,0.00,0.00
0.431,25.00,6.64,0.00,0.00
0.450,25.00,6.64,0.00,0.00
0.470,25.00,6.78,0.00,0.00
0.490,25.00,6.78,0.00,0.00
0.530,25.00,6.78,0.00,0.00
0.549,25.00,6.78,0.00,0.00
0.568,25.00,6.84,0.00,0.00
0.607,25.00,6.78,0.00,0.00
0.627,25.00,6.71,0.00,0.00
0.647,25.00,6.71,0.00,0.00
0.666,25.00,6.84,0.00,0.00
0.686,25.00,6.92,0.00,0.00
0.725,25.00,6.84,0.00,0.00
0.745,25.00,6.84,0.00,0.00
0.764,25.00,6.84,0.00,0.00
0.784,25.00,6.92,0.00,0.00
0.823,25.00,6.92,0.00,0.00
0.843,25.00,6.98,0.00,0.00
0.862,25.00,7.12,0.00,0.00
0.882,25.00,7.12,0.00,0.00
0.902,25.00,7.05,0.00,0.00
0.941,25.00,7.12,0.00,0.00
0.961,25.00,7.12,0.00,0.00
0.980,25.00,7.19,0.00,0.00
1.000,25.00,7.19,0.00,0.00
1.039,25.00,7.33,0.00,0.00
1.060,25.00,7.26,0.00,0.00
1.079,25.00,7.26,0.00,0.00
1.117,25.00,7.26,0.00,0.00
1.137,25.00,7.33,0.00,0.00
1.157,25.00,7.39,0.00,0.00
1.176,25.00,7.39,0.00,0.00
1.215,25.00,7.46,0.00,0.00
1.235,25.00,7.46,0.00,0.00
1.255,25.00,7.39,0.00,0.00
1.274,25.00,7.53,0.00,0.00
1.294,25.00,7.53,0.00,0.00
1.333,25.00,7.53,0.00,0.00
1.353,25.00,7.53,0.00,0.00
1.372,25.00,7.67,0.00,0.00
1.392,25.00,7.67,0.00,0.00
1.431,25.00,7.67,0.00,0.00
1.451,25.00,7.73,0.00,0.00
