Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output
0.034,0.00,30.92,0.00,47.41
0.053,0.00,31.18,0.00,49.34
0.073,0.00,31.34,0.00,50.75
0.093,0.00,31.29,0.00,51.10
0.133,0.00,31.50,0.00,52.79
0.152,0.00,31.70,0.00,54.44
0.172,0.00,31.66,0.00,54.85
0.211,0.00,31.81,0.00,56.27
0.230,0.00,31.91,0.00,57.41
0.250,0.00,31.91,0.00,58.05
0.269,0.00,32.33,0.00,60.75
0.310,0.00,32.37,0.00,61.63
0.328,0.00,32.43,0.00,62.55
0.349,0.00,32.37,0.00,62.93
0.387,0.00,32.53,0.00,64.35
0.407,0.00,32.53,0.00,65.00
0.426,0.00,41.48,0.00,100.00
0.447,0.00,41.52,0.00,100.00
0.486,0.00,41.65,0.00,100.00
0.505,0.00,41.70,0.00,100.00
0.525,0.00,41.57,0.00,100.00
0.565,0.00,41.87,0.00,100.00
0.583,0.00,41.70,0.00,100.00
0.623,0.00,41.82,0.00,100.00
0.642,0.00,41.74,0.00,100.00
0.662,0.00,41.82,0.00,100.00
0.681,0.00,41.82,0.00,100.00
0.721,0.00,41.74,0.00,100.00
0.740,0.00,41.74,0.00,100.00
0.760,0.00,41.82,0.00,100.00
0.799,0.00,41.70,0.00,100.00
0.819,0.00,41.57,0.00,100.00
0.838,0.00,41.52,0.00,100.00
0.859,0.00,41.52,0.00,100.00
0.897,0.00,41.61,0.00,100.00
0.918,0.00,41.70,0.00,100.00
0.937,0.00,41.57,0.00,100.00
0.957,0.00,41.44,0.00,100.00
0.995,0.00,41.35,0.00,100.00
1.016,0.00,41.44,0.00,100.00
1.035,0.00,41.30,0.00,100.00
1.054,0.00,41.13,0.00,100.00
1.094,0.00,41.26,0.00,100.00
1.113,0.00,41.13,0.00,100.00
1.134,0.00,40.91,0.00,100.00
1.153,0.00,40.82,0.00,100.00
1.192,0.00,40.73,0.00,100.00
1.211,0.00,40.42,0.00,100.00
1.231,0.00,40.33,0.00,100.00
1.270,0.00,40.02,0.00,100.00
1.290,0.00,40.16,0.00,100.00
1.310,0.00,40.33,0.00,100.00
1.329,0.00,40.16,0.00,100.00
1.349,0.00,39.48,0.00,100.00
1.388,0.00,39.30,0.00,100.00
1.408,0.00,38.75,0.00,100.00
1.427,0.00,38.93,0.00,100.00
1.468,0.00,38.52,0.00,100.00
1.486,0.00,38.10,0.00,100.00
1.526,0.00,38.24,0.00,100.00
1.545,0.00,37.30,0.00,100.00
1.565,0.00,36.06,0.00,100.00
1.604,0.00,35.82,0.00,100.00
1.624,0.00,35.57,0.00,100.00
1.643,0.00,35.62,0.00,100.00
1.663,0.00,35.57,0.00,100.00
1.702,0.00,35.62,0.00,100.00
1.722,0.00,35.14,0.00,100.00
1.741,0.00,35.08,0.00,100.00
1.761,0.00,34.94,0.00,100.00
1.781,0.00,34.84,0.00,100.00
1.820,0.00,34.79,0.00,100.00
1.840,0.00,34.44,0.00,100.00
1.859,0.00,34.25,0.00,100.00
1.879,0.00,33.89,0.00,100.00
1.898,0.00,33.70,0.00,100.00
1.938,0.00,33.49,0.00,100.00
1.957,0.00,33.19,0.00,100.00
1.977,0.00,32.93,0.00,100.00
1.997,0.00,32.93,0.00,100.00
2.036,0.00,32.48,0.00,100.00
2.057,0.00,32.48,0.00,100.00
2.075,0.00,32.12,0.00,100.00
2.115,0.00,32.07,0.00,100.00
2.134,0.00,31.91,0.00,100.00
2.154,0.00,31.70,0.00,100.00
2.173,0.00,31.50,0.00,100.00
2.213,0.00,31.40,0.00,100.00
2.232,0.00,31.18,0.00,100.00
2.252,0.00,31.08,0.00,100.00
2.273,0.00,30.77,0.00,100.00
2.312,0.00,30.56,0.00,100.00
2.331,0.00,30.61,0.00,100.00
2.371,0.00,30.24,0.00,100.00
2.389,0.00,30.14,0.00,100.00
2.429,0.00,29.76,0.00,100.00
2.449,0.00,29.44,0.00,100.00
2.468,0.00,29.76,0.00,100.00
2.489,0.00,29.28,0.00,100.00
2.527,0.00,28.96,0.00,100.00
2.547,0.00,28.74,0.00,100.00
2.567,0.00,28.36,0.00,100.00
2.586,0.00,28.14,0.00,100.00
2.626,0.00,28.03,0.00,100.00
2.645,0.00,27.92,0.00,100.00
2.684,0.00,26.88,0.00,100.00
2.705,0.00,25.92,0.00,98.11
2.723,0.00,26.04,0.00,99.23
2.744,0.00,26.49,0.00,100.00
2.783,0.00,25.25,0.00,96.30
2.803,0.00,25.87,0.00,99.93
2.823,0.00,25.42,0.00,98.18
2.861,0.00,25.14,0.00,97.28
2.880,0.00,25.25,0.00,98.34
2.901,0.00,24.80,0.00,96.56
2.920,0.00,24.51,0.00,95.63
2.960,0.00,24.28,0.00,94.95
2.979,0.00,24.34,0.00,95.74
3.019,0.00,24.05,0.00,94.79
3.037,0.00,23.94,0.00,94.71
3.077,0.00,23.30,0.00,91.99
3.097,0.00,24.05,0.00,96.22
3.117,0.00,23.88,0.00,95.83
3.156,0.00,22.95,0.00,91.65
3.176,0.00,23.18,0.00,93.25
3.195,0.00,22.84,0.00,92.00
3.235,0.00,22.71,0.00,91.83
3.255,0.00,22.13,0.00,89.35
3.273,0.00,22.25,0.00,90.37
3.312,0.00,22.31,0.00,91.13
3.332,0.00,22.08,0.00,90.43
3.352,0.00,21.84,0.00,89.66
3.371,0.00,21.54,0.00,88.62
3.392,0.00,21.43,0.00,88.47
3.412,0.00,21.43,0.00,88.89
3.451,0.00,21.00,0.00,87.20
3.470,0.00,20.95,0.00,87.35
3.490,0.00,20.65,0.00,86.28
3.529,0.00,20.35,0.00,85.14
3.549,0.00,20.82,0.00,87.95
3.569,0.00,19.56,0.00,82.04
3.608,0.00,19.21,0.00,80.64
3.627,0.00,19.21,0.00,81.02
3.666,0.00,19.51,0.00,82.92
3.685,0.00,19.38,0.00,82.67
3.705,0.00,19.33,0.00,82.78
3.725,0.00,18.65,0.00,79.80
3.764,0.00,18.89,0.00,81.37
3.784,0.00,18.72,0.00,80.87
3.803,0.00,18.28,0.00,79.06
3.823,0.00,18.28,0.00,79.43
3.862,0.00,17.60,0.00,76.38
3.882,0.00,18.04,0.00,78.94
3.901,0.00,17.48,0.00,76.49
3.921,0.00,17.74,0.00,78.11
3.942,0.00,17.17,0.00,75.64
3.980,0.00,17.17,0.00,75.98
4.001,0.00,17.11,0.00,75.99
4.020,0.00,16.99,0.00,75.73
4.039,0.00,17.42,0.00,78.23
4.079,0.00,16.86,0.00,75.80
4.098,0.00,17.05,0.00,77.08
4.118,0.00,16.67,0.00,75.53
4.157,0.00,16.86,0.00,76.81
4.176,0.00,16.49,0.00,75.25
4.197,0.00,16.49,0.00,75.58
4.216,0.00,16.36,0.00,75.30
4.255,0.00,16.36,0.00,75.63
4.276,0.00,16.17,0.00,75.00
4.294,0.00,16.17,0.00,75.33
4.314,0.00,16.30,0.00,76.27
4.353,0.00,15.92,0.00,74.68
4.373,0.00,16.11,0.00,75.96
4.392,0.00,16.30,0.00,77.23
4.412,0.00,15.86,0.00,75.37
4.432,0.00,16.24,0.00,77.59
4.471,0.00,15.67,0.00,75.05
4.492,0.00,16.05,0.00,77.28
4.511,0.00,15.60,0.00,75.35
4.549,0.00,15.79,0.00,76.62
4.569,0.00,15.86,0.00,77.27
4.589,0.00,15.92,0.00,77.87
4.609,0.00,15.67,0.00,76.95
4.629,0.00,15.67,0.00,77.27
4.667,0.00,15.74,0.00,77.92
4.687,0.00,15.55,0.00,77.27
4.707,0.00,15.67,0.00,78.21
4.727,0.00,15.55,0.00,77.90
4.766,0.00,15.48,0.00,77.87
4.785,0.00,15.74,0.00,79.48
4.806,0.00,15.48,0.00,78.50
4.844,0.00,15.48,0.00,78.80
4.864,0.00,15.36,0.00,78.49
4.883,0.00,15.55,0.00,79.76
4.903,0.00,15.60,0.00,80.35
4.924,0.00,15.41,0.00,79.71
4.962,0.00,15.41,0.00,80.01
4.983,0.00,15.48,0.00,80.66
