Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output
0.037,30.00,16.11,11.53,0.00
0.057,30.00,16.17,12.55,0.00
0.076,30.00,16.24,13.55,0.00
0.097,30.00,16.11,14.85,0.00
0.135,30.00,15.98,16.14,0.00
0.155,30.00,16.11,17.08,0.00
0.174,30.00,16.17,18.09,0.00
0.195,30.00,16.11,19.30,0.00
0.233,30.00,16.17,20.31,0.00
0.253,30.00,16.24,21.31,0.00
0.273,30.00,15.86,22.97,0.00
0.293,30.00,15.67,24.38,0.00
0.312,30.00,15.98,25.07,0.00
0.351,30.00,16.05,26.09,0.00
0.372,30.00,16.11,27.12,0.00
0.391,30.00,15.92,28.51,0.00
0.410,30.00,15.92,29.64,0.00
0.449,30.00,4.70,47.26,0.00
0.469,30.00,4.70,49.29,0.00
0.490,30.00,4.70,51.31,0.00
0.508,30.00,4.70,53.33,0.00
0.550,30.00,4.70,55.35,0.00
0.567,30.00,4.70,57.37,0.00
0.607,30.00,4.70,59.40,0.00
0.626,30.00,4.70,61.42,0.00
0.646,30.00,4.70,63.44,0.00
0.685,30.00,4.63,65.57,0.00
0.705,30.00,4.63,67.60,0.00
0.725,30.00,4.70,69.52,0.00
0.744,30.00,4.63,71.65,0.00
0.783,30.00,4.70,73.57,0.00
0.803,30.00,4.70,75.59,0.00
0.824,30.00,4.63,77.72,0.00
0.842,30.00,4.63,79.75,0.00
0.863,30.00,4.70,81.67,0.00
0.901,30.00,4.77,83.60,0.00
0.921,30.00,4.70,85.71,0.00
0.941,30.00,4.70,87.73,0.00
0.960,30.00,4.77,89.66,0.00
0.980,30.00,4.70,91.77,0.00
1.019,30.00,4.70,93.79,0.00
1.039,30.00,4.77,95.72,0.00
1.058,30.00,4.84,97.63,0.00
1.079,30.00,4.92,99.53,0.00
1.117,30.00,4.92,100.00,0.00
1.138,30.00,4.92,100.00,0.00
1.157,30.00,4.98,100.00,0.00
1.177,30.00,5.05,100.00,0.00
1.217,30.00,5.13,100.00,0.00
1.236,30.00,5.32,100.00,0.00
1.255,30.00,5.40,100.00,0.00
1.295,30.00,5.47,100.00,0.00
1.314,30.00,5.61,100.00,0.00
1.333,30.00,5.74,100.00,0.00
1.373,30.00,6.03,100.00,0.00
1.392,30.00,6.09,100.00,0.00
1.413,30.00,6.29,100.00,0.00
1.451,30.00,6.64,100.00,0.00
1.471,30.00,6.98,100.00,0.00
1.491,30.00,7.12,100.00,0.00
1.510,30.00,7.33,100.00,0.00
1.550,30.00,7.53,100.00,0.00
1.569,30.00,7.88,100.00,0.00
1.589,30.00,8.14,100.00,0.00
1.608,30.00,8.27,100.00,0.00
1.649,30.00,8.48,100.00,0.00
1.667,30.00,8.81,100.00,0.00
1.687,30.00,9.02,100.00,0.00
1.707,30.00,9.29,100.00,0.00
1.746,30.00,10.03,100.00,0.00
1.766,30.00,10.75,100.00,0.00
1.785,30.00,10.89,100.00,0.00
1.825,30.00,11.09,100.00,0.00
1.844,30.00,11.22,100.00,0.00
1.883,30.00,11.55,100.00,0.00
1.903,30.00,11.55,100.00,0.00
1.923,30.00,11.87,100.00,0.00
1.942,30.00,12.00,100.00,0.00
1.964,30.00,12.14,100.00,0.00
1.982,30.00,12.33,100.00,0.00
2.021,30.00,12.40,100.00,0.00
2.042,30.00,12.66,100.00,0.00
2.060,30.00,12.79,100.00,0.00
2.080,30.00,12.99,100.00,0.00
2.101,30.00,13.11,100.00,0.00
2.140,30.00,13.31,100.00,0.00
2.160,30.00,13.56,100.00,0.00
2.179,30.00,13.56,100.00,0.00
2.217,30.00,13.82,100.00,0.00
2.237,30.00,14.02,100.00,0.00
2.258,30.00,14.14,100.00,0.00
2.277,30.00,14.34,100.00,0.00
2.317,30.00,14.34,100.00,0.00
2.335,30.00,14.53,100.00,0.00
2.375,30.00,14.78,100.00,0.00
2.395,30.00,15.10,100.00,0.00
2.414,30.00,15.10,100.00,0.00
2.453,30.00,15.41,100.00,0.00
2.474,30.00,15.74,100.00,0.00
2.493,30.00,15.98,100.00,0.00
2.513,30.00,16.05,100.00,0.00
2.551,30.00,16.11,100.00,0.00
2.571,30.00,16.55,100.00,0.00
2.590,30.00,16.67,100.00,0.00
2.610,30.00,16.74,100.00,0.00
2.630,30.00,17.05,100.00,0.00
2.670,30.00,17.17,100.00,0.00
2.690,30.00,17.29,100.00,0.00
2.709,30.00,17.42,100.00,0.00
2.728,30.00,17.86,100.00,0.00
2.768,30.00,17.79,100.00,0.00
2.787,30.00,18.23,100.00,0.00
2.806,30.00,18.53,100.00,0.00
2.847,30.00,18.72,100.00,0.00
2.865,30.00,18.77,100.00,0.00
2.905,30.00,19.02,100.00,0.00
2.925,30.00,19.08,100.00,0.00
2.946,30.00,19.21,100.00,0.00
2.963,30.00,19.44,100.00,0.00
3.004,30.00,19.44,100.00,0.00
3.023,30.00,19.75,100.00,0.00
3.042,30.00,19.75,100.00,0.00
3.081,30.00,19.93,100.00,0.00
3.102,30.00,20.05,100.00,0.00
3.121,30.00,20.17,100.00,0.00
3.140,30.00,20.35,100.00,0.00
3.162,30.00,20.41,100.00,0.00
3.199,30.00,20.59,100.00,0.00
3.220,30.00,20.71,100.00,0.00
3.239,30.00,20.82,100.00,0.00
3.259,30.00,20.95,100.00,0.00
3.299,30.00,21.13,100.00,0.00
3.317,30.00,21.18,100.00,0.00
3.336,30.00,21.30,100.00,0.00
3.377,30.00,21.30,100.00,0.00
3.396,30.00,21.54,100.00,0.00
3.416,30.00,21.48,100.00,0.00
3.456,30.00,21.66,100.00,0.00
3.475,30.00,21.77,100.00,0.00
3.495,30.00,21.84,100.00,0.00
3.534,30.00,21.90,100.00,0.00
3.553,30.00,21.95,100.00,0.00
3.573,30.00,22.13,100.00,0.00
3.612,30.00,22.13,100.00,0.00
3.631,30.00,22.42,100.00,0.00
3.652,30.00,22.60,100.00,0.00
3.670,30.00,22.71,100.00,0.00
3.710,30.00,22.78,100.00,0.00
3.730,30.00,23.07,100.00,0.00
3.750,30.00,23.18,100.00,0.00
3.769,30.00,23.24,100.00,0.00
