Session_Time,Test_Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output,Distance,Delta_Steer,Desired_Delta_Steer,Test_Number
0.027,0.023,10.00,3.86,0.00,100.00,inf,0.00,0.00,1
0.046,0.042,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
0.065,0.061,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
0.085,0.081,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
0.105,0.101,10.00,3.93,0.00,0.00,inf,0.00,0.00,1
0.126,0.122,10.00,4.01,0.00,0.00,inf,0.00,0.00,1
0.146,0.142,10.00,4.07,0.00,0.00,inf,0.00,0.00,1
0.165,0.161,10.00,4.14,0.00,0.00,inf,0.00,0.00,1
0.186,0.182,10.00,4.14,100.00,100.00,inf,0.00,0.00,1
0.205,0.201,10.00,4.21,0.00,100.00,inf,0.00,0.00,1
0.225,0.221,10.00,4.28,0.00,0.00,inf,0.00,0.00,1
0.245,0.241,10.00,4.36,0.00,0.00,inf,0.00,0.00,1
0.265,0.261,10.00,4.36,0.00,0.00,inf,0.00,0.00,1
0.285,0.281,10.00,4.42,100.00,0.00,inf,0.00,0.00,1
0.306,0.302,10.00,4.49,100.00,0.00,inf,0.00,0.00,1
0.325,0.321,10.00,4.57,0.00,0.00,inf,0.00,0.00,1
0.346,0.341,10.00,4.57,0.00,0.00,inf,0.00,0.00,1
0.365,0.361,10.00,4.63,0.00,0.00,inf,0.00,0.00,1
0.385,0.381,10.00,4.63,9.17,0.00,inf,0.00,0.00,1
0.405,0.401,10.00,4.63,100.00,0.00,inf,0.00,0.00,1
0.425,0.421,10.00,4.77,0.00,0.00,inf,0.00,0.00,1
0.446,0.442,10.00,4.77,0.00,0.00,inf,0.00,0.00,1
0.466,0.461,10.00,4.84,0.00,0.00,inf,0.00,0.00,1
0.485,0.481,10.00,4.92,100.00,0.00,inf,0.00,0.00,1
0.505,0.501,10.00,4.98,0.00,100.00,inf,0.00,0.00,1
0.526,0.522,10.00,4.92,0.00,0.00,inf,0.00,0.00,1
0.545,0.541,10.00,4.98,0.00,100.00,inf,0.00,0.00,1
0.568,0.564,10.00,5.05,100.00,100.00,inf,0.00,0.00,1
0.589,0.585,10.00,5.13,100.00,100.00,inf,0.00,0.00,1
0.608,0.604,10.00,5.19,0.00,100.00,inf,0.00,0.00,1
0.627,0.623,10.00,5.19,100.00,0.00,inf,0.00,0.00,1
0.646,0.642,10.00,5.19,100.00,0.00,inf,0.00,0.00,1
0.665,0.661,10.00,5.32,100.00,0.00,inf,0.00,0.00,1
0.686,0.682,10.00,5.32,0.00,100.00,inf,0.00,0.00,1
0.705,0.701,10.00,5.26,0.00,100.00,inf,0.00,0.00,1
0.725,0.721,10.00,5.40,0.00,100.00,inf,0.00,0.00,1
0.747,0.743,10.00,5.40,100.00,100.00,inf,0.00,0.00,1
0.766,0.762,10.00,5.32,100.00,100.00,inf,0.00,0.00,1
0.785,0.781,10.00,5.40,100.00,100.00,inf,0.00,0.00,1
0.806,0.802,10.00,5.47,100.00,100.00,inf,0.00,0.00,1
0.826,0.821,10.00,5.32,100.00,0.00,inf,0.00,0.00,1
0.845,0.841,10.00,5.53,100.00,100.00,inf,0.00,0.00,1
0.866,0.862,10.00,5.53,100.00,0.00,inf,0.00,0.00,1
0.885,0.881,10.00,5.53,100.00,100.00,inf,0.00,0.00,1
0.905,0.901,10.00,5.53,100.00,100.00,inf,0.00,0.00,1
0.925,0.921,10.00,5.53,100.00,100.00,inf,0.00,0.00,1
0.945,0.941,10.00,5.61,0.00,100.00,inf,0.00,0.00,1
0.966,0.962,10.00,5.61,100.00,100.00,inf,0.00,0.00,1
0.985,0.981,10.00,5.61,100.00,100.00,inf,0.00,0.00,1
1.005,1.001,10.00,5.68,100.00,100.00,inf,0.00,0.00,1
1.026,1.022,10.00,5.53,0.00,100.00,inf,0.00,0.00,1
1.046,1.042,10.00,5.53,100.00,100.00,inf,0.00,0.00,1
1.065,1.061,10.00,5.74,0.00,100.00,inf,0.00,0.00,1
1.085,1.081,10.00,5.68,100.00,100.00,inf,0.00,0.00,1
1.106,1.102,10.00,5.68,100.00,0.00,inf,0.00,0.00,1
1.125,1.121,10.00,5.74,100.00,100.00,inf,0.00,0.00,1
1.145,1.141,10.00,5.74,100.00,100.00,inf,0.00,0.00,1
1.165,1.161,10.00,5.74,100.00,0.00,inf,0.00,0.00,1
1.185,1.181,10.00,5.82,0.00,100.00,inf,0.00,0.00,1
1.206,1.202,10.00,5.74,100.00,100.00,inf,0.00,0.00,1
1.225,1.221,10.00,5.74,100.00,100.00,inf,0.00,0.00,1
1.245,1.241,10.00,5.82,100.00,0.00,inf,0.00,0.00,1
1.266,1.262,10.00,5.74,0.00,100.00,inf,0.00,0.00,1
1.285,1.281,10.00,5.74,0.00,0.00,inf,0.00,0.00,1
1.305,1.301,10.00,5.82,100.00,100.00,inf,0.00,0.00,1
1.326,1.321,10.00,5.74,100.00,100.00,inf,0.00,0.00,1
1.345,1.341,10.00,5.68,0.00,100.00,inf,0.00,0.00,1
1.365,1.361,10.00,5.74,100.00,100.00,inf,0.00,0.00,1
1.388,1.384,10.00,5.82,100.00,100.00,inf,0.00,0.00,1
1.406,1.402,10.00,5.74,100.00,100.00,inf,0.00,0.00,1
1.425,1.421,10.00,5.82,100.00,100.00,inf,0.00,0.00,1
1.445,1.441,10.00,5.88,100.00,100.00,inf,0.00,0.00,1
1.465,1.461,10.00,5.88,100.00,100.00,inf,0.00,0.00,1
1.486,1.482,10.00,5.88,0.00,100.00,inf,0.00,0.00,1
1.505,1.501,10.00,5.82,0.00,0.00,inf,0.00,0.00,1
1.525,1.521,10.00,5.82,100.00,100.00,inf,0.00,0.00,1
1.545,1.541,10.00,5.95,100.00,100.00,inf,0.00,0.00,1
1.565,1.561,10.00,5.88,100.00,100.00,inf,0.00,0.00,1
1.585,1.581,10.00,5.88,100.00,0.00,inf,0.00,0.00,1
1.606,1.602,10.00,6.03,100.00,0.00,inf,0.00,0.00,1
1.625,1.621,10.00,5.88,0.00,0.00,inf,0.00,0.00,1
1.646,1.642,10.00,5.88,0.00,100.00,inf,0.00,0.00,1
1.665,1.661,10.00,6.03,0.00,100.00,inf,0.00,0.00,1
1.685,1.681,10.00,5.88,0.00,100.00,inf,0.00,0.00,1
1.705,1.701,10.00,5.88,100.00,100.00,inf,0.00,0.00,1
1.725,1.721,10.00,5.95,100.00,100.00,inf,0.00,0.00,1
1.745,1.741,10.00,5.88,100.00,0.00,inf,0.00,0.00,1
1.765,1.761,10.00,6.03,100.00,0.00,inf,0.00,0.00,1
1.785,1.781,10.00,6.03,100.00,100.00,inf,0.00,0.00,1
1.805,1.801,10.00,5.95,100.00,100.00,inf,0.00,0.00,1
1.826,1.822,10.00,5.95,100.00,0.00,inf,0.00,0.00,1
1.845,1.841,10.00,5.95,0.00,0.00,inf,0.00,0.00,1
1.865,1.861,10.00,5.95,100.00,100.00,inf,0.00,0.00,1
1.886,1.882,10.00,5.88,0.00,100.00,inf,0.00,0.00,1
1.905,1.901,10.00,6.03,100.00,0.00,inf,0.00,0.00,1
1.925,1.921,10.00,6.09,100.00,100.00,inf,0.00,0.00,1
1.945,1.941,10.00,5.95,100.00,100.00,inf,0.00,0.00,1
1.966,1.961,10.00,6.03,100.00,100.00,inf,0.00,0.00,1
1.986,1.982,10.00,6.09,100.00,100.00,inf,0.00,0.00,1
2.006,2.002,10.00,5.88,100.00,100.00,inf,0.00,0.00,1
2.025,2.021,10.00,6.03,100.00,100.00,inf,0.00,0.00,1
2.045,2.041,10.00,6.03,100.00,0.00,inf,0.00,0.00,1
2.065,2.061,10.00,6.03,100.00,0.00,inf,0.00,0.00,1
2.085,2.081,10.00,6.03,100.00,100.00,inf,0.00,0.00,1
2.105,2.101,10.00,6.03,100.00,100.00,inf,0.00,0.00,1
2.126,2.122,10.00,6.03,0.00,100.00,inf,0.00,0.00,1
2.145,2.141,10.00,6.03,100.00,100.00,inf,0.00,0.00,1
2.166,2.162,10.00,6.16,100.00,100.00,inf,0.00,0.00,1
2.185,2.181,10.00,6.16,0.00,0.00,inf,0.00,0.00,1
2.205,2.201,10.00,6.03,100.00,0.00,inf,0.00,0.00,1
2.226,2.221,10.00,6.09,100.00,0.00,inf,0.00,0.00,1
2.245,2.241,10.00,6.09,100.00,0.00,inf,0.00,0.00,1
2.265,2.261,10.00,6.09,100.00,100.00,inf,0.00,0.00,1
2.285,2.281,10.00,6.03,100.00,100.00,inf,0.00,0.00,1
2.305,2.301,10.00,6.16,100.00,100.00,inf,0.00,0.00,1
2.325,2.321,10.00,6.16,100.00,100.00,inf,0.00,0.00,1
2.347,2.343,10.00,6.16,100.00,100.00,inf,0.00,0.00,1
2.368,2.364,10.00,6.23,100.00,100.00,inf,0.00,0.00,1
2.387,2.383,10.00,6.23,100.00,100.00,inf,0.00,0.00,1
2.406,2.402,10.00,6.09,100.00,0.00,inf,0.00,0.00,1
2.425,2.421,10.00,6.09,100.00,100.00,inf,0.00,0.00,1
2.448,2.444,10.00,6.16,100.00,0.00,inf,0.00,0.00,1
2.467,2.463,10.00,6.09,100.00,100.00,inf,0.00,0.00,1
2.486,2.482,10.00,6.16,100.00,100.00,inf,0.00,0.00,1
2.506,2.502,10.00,6.23,100.00,100.00,inf,0.00,0.00,1
2.525,2.521,10.00,6.23,0.00,100.00,inf,0.00,0.00,1
2.545,2.541,10.00,6.16,100.00,0.00,inf,0.00,0.00,1
2.565,2.561,10.00,6.23,100.00,100.00,inf,0.00,0.00,1
2.585,2.581,10.00,6.29,100.00,100.00,inf,0.00,0.00,1
2.605,2.601,10.00,6.23,0.00,100.00,inf,0.00,0.00,1
2.626,2.622,10.00,6.23,0.00,100.00,inf,0.00,0.00,1
2.646,2.642,10.00,6.23,0.00,100.00,inf,0.00,0.00,1
2.665,2.661,10.00,6.16,100.00,100.00,inf,0.00,0.00,1
2.685,2.681,10.00,6.16,100.00,100.00,inf,0.00,0.00,1
2.705,2.701,10.00,6.29,100.00,100.00,inf,0.00,0.00,1
2.727,2.723,10.00,6.43,100.00,100.00,inf,0.00,0.00,1
2.746,2.742,10.00,6.43,100.00,0.00,inf,0.00,0.00,1
2.765,2.761,10.00,6.37,100.00,100.00,inf,0.00,0.00,1
2.786,2.782,10.00,6.37,0.00,100.00,inf,0.00,0.00,1
2.805,2.801,10.00,6.29,0.00,0.00,inf,0.00,0.00,1
2.825,2.821,10.00,6.29,0.00,0.00,inf,0.00,0.00,1
2.845,2.841,10.00,6.43,0.00,0.00,inf,0.00,0.00,1
2.865,2.861,10.00,6.50,0.00,100.00,inf,0.00,0.00,1
2.885,2.881,10.00,6.37,0.00,100.00,inf,0.00,0.00,1
2.905,2.901,10.00,6.37,0.00,100.00,inf,0.00,0.00,1
2.926,2.922,10.00,6.37,0.00,100.00,inf,0.00,0.00,1
2.948,2.944,10.00,6.23,100.00,100.00,inf,0.00,0.00,1
2.966,2.962,10.00,6.50,100.00,100.00,inf,0.00,0.00,1
2.985,2.981,10.00,6.50,100.00,100.00,inf,0.00,0.00,1
3.005,3.001,10.00,6.50,100.00,100.00,inf,0.00,0.00,1
3.026,3.022,10.00,6.58,100.00,100.00,19.65,0.00,0.00,1
3.047,3.043,10.00,6.43,100.00,100.00,19.65,0.00,0.00,1
3.065,3.061,10.00,6.43,0.00,100.00,19.65,0.00,0.00,1
3.085,3.081,10.00,6.50,0.00,0.00,19.65,0.00,0.00,1
3.105,3.101,10.00,6.58,100.00,100.00,19.65,0.00,0.00,1
3.125,3.121,10.00,6.58,100.00,100.00,19.65,0.00,0.00,1
3.146,3.142,10.00,6.58,100.00,100.00,19.65,0.00,0.00,1
3.165,3.161,10.00,6.71,100.00,0.00,19.65,0.00,0.00,1
3.186,3.182,10.00,6.71,100.00,0.00,19.65,0.00,0.00,1
3.206,3.202,10.00,6.78,0.00,0.00,19.65,0.00,0.00,1
3.225,3.221,10.00,6.64,0.00,100.00,19.65,0.00,0.00,1
3.245,3.241,10.00,6.64,0.00,100.00,19.65,0.00,0.00,1
3.266,3.262,10.00,6.71,0.00,100.00,19.65,0.00,0.00,1
3.285,3.281,10.00,6.78,100.00,100.00,19.65,0.00,0.00,1
3.306,3.302,10.00,6.78,100.00,100.00,19.65,0.00,0.00,1
3.326,3.321,10.00,6.78,100.00,0.00,19.65,0.00,0.00,1
3.345,3.341,10.00,6.71,100.00,0.00,19.65,0.00,0.00,1
3.365,3.361,10.00,6.50,100.00,100.00,19.50,0.00,0.00,1
3.386,3.382,10.00,6.78,100.00,100.00,19.50,0.00,0.00,1
3.406,3.401,10.00,7.05,100.00,0.00,19.50,0.00,0.00,1
3.425,3.421,10.00,6.92,0.00,0.00,18.20,0.00,0.00,1
3.447,3.443,10.00,6.92,100.00,0.00,18.20,0.00,0.00,1
3.465,3.461,10.00,7.05,0.00,100.00,18.20,0.00,0.00,1
3.485,3.481,10.00,6.98,100.00,0.00,18.19,0.00,0.00,1
3.507,3.503,10.00,6.92,100.00,100.00,18.19,0.00,0.00,1
3.525,3.521,10.00,7.12,100.00,100.00,17.86,0.00,0.00,1
3.547,3.542,10.00,7.05,100.00,100.00,17.86,0.00,0.00,1
3.565,3.561,10.00,6.98,0.00,100.00,17.86,0.00,0.00,1
3.585,3.581,10.00,7.12,100.00,100.00,16.63,0.00,0.00,1
3.606,3.602,10.00,7.19,100.00,100.00,16.63,0.00,0.00,1
3.625,3.621,10.00,7.19,100.00,0.00,16.63,0.00,0.00,1
3.645,3.641,10.00,7.19,100.00,0.00,18.31,0.00,0.00,1
3.668,3.664,10.00,7.12,100.00,100.00,18.31,0.00,0.00,1
3.686,3.682,10.00,7.12,100.00,100.00,18.31,0.00,0.00,1
3.706,3.702,10.00,7.05,0.00,100.00,16.19,0.00,0.00,1
3.728,3.724,10.00,6.92,100.00,100.00,16.19,0.00,0.00,1
3.747,3.743,10.00,6.92,100.00,100.00,16.19,0.00,0.00,1
3.766,3.762,10.00,7.19,0.00,0.00,18.89,0.00,0.00,1
3.788,3.784,10.00,7.19,100.00,100.00,18.89,0.00,0.00,1
3.807,3.803,10.00,7.19,100.00,0.00,18.89,0.00,0.00,1
3.825,3.821,10.00,7.26,100.00,0.00,17.40,0.00,0.00,1
3.847,3.843,10.00,7.26,0.00,100.00,17.40,0.00,0.00,1
3.866,3.862,10.00,7.19,100.00,100.00,17.40,0.00,0.00,1
3.896,3.892,10.00,7.26,100.00,100.00,14.48,0.00,0.00,1
3.914,3.910,10.00,7.33,0.00,100.00,14.48,0.00,0.00,1
3.933,3.929,10.00,7.39,100.00,0.00,13.19,0.00,0.00,1
3.954,3.949,10.00,7.39,100.00,100.00,13.19,0.00,0.00,1
3.972,3.968,10.00,7.26,100.00,100.00,13.19,0.00,0.00,1
3.991,3.987,10.00,7.33,0.00,0.00,13.04,0.00,0.00,1
4.011,4.007,10.00,7.26,100.00,100.00,13.04,0.00,0.00,1
4.029,4.025,10.00,7.12,100.00,100.00,13.04,0.00,0.00,1
4.048,4.044,10.00,6.98,100.00,100.00,15.30,0.00,0.00,1
4.098,4.094,10.00,7.05,100.00,0.00,15.30,0.00,0.00,1
4.117,4.113,10.00,7.26,100.00,0.00,16.18,0.00,0.00,1
4.136,4.132,10.00,7.53,100.00,100.00,16.18,0.00,0.00,1
4.155,4.151,10.00,7.73,100.00,100.00,16.18,0.00,0.00,1
4.174,4.170,10.00,7.80,100.00,100.00,13.61,0.00,0.00,1
4.195,4.191,10.00,7.60,0.00,100.00,13.61,0.00,0.00,1
4.213,4.209,10.00,6.98,100.00,0.00,13.61,0.00,0.00,1
4.233,4.229,10.00,6.92,100.00,100.00,14.87,0.00,0.00,1
4.260,4.256,10.00,7.12,100.00,100.00,14.87,0.00,0.00,1
4.278,4.274,10.00,7.12,100.00,100.00,14.87,0.00,0.00,1
4.297,4.293,10.00,7.26,100.00,100.00,17.36,0.00,0.00,1
4.318,4.314,10.00,7.39,0.00,100.00,17.36,0.00,0.00,1
4.337,4.333,10.00,7.53,100.00,100.00,17.36,0.00,0.00,1
4.355,4.351,10.00,7.39,0.00,100.00,17.36,0.00,0.00,1
4.374,4.370,10.00,6.84,0.00,100.00,17.36,0.00,0.00,1
4.393,4.388,10.00,6.84,100.00,100.00,17.36,0.00,0.00,1
4.411,4.407,10.00,7.33,0.00,100.00,17.36,0.00,0.00,1
4.430,4.426,10.00,7.67,100.00,100.00,17.36,0.00,0.00,1
4.448,4.444,10.00,7.73,100.00,100.00,17.36,0.00,0.00,1
4.466,4.462,10.00,7.60,100.00,100.00,17.36,0.00,0.00,1
4.485,4.481,10.00,7.26,100.00,100.00,17.36,0.00,0.00,1
4.503,4.499,10.00,7.12,100.00,0.00,17.36,0.00,0.00,1
4.522,4.518,10.00,7.33,100.00,100.00,17.36,0.00,0.00,1
4.540,4.536,10.00,7.46,100.00,0.00,17.36,0.00,0.00,1
4.559,4.555,10.00,7.33,0.00,100.00,17.36,0.00,0.00,1
4.577,4.573,10.00,7.33,100.00,0.00,15.98,0.00,0.00,1
4.597,4.593,10.00,7.33,100.00,0.00,15.98,0.00,0.00,1
4.615,4.611,10.00,7.33,100.00,0.00,15.98,0.00,0.00,1
4.634,4.630,10.00,7.33,100.00,100.00,15.98,0.00,0.00,1
4.653,4.649,10.00,7.26,100.00,0.00,15.98,0.00,0.00,1
4.671,4.667,10.00,7.12,0.00,100.00,15.98,0.00,0.00,1
4.690,4.686,10.00,7.05,100.00,0.00,15.98,0.00,0.00,1
4.708,4.704,10.00,7.05,100.00,0.00,15.98,0.00,0.00,1
4.727,4.723,10.00,7.05,0.00,100.00,15.98,0.00,0.00,1
4.745,4.741,10.00,7.05,100.00,0.00,15.98,0.00,0.00,1
4.765,4.761,10.00,7.12,100.00,0.00,15.98,0.00,0.00,1
4.785,4.781,10.00,7.26,0.00,0.00,15.98,0.00,0.00,1
4.805,4.801,10.00,7.19,100.00,100.00,15.98,0.00,0.00,1
4.825,4.821,10.00,7.19,0.00,100.00,15.98,0.00,0.00,1
4.845,4.841,10.00,7.12,0.00,100.00,15.98,0.00,0.00,1
4.865,4.861,10.00,7.12,100.00,100.00,15.98,0.00,0.00,1
4.889,4.885,10.00,7.26,100.00,100.00,15.98,0.00,0.00,1
4.907,4.903,10.00,7.33,100.00,100.00,14.63,0.00,0.00,1
4.927,4.923,10.00,7.33,100.00,100.00,14.63,0.00,0.00,1
4.946,4.942,10.00,7.39,100.00,100.00,14.63,0.00,0.00,1
4.965,4.961,10.00,7.33,100.00,100.00,14.63,0.00,0.00,1
4.985,4.981,10.00,7.19,0.00,100.00,14.63,0.00,0.00,1
5.006,5.002,10.00,7.12,0.00,0.00,14.63,0.00,0.00,1
5.025,5.021,10.00,7.05,100.00,100.00,14.63,0.00,0.00,1
5.045,5.041,10.00,6.98,100.00,100.00,14.63,0.00,0.00,1
5.065,5.061,10.00,7.05,0.00,0.00,14.63,0.00,0.00,1
5.085,5.081,10.00,7.05,0.00,0.00,14.63,0.00,0.00,1
5.105,5.101,10.00,7.05,0.00,0.00,14.63,0.00,0.00,1
5.125,5.121,10.00,7.12,100.00,100.00,14.63,0.00,0.00,1
5.145,5.141,10.00,7.19,100.00,0.00,14.63,0.00,0.00,1
5.165,5.161,10.00,7.19,100.00,100.00,14.63,0.00,0.00,1
5.185,5.181,10.00,7.33,100.00,100.00,14.63,0.00,0.00,1
5.205,5.201,10.00,7.39,0.00,100.00,14.63,0.00,0.00,1
5.225,5.221,10.00,7.39,0.00,0.00,14.63,0.00,0.00,1
5.247,5.243,10.00,7.46,100.00,100.00,11.35,0.00,0.00,1
5.270,5.266,10.00,7.39,0.00,100.00,11.35,0.00,0.00,1
5.288,5.284,10.00,7.39,100.00,100.00,11.35,0.00,0.00,1
5.307,5.303,10.00,7.33,100.00,100.00,11.35,0.00,0.00,1
5.325,5.321,10.00,7.33,100.00,100.00,11.35,0.00,0.00,1
5.345,5.341,10.00,7.33,0.00,0.00,11.35,0.00,0.00,1
5.365,5.361,10.00,7.26,0.00,100.00,11.35,0.00,0.00,1
5.389,5.385,10.00,7.19,0.00,100.00,11.35,0.00,0.00,1
5.408,5.404,10.00,7.26,100.00,100.00,10.14,0.00,0.00,1
5.429,5.425,10.00,7.33,100.00,100.00,10.14,0.00,0.00,1
5.448,5.444,10.00,7.46,100.00,0.00,10.14,0.00,0.00,1
5.466,5.462,10.00,7.53,100.00,0.00,8.68,0.00,0.00,1
5.488,5.484,10.00,7.53,100.00,0.00,8.68,0.00,0.00,1
5.506,5.502,10.00,7.73,0.00,100.00,8.68,0.00,0.00,1
5.525,5.521,10.00,7.73,100.00,100.00,8.68,0.00,0.00,1
5.545,5.541,10.00,7.67,100.00,0.00,8.68,0.00,0.00,1
5.568,5.564,10.00,7.60,0.00,0.00,8.68,0.00,0.00,1
5.586,5.582,10.00,7.39,100.00,100.00,8.68,0.00,0.00,1
5.606,5.602,10.00,7.33,0.00,100.00,8.68,0.00,0.00,1
5.626,5.622,10.00,7.39,100.00,0.00,8.68,0.00,0.00,1
5.646,5.642,10.00,7.39,100.00,100.00,16.44,0.00,0.00,1
5.667,5.663,10.00,7.39,0.00,100.00,16.44,0.00,0.00,1
5.686,5.682,10.00,7.53,100.00,100.00,16.44,0.00,0.00,1
5.706,5.702,10.00,7.67,100.00,100.00,16.44,0.00,0.00,1
5.726,5.722,10.00,7.67,100.00,100.00,16.44,0.00,0.00,1
5.745,5.741,10.00,7.73,100.00,100.00,16.44,0.00,0.00,1
5.765,5.761,10.00,7.73,100.00,0.00,16.44,0.00,0.00,1
5.786,5.781,10.00,7.73,100.00,0.00,16.44,0.00,0.00,1
5.805,5.801,10.00,7.73,100.00,100.00,16.44,0.00,0.00,1
5.826,5.822,10.00,7.73,100.00,100.00,16.44,0.00,0.00,1
5.845,5.841,10.00,7.80,0.00,0.00,16.44,0.00,0.00,1
5.866,5.862,10.00,7.88,0.00,0.00,7.22,0.00,0.00,1
5.890,5.886,10.00,7.80,100.00,100.00,7.22,0.00,0.00,1
5.908,5.904,10.00,7.80,100.00,100.00,7.22,0.00,0.00,1
5.927,5.923,10.00,7.80,100.00,100.00,18.78,0.00,0.00,1
5.947,5.943,10.00,7.80,100.00,0.00,18.78,0.00,0.00,1
5.966,5.962,10.00,7.80,100.00,100.00,18.78,0.00,0.00,1
5.985,5.981,10.00,7.88,100.00,100.00,18.78,0.00,0.00,1
6.005,6.001,10.00,7.80,100.00,0.00,18.78,0.00,0.00,1
6.025,6.021,10.00,7.80,100.00,100.00,18.78,0.00,0.00,1
6.046,6.042,10.00,7.88,100.00,0.00,18.07,0.00,0.00,1
6.066,6.062,10.00,7.88,100.00,100.00,18.07,0.00,0.00,1
6.085,6.081,10.00,7.88,100.00,100.00,18.07,0.00,0.00,1
6.108,6.104,10.00,7.88,0.00,100.00,19.48,0.00,0.00,1
6.126,6.122,10.00,7.94,0.00,100.00,19.48,0.00,0.00,1
6.145,6.141,10.00,7.88,100.00,0.00,19.03,0.00,0.00,1
6.168,6.164,10.00,7.88,0.00,100.00,19.03,0.00,0.00,1
6.187,6.183,10.00,7.94,100.00,100.00,19.03,0.00,0.00,1
6.205,6.201,10.00,8.01,0.00,100.00,18.34,0.00,0.00,1
6.229,6.225,10.00,8.01,100.00,100.00,18.34,0.00,0.00,1
6.247,6.243,10.00,7.94,100.00,100.00,18.34,0.00,0.00,1
6.266,6.262,10.00,7.88,100.00,100.00,19.78,0.00,0.00,1
6.287,6.283,10.00,7.94,100.00,100.00,19.78,0.00,0.00,1
6.305,6.301,10.00,7.88,100.00,100.00,19.78,0.00,0.00,1
6.325,6.321,10.00,7.88,100.00,100.00,19.78,0.00,0.00,1
6.345,6.341,10.00,7.94,100.00,0.00,19.78,0.00,0.00,1
6.365,6.361,10.00,7.94,0.00,100.00,19.78,0.00,0.00,1
6.385,6.381,10.00,7.88,0.00,100.00,19.78,0.00,0.00,1
6.405,6.401,10.00,7.88,100.00,100.00,19.78,0.00,0.00,1
6.425,6.421,10.00,7.88,100.00,100.00,19.93,0.00,0.00,1
6.447,6.443,10.00,8.01,100.00,100.00,19.93,0.00,0.00,1
6.466,6.462,10.00,8.01,0.00,0.00,19.93,0.00,0.00,1
6.486,6.482,10.00,8.01,100.00,100.00,19.93,0.00,0.00,1
6.505,6.501,10.00,8.07,100.00,100.00,19.93,0.00,0.00,1
6.525,6.521,10.00,8.07,0.00,100.00,19.93,0.00,0.00,1
6.545,6.541,10.00,8.07,100.00,100.00,19.93,0.00,0.00,1
6.565,6.561,10.00,8.07,100.00,100.00,19.93,0.00,0.00,1
6.586,6.582,10.00,8.01,100.00,100.00,19.93,0.00,0.00,1
6.605,6.601,10.00,8.01,100.00,100.00,19.93,0.00,0.00,1
6.625,6.621,10.00,8.01,100.00,100.00,19.93,0.00,0.00,1
6.645,6.641,10.00,8.01,100.00,100.00,19.93,0.00,0.00,1
6.667,6.663,10.00,8.07,0.00,100.00,19.93,0.00,0.00,1
6.689,6.685,10.00,7.94,0.00,0.00,19.93,0.00,0.00,1
6.708,6.704,10.00,8.01,100.00,100.00,19.93,0.00,0.00,1
6.726,6.722,10.00,8.14,0.00,100.00,19.93,0.00,0.00,1
6.745,6.741,10.00,8.14,100.00,100.00,19.93,0.00,0.00,1
6.765,6.761,10.00,8.14,100.00,0.00,19.93,0.00,0.00,1
6.786,6.782,10.00,8.21,100.00,0.00,19.93,0.00,0.00,1
6.805,6.801,10.00,8.27,0.00,0.00,19.93,0.00,0.00,1
6.828,6.824,10.00,8.21,0.00,100.00,19.93,0.00,0.00,1
6.847,6.843,10.00,8.21,0.00,100.00,19.93,0.00,0.00,1
6.866,6.862,10.00,8.07,0.00,100.00,19.93,0.00,0.00,1
6.885,6.881,10.00,8.07,100.00,100.00,19.93,0.00,0.00,1
6.906,6.902,10.00,8.14,100.00,100.00,19.93,0.00,0.00,1
6.926,6.922,10.00,8.14,100.00,0.00,19.93,0.00,0.00,1
6.945,6.941,10.00,8.01,100.00,0.00,19.93,0.00,0.00,1
6.966,6.962,10.00,8.01,100.00,100.00,19.93,0.00,0.00,1
6.985,6.981,10.00,8.07,100.00,100.00,19.93,0.00,0.00,1
7.005,7.001,10.00,8.14,100.00,0.00,19.93,0.00,0.00,1
7.025,7.021,10.00,8.21,0.00,0.00,19.93,0.00,0.00,1
7.046,7.042,10.00,8.14,100.00,100.00,19.93,0.00,0.00,1
7.065,7.061,10.00,8.07,0.00,100.00,19.93,0.00,0.00,1
7.085,7.081,10.00,8.14,0.00,100.00,19.93,0.00,0.00,1
7.106,7.102,10.00,8.21,100.00,100.00,19.93,0.00,0.00,1
7.125,7.121,10.00,8.21,100.00,100.00,19.93,0.00,0.00,1
7.148,7.144,10.00,8.21,100.00,100.00,19.93,0.00,0.00,1
7.167,7.163,10.00,8.21,100.00,100.00,19.93,0.00,0.00,1
7.185,7.181,10.00,8.14,100.00,100.00,19.93,0.00,0.00,1
7.206,7.202,10.00,8.21,100.00,100.00,19.93,0.00,0.00,1
7.225,7.221,10.00,8.21,100.00,0.00,19.93,0.00,0.00,1
7.245,7.241,10.00,8.21,100.00,100.00,19.93,0.00,0.00,1
7.265,7.261,10.00,8.14,100.00,100.00,19.93,0.00,0.00,1
7.285,7.281,10.00,8.14,100.00,100.00,19.93,0.00,0.00,1
7.305,7.301,10.00,8.21,0.00,100.00,19.93,0.00,0.00,1
7.325,7.321,10.00,8.21,100.00,100.00,19.93,0.00,0.00,1
7.347,7.343,10.00,8.21,100.00,100.00,19.93,0.00,0.00,1
7.365,7.361,10.00,8.21,0.00,0.00,19.93,0.00,0.00,1
7.385,7.381,10.00,8.27,100.00,0.00,19.93,0.00,0.00,1
7.405,7.401,10.00,8.27,100.00,0.00,19.93,0.00,0.00,1
