Session_Time,Test_Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output,Distance,Delta_Steer,Desired_Delta_Steer,Test_Number
1.877,1.873,10.00,1.37,4582079354477054263296.00,67410622316420100259840.00,inf,0.00,0.00,1
1.897,1.893,10.00,1.37,0.00,0.00,inf,0.00,0.00,1
1.917,1.913,10.00,1.37,0.00,4542237140209975273979367129088.00,inf,0.00,0.00,1
1.937,1.933,10.00,1.37,0.00,70071632703047113637888.00,inf,0.00,0.00,1
1.957,1.953,10.00,1.37,0.00,18178569192512394314889780264960.00,inf,0.00,0.00,1
1.977,1.973,10.00,1.37,18470472351195865133613056.00,50834063760536200665019608727552.00,inf,0.00,0.00,1
1.997,1.993,10.00,1.37,17201713823623816413184.00,0.00,inf,0.00,0.00,1
2.017,2.013,10.00,1.37,18753262256788033830119276544.00,0.00,inf,0.00,0.00,1
2.037,2.033,10.00,1.37,74058946825319635071147180032.00,18445692609297350171557888.00,inf,0.00,0.00,1
2.057,2.053,10.00,1.37,47340600793021127065600.00,67703549946983159431168.00,inf,0.00,0.00,1
2.078,2.074,10.00,1.37,0.00,0.00,inf,0.00,0.00,1
2.097,2.093,10.00,1.37,203062728321902075121526114353152.00,592931127296.00,inf,0.00,0.00,1
2.117,2.113,10.00,1.37,269145897741706067968.00,18445687997611331744169984.00,inf,0.00,0.00,1
2.137,2.133,10.00,1.37,303470729597047528502051999842304.00,3172565894527377123743797084160.00,inf,0.00,0.00,1
2.157,2.153,10.00,1.37,72715848373615076277486239088640.00,1125868489731623463419904.00,inf,0.00,0.00,1
2.177,2.173,10.00,1.37,0.00,69770670650748825501696.00,inf,0.00,0.00,1
2.198,2.194,10.00,1.37,62287795754684670541824.00,1090025043291269119780847616.00,7.43,0.00,0.00,1
2.217,2.213,10.00,1.37,4515649612448509364111671296.00,77781499014370852362373455413248.00,7.43,0.00,0.00,1
2.237,2.233,10.00,1.37,71462884699934407262208.00,77452274663766839628484071915520.00,7.43,0.00,0.00,1
2.259,2.254,10.00,1.37,0.00,12122153352515734304980992.00,8.06,0.00,0.00,1
2.277,2.273,10.00,1.45,0.00,4463318462705532281454547959808.00,8.06,0.00,0.00,1
2.297,2.293,10.00,1.45,1125868057386059235852288.00,63173901527038068592868327424.00,7.61,0.00,0.00,1
2.319,2.314,10.00,1.45,50845210056593047546010399670272.00,0.00,7.61,0.00,0.00,1
2.337,2.333,10.00,1.37,67137379919828277526528.00,16926154325023711559680.00,7.61,0.00,0.00,1
2.357,2.353,10.00,1.37,0.00,0.00,7.47,0.00,0.00,1
2.379,2.375,10.00,1.37,0.00,18314908652579263271141376.00,7.47,0.00,0.00,1
2.397,2.393,10.00,1.37,50840190596590007605677019627520.00,71004336011906716630765273088.00,7.47,0.00,0.00,1
2.418,2.414,10.00,1.45,0.00,71837899440905548464128.00,8.12,0.00,0.00,1
2.437,2.433,10.00,1.45,18062697619490177718996172800.00,75553514426383600475894185984.00,8.12,0.00,0.00,1
2.457,2.453,10.00,1.37,1104526102594588493144391680.00,151790133706752.00,8.12,0.00,0.00,1
2.479,2.475,10.00,1.37,18016530261344002060058624.00,0.00,8.96,0.00,0.00,1
2.497,2.493,10.00,1.37,296405868052525573426605195264.00,4515649612448509364111671296.00,8.96,0.00,0.00,1
2.517,2.513,10.00,1.45,18588953433690723766955420615180288.00,16926440303600049586176.00,9.79,0.00,0.00,1
2.539,2.535,10.00,1.45,0.00,0.00,9.79,0.00,0.00,1
2.557,2.553,10.00,1.45,19420864991525846098705370841088.00,62287795754684670541824.00,9.79,0.00,0.00,1
2.577,2.573,10.00,1.45,70071623695847858896896.00,0.00,9.51,0.00,0.00,1
2.599,2.594,10.00,1.45,18178569192512394314889780264960.00,18470472351195865133613056.00,9.51,0.00,0.00,1
2.617,2.613,10.00,1.45,50834063760536200665019608727552.00,17201713823623816413184.00,9.51,0.00,0.00,1
2.637,2.633,10.00,1.45,0.00,18753262256788033830119276544.00,9.32,0.00,0.00,1
2.659,2.655,10.00,1.45,0.00,74058946825319635071147180032.00,9.32,0.00,0.00,1
2.677,2.673,10.00,1.45,18445692609297350171557888.00,47340600793021127065600.00,9.32,0.00,0.00,1
2.697,2.693,10.00,1.45,67703549946983159431168.00,0.00,10.08,0.00,0.00,1
2.718,2.714,10.00,1.45,0.00,203062863721593871959993681444864.00,10.08,0.00,0.00,1
2.737,2.733,10.00,1.45,592931127296.00,269145897741706067968.00,10.08,0.00,0.00,1
2.759,2.755,10.00,1.45,18445687997611331744169984.00,303470729597047528502051999842304.00,10.16,0.00,0.00,1
2.777,2.773,10.00,1.45,3172565894527377123743797084160.00,72715848373615076277486239088640.00,10.16,0.00,0.00,1
2.797,2.793,10.00,1.52,1125868489731623463419904.00,0.00,10.16,0.00,0.00,1
2.818,2.814,10.00,1.52,69770670650748825501696.00,247923388185164382208.00,9.76,0.00,0.00,1
2.837,2.833,10.00,1.52,18060881869577514340411506688.00,42002844.00,9.76,0.00,0.00,1
2.857,2.853,10.00,1.52,0.00,70071632703047113637888.00,9.76,0.00,0.00,1
2.881,2.877,10.00,1.52,4582079354477054263296.00,67410622316420100259840.00,10.03,0.00,0.00,1
2.899,2.895,10.00,1.52,0.00,0.00,10.03,0.00,0.00,1
2.917,2.913,10.00,1.52,0.00,4542237140209975273979367129088.00,11.15,0.00,0.00,1
2.972,2.968,10.00,1.52,0.00,70071632703047113637888.00,11.15,0.00,0.00,1
2.990,2.986,10.00,1.52,0.00,18178569192512394314889780264960.00,12.28,0.00,0.00,1
3.007,3.003,10.00,1.52,18470472351195865133613056.00,50834063760536200665019608727552.00,12.28,0.00,0.00,1
3.025,3.021,10.00,1.52,17201713823623816413184.00,0.00,12.28,0.00,0.00,1
3.043,3.039,10.00,1.52,18753262256788033830119276544.00,0.00,11.90,0.00,0.00,1
3.060,3.056,10.00,1.59,74058946825319635071147180032.00,18445692609297350171557888.00,11.90,0.00,0.00,1
3.078,3.074,10.00,1.59,47340600793021127065600.00,67703549946983159431168.00,11.90,0.00,0.00,1
3.096,3.092,10.00,1.59,0.00,0.00,10.17,0.00,0.00,1
3.114,3.109,10.00,1.59,203097429328628293437356880429056.00,592931127296.00,10.17,0.00,0.00,1
3.131,3.127,10.00,1.59,269145897741706067968.00,18445687997611331744169984.00,10.17,0.00,0.00,1
3.149,3.145,10.00,1.59,303470729597047528502051999842304.00,3172565894527377123743797084160.00,10.27,0.00,0.00,1
3.167,3.163,10.00,1.59,72715848373615076277486239088640.00,1125868489731623463419904.00,10.27,0.00,0.00,1
3.184,3.180,10.00,1.59,0.00,69770670650748825501696.00,10.27,0.00,0.00,1
3.202,3.198,10.00,1.59,62287795754684670541824.00,1090025043291269119780847616.00,10.27,0.00,0.00,1
3.220,3.216,10.00,1.59,4515649612448509364111671296.00,77781499014370852362373455413248.00,10.83,0.00,0.00,1
3.238,3.234,10.00,1.59,71462884699934407262208.00,77452274663766839628484071915520.00,10.83,0.00,0.00,1
3.257,3.253,10.00,1.66,0.00,12122153352515734304980992.00,10.83,0.00,0.00,1
3.279,3.275,10.00,1.66,0.00,4463318462705532281454547959808.00,12.81,0.00,0.00,1
3.297,3.293,10.00,1.66,1125868057386059235852288.00,63173901527038068592868327424.00,12.81,0.00,0.00,1
3.317,3.313,10.00,1.66,50845210056593047546010399670272.00,0.00,12.81,0.00,0.00,1
3.337,3.333,10.00,1.66,67137379919828277526528.00,16926154325023711559680.00,12.81,0.00,0.00,1
3.357,3.353,10.00,1.74,0.00,0.00,12.81,0.00,0.00,1
3.377,3.373,10.00,1.74,0.00,18314908652579263271141376.00,12.81,0.00,0.00,1
3.398,3.394,10.00,1.74,50840190596590007605677019627520.00,71004336011906716630765273088.00,15.58,0.00,0.00,1
3.417,3.413,10.00,1.74,0.00,71837899440905548464128.00,15.58,0.00,0.00,1
3.437,3.433,10.00,1.74,18062697619490177718996172800.00,75553514426383600475894185984.00,14.89,0.00,0.00,1
3.459,3.455,10.00,1.74,1104526102594588493144391680.00,151790133706752.00,14.89,0.00,0.00,1
3.477,3.473,10.00,1.80,18016530261344002060058624.00,0.00,14.89,0.00,0.00,1
3.497,3.493,10.00,1.80,296405868052525573426605195264.00,4515649612448509364111671296.00,18.74,0.00,0.00,1
3.518,3.514,10.00,1.80,18588953433690723766955420615180288.00,16926440303600049586176.00,18.74,0.00,0.00,1
3.537,3.533,10.00,1.80,0.00,0.00,18.74,0.00,0.00,1
3.557,3.553,10.00,1.80,19420861364748387254817846722560.00,62287795754684670541824.00,18.74,0.00,0.00,1
3.577,3.573,10.00,1.80,1090025043291269119780847616.00,4515649612448509364111671296.00,18.74,0.00,0.00,1
3.597,3.593,10.00,1.80,77781499014370852362373455413248.00,71462884699934407262208.00,18.74,0.00,0.00,1
3.618,3.614,10.00,1.88,77452274663766839628484071915520.00,0.00,17.79,0.00,0.00,1
3.638,3.634,10.00,1.88,12122153352515734304980992.00,0.00,17.79,0.00,0.00,1
3.657,3.653,10.00,1.88,4463318462705532281454547959808.00,1125868057386059235852288.00,17.79,0.00,0.00,1
3.677,3.673,10.00,1.94,63173901527038068592868327424.00,50845210056593047546010399670272.00,17.79,0.00,0.00,1
3.697,3.693,10.00,2.02,0.00,67137379919828277526528.00,17.79,0.00,0.00,1
3.717,3.713,10.00,2.02,16926154325023711559680.00,0.00,17.79,0.00,0.00,1
3.737,3.733,10.00,2.10,0.00,0.00,17.79,0.00,0.00,1
3.757,3.753,10.00,2.16,18314908652579263271141376.00,50840190596590007605677019627520.00,17.79,0.00,0.00,1
3.779,3.775,10.00,2.31,71004336011906716630765273088.00,0.00,17.79,0.00,0.00,1
3.797,3.793,10.00,2.37,71837899440905548464128.00,18062697619490177718996172800.00,17.79,0.00,0.00,1
3.817,3.813,10.00,2.51,75553514426383600475894185984.00,1104526102594588493144391680.00,17.79,0.00,0.00,1
3.837,3.833,10.00,2.59,592930209792.00,269145897741706067968.00,17.79,0.00,0.00,1
3.857,3.853,10.00,2.66,18445687997611331744169984.00,303470729597047528502051999842304.00,17.79,0.00,0.00,1
3.877,3.873,10.00,2.80,3172565894527377123743797084160.00,72715848373615076277486239088640.00,17.79,0.00,0.00,1
3.899,3.895,10.00,2.94,1125868489731623463419904.00,0.00,17.79,0.00,0.00,1
3.917,3.913,10.00,3.02,69770670650748825501696.00,247923388185164382208.00,17.79,0.00,0.00,1
3.937,3.933,10.00,3.08,18060881869577514340411506688.00,42002844.00,17.79,0.00,0.00,1
3.957,3.953,10.00,3.23,0.00,70071632703047113637888.00,17.79,0.00,0.00,1
3.977,3.973,10.00,3.29,4582079354477054263296.00,67410622316420100259840.00,17.79,0.00,0.00,1
3.997,3.993,10.00,3.44,0.00,0.00,17.79,0.00,0.00,1
4.017,4.013,10.00,3.51,0.00,4542237140209975273979367129088.00,17.79,0.00,0.00,1
4.037,4.033,10.00,3.58,0.00,70071632703047113637888.00,17.79,0.00,0.00,1
4.057,4.053,10.00,3.65,0.00,18178569192512394314889780264960.00,17.79,0.00,0.00,1
4.077,4.073,10.00,3.80,18470472351195865133613056.00,50834063760536200665019608727552.00,17.79,0.00,0.00,1
4.097,4.093,10.00,3.86,17201713823623816413184.00,0.00,17.79,0.00,0.00,1
4.117,4.113,10.00,3.86,18753262256788033830119276544.00,0.00,17.79,0.00,0.00,1
4.137,4.133,10.00,4.01,74058946825319635071147180032.00,18445692609297350171557888.00,17.79,0.00,0.00,1
4.157,4.153,10.00,4.07,47340600793021127065600.00,67703549946983159431168.00,17.79,0.00,0.00,1
4.177,4.173,10.00,4.14,0.00,0.00,17.79,0.00,0.00,1
4.197,4.193,10.00,4.07,203067757453311671978892892045312.00,592931127296.00,17.79,0.00,0.00,1
4.217,4.213,10.00,4.14,269145897741706067968.00,18445687997611331744169984.00,17.79,0.00,0.00,1
4.237,4.233,10.00,4.21,303470729597047528502051999842304.00,3172565894527377123743797084160.00,17.79,0.00,0.00,1
4.257,4.253,10.00,4.28,72715848373615076277486239088640.00,1125868489731623463419904.00,17.79,0.00,0.00,1
4.277,4.273,10.00,4.42,0.00,69770670650748825501696.00,17.79,0.00,0.00,1
4.297,4.293,10.00,4.42,62287795754684670541824.00,1090025043291269119780847616.00,17.79,0.00,0.00,1
4.317,4.313,10.00,4.49,4515649612448509364111671296.00,77781499014370852362373455413248.00,17.79,0.00,0.00,1
4.337,4.333,10.00,4.49,71462884699934407262208.00,77452274663766839628484071915520.00,17.79,0.00,0.00,1
4.357,4.353,10.00,4.49,0.00,12122153352515734304980992.00,12.99,0.00,0.00,1
4.378,4.374,10.00,4.49,0.00,4463318462705532281454547959808.00,12.99,0.00,0.00,1
4.397,4.393,10.00,4.49,1125868057386059235852288.00,63173901527038068592868327424.00,12.99,0.00,0.00,1
4.419,4.415,10.00,4.49,50845210056593047546010399670272.00,0.00,12.97,0.00,0.00,1
4.437,4.433,10.00,4.57,67137379919828277526528.00,16926154325023711559680.00,12.97,0.00,0.00,1
4.459,4.455,10.00,4.57,0.00,0.00,12.97,0.00,0.00,1
4.477,4.473,10.00,4.57,0.00,18314908652579263271141376.00,12.97,0.00,0.00,1
4.497,4.493,10.00,4.63,50840190596590007605677019627520.00,71004336011906716630765273088.00,12.97,0.00,0.00,1
4.517,4.513,10.00,4.63,0.00,71837899440905548464128.00,12.97,0.00,0.00,1
4.537,4.533,10.00,4.63,18062697619490177718996172800.00,75553514426383600475894185984.00,12.97,0.00,0.00,1
4.557,4.553,10.00,4.63,1104526102594588493144391680.00,151790133706752.00,12.97,0.00,0.00,1
4.577,4.573,10.00,4.70,18016530261344002060058624.00,0.00,12.97,0.00,0.00,1
4.597,4.593,10.00,4.70,296405868052525573426605195264.00,4515649612448509364111671296.00,12.97,0.00,0.00,1
4.617,4.613,10.00,4.63,18588953433690723766955420615180288.00,16926440303600049586176.00,12.97,0.00,0.00,1
4.637,4.633,10.00,4.70,0.00,0.00,12.97,0.00,0.00,1
4.657,4.653,10.00,4.63,19420869827229124557222069665792.00,62287795754684670541824.00,12.97,0.00,0.00,1
4.678,4.674,10.00,4.63,1090025043291269119780847616.00,4515649612448509364111671296.00,12.97,0.00,0.00,1
4.697,4.693,10.00,4.70,77781499014370852362373455413248.00,71462884699934407262208.00,12.97,0.00,0.00,1
4.717,4.713,10.00,4.57,77452274663766839628484071915520.00,0.00,12.97,0.00,0.00,1
4.737,4.733,10.00,4.42,12122153352515734304980992.00,0.00,12.97,0.00,0.00,1
4.757,4.753,10.00,4.49,4463318462705532281454547959808.00,1125868057386059235852288.00,12.97,0.00,0.00,1
4.777,4.773,10.00,4.57,63173901527038068592868327424.00,50845210056593047546010399670272.00,12.97,0.00,0.00,1
4.797,4.793,10.00,4.49,0.00,67137379919828277526528.00,12.97,0.00,0.00,1
4.817,4.813,10.00,4.49,16926154325023711559680.00,0.00,12.97,0.00,0.00,1
4.837,4.833,10.00,4.63,0.00,0.00,12.97,0.00,0.00,1
4.857,4.853,10.00,4.57,18314908652579263271141376.00,50840190596590007605677019627520.00,12.97,0.00,0.00,1
4.877,4.873,10.00,4.49,71004336011906716630765273088.00,0.00,12.97,0.00,0.00,1
4.897,4.893,10.00,4.57,71837899440905548464128.00,18062697619490177718996172800.00,12.97,0.00,0.00,1
4.917,4.913,10.00,4.57,75553514426383600475894185984.00,1104526102594588493144391680.00,12.97,0.00,0.00,1
4.937,4.933,10.00,4.49,592930209792.00,269145897741706067968.00,12.97,0.00,0.00,1
4.957,4.953,10.00,4.49,18445687997611331744169984.00,303470729597047528502051999842304.00,12.97,0.00,0.00,1
4.977,4.973,10.00,4.49,3172565894527377123743797084160.00,72715848373615076277486239088640.00,12.97,0.00,0.00,1
4.997,4.993,10.00,4.28,1125868489731623463419904.00,0.00,12.97,0.00,0.00,1
5.017,5.013,10.00,4.07,69770670650748825501696.00,247923388185164382208.00,12.97,0.00,0.00,1
5.037,5.033,10.00,4.07,18060881869577514340411506688.00,42002844.00,12.97,0.00,0.00,1
5.057,5.053,10.00,4.07,0.00,70071632703047113637888.00,12.97,0.00,0.00,1
5.077,5.073,10.00,4.14,4582079354477054263296.00,67410622316420100259840.00,12.97,0.00,0.00,1
5.097,5.093,10.00,4.28,0.00,0.00,12.97,0.00,0.00,1
5.117,5.113,10.00,4.36,0.00,4542237140209975273979367129088.00,12.97,0.00,0.00,1
5.137,5.133,10.00,4.28,0.00,70071632703047113637888.00,19.85,0.00,0.00,1
5.158,5.154,10.00,4.28,0.00,18178569192512394314889780264960.00,19.85,0.00,0.00,1
5.177,5.173,10.00,4.21,18470472351195865133613056.00,50834063760536200665019608727552.00,19.85,0.00,0.00,1
5.199,5.195,10.00,4.14,17201713823623816413184.00,0.00,12.16,0.00,0.00,1
5.217,5.213,10.00,4.14,18753262256788033830119276544.00,0.00,12.16,0.00,0.00,1
5.237,5.233,10.00,4.14,74058946825319635071147180032.00,18445692609297350171557888.00,12.16,0.00,0.00,1
5.259,5.255,10.00,4.14,47340600793021127065600.00,67703549946983159431168.00,11.06,0.00,0.00,1
5.277,5.273,10.00,4.14,0.00,0.00,11.06,0.00,0.00,1
5.298,5.294,10.00,4.14,203077719002065296523292470935552.00,592931127296.00,10.00,0.00,0.00,1
5.319,5.315,10.00,4.14,269145897741706067968.00,18445687997611331744169984.00,10.00,0.00,0.00,1
5.337,5.333,10.00,4.07,303470729597047528502051999842304.00,3172565894527377123743797084160.00,10.00,0.00,0.00,1
5.357,5.353,10.00,4.07,72715848373615076277486239088640.00,1125868489731623463419904.00,9.96,0.00,0.00,1
5.378,5.374,10.00,4.07,0.00,69770670650748825501696.00,9.96,0.00,0.00,1
5.397,5.393,10.00,4.07,247923388185164382208.00,18060881869577514340411506688.00,9.96,0.00,0.00,1
5.417,5.413,10.00,4.01,42002844.00,0.00,9.96,0.00,0.00,1
5.437,5.433,10.00,4.01,70071632703047113637888.00,4582079354477054263296.00,9.96,0.00,0.00,1
5.457,5.453,10.00,4.01,67410622316420100259840.00,0.00,9.96,0.00,0.00,1
5.480,5.476,10.00,4.01,0.00,0.00,12.35,0.00,0.00,1
5.498,5.494,10.00,4.01,4542237140209975273979367129088.00,0.00,12.35,0.00,0.00,1
5.517,5.513,10.00,4.07,70071632703047113637888.00,0.00,12.81,0.00,0.00,1
5.539,5.535,10.00,4.07,18178569192512394314889780264960.00,18470472351195865133613056.00,12.81,0.00,0.00,1
5.557,5.553,10.00,4.01,50834063760536200665019608727552.00,17201713823623816413184.00,12.81,0.00,0.00,1
5.579,5.574,10.00,4.01,0.00,18314908652579263271141376.00,13.95,0.00,0.00,1
5.597,5.593,10.00,4.01,50840190596590007605677019627520.00,71004336011906716630765273088.00,13.95,0.00,0.00,1
5.617,5.613,10.00,4.01,0.00,71837899440905548464128.00,13.95,0.00,0.00,1
