Session_Time,Test_Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output,Distance,Delta_Steer,Desired_Delta_Steer,Test_Number
76.447,76.443,10.00,3.80,100.00,100.00,8.21,0.00,0.00,1
76.466,76.462,10.00,3.86,100.00,100.00,8.21,0.00,0.00,1
76.486,76.482,10.00,3.86,100.00,100.00,8.09,0.00,0.00,1
76.507,76.503,10.00,3.86,100.00,100.00,8.09,0.00,0.00,1
76.526,76.522,10.00,3.86,100.00,0.00,7.98,0.00,0.00,1
76.549,76.545,10.00,3.93,100.00,0.00,7.98,0.00,0.00,1
76.567,76.563,10.00,3.93,100.00,100.00,7.98,0.00,0.00,1
76.586,76.582,10.00,3.86,100.00,100.00,8.09,0.00,0.00,1
76.609,76.605,10.00,3.86,100.00,100.00,8.09,0.00,0.00,1
76.627,76.623,10.00,3.93,100.00,100.00,8.09,0.00,0.00,1
76.646,76.642,10.00,3.93,100.00,100.00,8.14,0.00,0.00,1
76.667,76.663,10.00,3.86,0.00,0.00,8.14,0.00,0.00,1
76.686,76.682,10.00,3.86,100.00,0.00,8.14,0.00,0.00,1
76.706,76.702,10.00,3.93,100.00,0.00,8.10,0.00,0.00,1
76.727,76.723,10.00,3.93,0.00,0.00,8.10,0.00,0.00,1
76.746,76.742,10.00,3.86,0.00,0.00,8.10,0.00,0.00,1
76.767,76.763,10.00,3.93,100.00,0.00,17.55,0.00,0.00,1
76.786,76.782,10.00,3.93,0.00,100.00,17.55,0.00,0.00,1
76.806,76.802,10.00,3.86,0.00,0.00,17.53,0.00,0.00,1
76.828,76.824,10.00,3.93,100.00,100.00,17.53,0.00,0.00,1
76.847,76.843,10.00,3.93,100.00,100.00,17.53,0.00,0.00,1
76.866,76.862,10.00,3.93,100.00,100.00,19.43,0.00,0.00,1
76.888,76.884,10.00,3.86,0.00,100.00,19.43,0.00,0.00,1
76.907,76.903,10.00,3.93,100.00,0.00,19.43,0.00,0.00,1
76.926,76.922,10.00,3.93,100.00,0.00,19.43,0.00,0.00,1
76.946,76.942,10.00,3.86,100.00,0.00,19.43,0.00,0.00,1
76.966,76.962,10.00,3.86,100.00,100.00,19.43,0.00,0.00,1
76.986,76.982,10.00,3.86,100.00,100.00,19.43,0.00,0.00,1
77.006,77.002,10.00,3.93,0.00,100.00,19.43,0.00,0.00,1
77.026,77.022,10.00,3.93,100.00,100.00,19.43,0.00,0.00,1
77.046,77.042,10.00,3.86,100.00,100.00,19.43,0.00,0.00,1
77.066,77.062,10.00,3.93,100.00,100.00,19.43,0.00,0.00,1
77.086,77.082,10.00,3.93,100.00,0.00,19.43,0.00,0.00,1
77.106,77.102,10.00,3.93,100.00,0.00,19.43,0.00,0.00,1
77.126,77.122,10.00,3.93,100.00,100.00,19.43,0.00,0.00,1
77.146,77.142,10.00,3.93,100.00,0.00,19.43,0.00,0.00,1
77.166,77.162,10.00,3.93,100.00,0.00,19.43,0.00,0.00,1
77.186,77.182,10.00,3.93,100.00,100.00,19.43,0.00,0.00,1
77.206,77.202,10.00,3.93,100.00,100.00,19.43,0.00,0.00,1
77.226,77.222,10.00,3.93,0.00,100.00,19.43,0.00,0.00,1
77.248,77.244,10.00,3.93,100.00,0.00,19.43,0.00,0.00,1
77.269,77.265,10.00,3.93,100.00,100.00,19.43,0.00,0.00,1
77.288,77.284,10.00,3.93,0.00,100.00,19.43,0.00,0.00,1
77.306,77.302,10.00,3.93,0.00,100.00,19.43,0.00,0.00,1
77.326,77.322,10.00,4.01,0.00,100.00,19.75,0.00,0.00,1
77.347,77.343,10.00,4.01,100.00,100.00,19.75,0.00,0.00,1
77.366,77.362,10.00,4.01,100.00,100.00,7.55,0.00,0.00,1
77.387,77.383,10.00,4.01,100.00,100.00,7.55,0.00,0.00,1
77.411,77.407,10.00,4.07,100.00,100.00,7.55,0.00,0.00,1
77.430,77.426,10.00,4.07,100.00,100.00,13.79,0.00,0.00,1
77.451,77.447,10.00,4.07,0.00,0.00,13.79,0.00,0.00,1
77.470,77.466,10.00,4.07,100.00,100.00,13.79,0.00,0.00,1
77.488,77.484,10.00,4.07,100.00,100.00,11.77,0.00,0.00,1
77.510,77.506,10.00,4.07,100.00,0.00,11.77,0.00,0.00,1
77.529,77.525,10.00,4.07,100.00,0.00,11.77,0.00,0.00,1
77.547,77.543,10.00,4.07,0.00,100.00,11.77,0.00,0.00,1
77.568,77.564,10.00,4.14,0.00,100.00,11.77,0.00,0.00,1
77.587,77.583,10.00,4.14,0.00,100.00,11.77,0.00,0.00,1
77.606,77.602,10.00,4.14,100.00,100.00,11.77,0.00,0.00,1
77.626,77.622,10.00,4.14,100.00,100.00,11.77,0.00,0.00,1
77.646,77.642,10.00,4.21,100.00,100.00,11.77,0.00,0.00,1
77.666,77.662,10.00,4.21,100.00,100.00,11.77,0.00,0.00,1
77.686,77.682,10.00,4.21,100.00,100.00,11.77,0.00,0.00,1
77.706,77.702,10.00,4.21,100.00,100.00,11.77,0.00,0.00,1
77.726,77.722,10.00,4.21,100.00,100.00,18.05,0.00,0.00,1
77.747,77.743,10.00,4.21,100.00,100.00,18.05,0.00,0.00,1
77.766,77.762,10.00,4.21,0.00,100.00,18.05,0.00,0.00,1
77.787,77.783,10.00,4.21,0.00,0.00,15.88,0.00,0.00,1
77.806,77.802,10.00,4.21,100.00,100.00,15.88,0.00,0.00,1
77.826,77.822,10.00,4.21,100.00,100.00,15.64,0.00,0.00,1
77.848,77.844,10.00,4.28,100.00,0.00,15.64,0.00,0.00,1
77.866,77.862,10.00,4.28,100.00,0.00,15.64,0.00,0.00,1
77.886,77.882,10.00,4.28,100.00,0.00,19.35,0.00,0.00,1
77.908,77.904,10.00,4.36,100.00,100.00,19.35,0.00,0.00,1
77.927,77.923,10.00,4.36,0.00,100.00,19.35,0.00,0.00,1
77.948,77.944,10.00,4.36,0.00,100.00,19.93,0.00,0.00,1
77.969,77.965,10.00,4.42,100.00,100.00,19.93,0.00,0.00,1
77.988,77.984,10.00,4.42,100.00,0.00,19.93,0.00,0.00,1
78.006,78.002,10.00,4.42,100.00,100.00,19.93,0.00,0.00,1
78.026,78.022,10.00,4.42,100.00,100.00,19.93,0.00,0.00,1
78.047,78.043,10.00,4.42,100.00,0.00,19.93,0.00,0.00,1
78.066,78.062,10.00,4.49,100.00,100.00,19.93,0.00,0.00,1
78.086,78.082,10.00,4.49,100.00,100.00,19.93,0.00,0.00,1
78.106,78.102,10.00,4.49,0.00,100.00,19.93,0.00,0.00,1
78.127,78.123,10.00,4.49,0.00,0.00,19.93,0.00,0.00,1
78.146,78.142,10.00,4.57,100.00,100.00,19.93,0.00,0.00,1
78.166,78.162,10.00,4.57,100.00,100.00,19.93,0.00,0.00,1
78.186,78.182,10.00,4.57,0.00,100.00,19.93,0.00,0.00,1
78.206,78.202,10.00,4.57,100.00,0.00,19.93,0.00,0.00,1
78.226,78.222,10.00,4.57,100.00,0.00,19.93,0.00,0.00,1
78.246,78.242,10.00,4.57,0.00,0.00,19.93,0.00,0.00,1
78.266,78.262,10.00,4.57,0.00,100.00,19.93,0.00,0.00,1
78.286,78.282,10.00,4.57,0.00,100.00,19.93,0.00,0.00,1
78.306,78.302,10.00,4.57,100.00,100.00,19.93,0.00,0.00,1
78.326,78.322,10.00,4.57,100.00,100.00,19.93,0.00,0.00,1
78.346,78.342,10.00,4.63,100.00,100.00,19.93,0.00,0.00,1
78.366,78.362,10.00,4.63,100.00,0.00,19.93,0.00,0.00,1
78.386,78.382,10.00,4.63,100.00,100.00,19.93,0.00,0.00,1
78.406,78.402,10.00,4.63,100.00,100.00,19.93,0.00,0.00,1
78.427,78.423,10.00,4.63,100.00,100.00,19.73,0.00,0.00,1
78.448,78.444,10.00,4.63,100.00,100.00,19.73,0.00,0.00,1
78.467,78.463,10.00,4.63,0.00,0.00,19.73,0.00,0.00,1
78.486,78.482,10.00,4.70,100.00,100.00,19.73,0.00,0.00,1
78.506,78.502,10.00,4.63,0.00,100.00,19.73,0.00,0.00,1
78.526,78.522,10.00,4.63,100.00,0.00,19.73,0.00,0.00,1
78.546,78.542,10.00,4.63,100.00,100.00,19.73,0.00,0.00,1
78.566,78.562,10.00,4.63,100.00,100.00,19.73,0.00,0.00,1
78.586,78.582,10.00,4.63,100.00,100.00,19.73,0.00,0.00,1
78.606,78.602,10.00,4.70,100.00,100.00,19.73,0.00,0.00,1
78.626,78.622,10.00,4.70,100.00,100.00,19.73,0.00,0.00,1
78.646,78.642,10.00,4.70,100.00,100.00,19.73,0.00,0.00,1
78.666,78.662,10.00,4.70,100.00,0.00,19.73,0.00,0.00,1
78.686,78.682,10.00,4.77,100.00,0.00,19.73,0.00,0.00,1
78.706,78.702,10.00,4.77,100.00,100.00,19.73,0.00,0.00,1
78.726,78.722,10.00,4.77,100.00,100.00,19.73,0.00,0.00,1
78.746,78.742,10.00,4.84,0.00,100.00,19.03,0.00,0.00,1
78.768,78.764,10.00,4.84,100.00,100.00,19.03,0.00,0.00,1
78.786,78.782,10.00,4.84,100.00,100.00,19.03,0.00,0.00,1
78.806,78.802,10.00,4.84,0.00,0.00,19.03,0.00,0.00,1
78.826,78.822,10.00,4.84,100.00,0.00,19.03,0.00,0.00,1
78.846,78.842,10.00,4.84,100.00,0.00,19.03,0.00,0.00,1
78.866,78.862,10.00,4.84,100.00,0.00,19.03,0.00,0.00,1
78.886,78.882,10.00,4.84,0.00,100.00,19.03,0.00,0.00,1
78.906,78.902,10.00,4.84,100.00,100.00,19.03,0.00,0.00,1
78.926,78.922,10.00,4.92,0.00,100.00,19.03,0.00,0.00,1
78.946,78.942,10.00,4.92,100.00,100.00,19.03,0.00,0.00,1
78.966,78.962,10.00,4.84,100.00,100.00,19.03,0.00,0.00,1
78.986,78.982,10.00,4.92,100.00,100.00,19.03,0.00,0.00,1
79.006,79.002,10.00,4.92,100.00,0.00,19.03,0.00,0.00,1
79.026,79.022,10.00,4.92,100.00,0.00,19.03,0.00,0.00,1
79.046,79.042,10.00,4.92,100.00,100.00,19.03,0.00,0.00,1
79.066,79.062,10.00,4.92,100.00,0.00,19.03,0.00,0.00,1
79.086,79.082,10.00,4.92,100.00,0.00,19.46,0.00,0.00,1
79.109,79.105,10.00,4.92,100.00,100.00,19.46,0.00,0.00,1
79.128,79.124,10.00,4.92,0.00,100.00,19.46,0.00,0.00,1
79.146,79.142,10.00,4.84,0.00,100.00,19.46,0.00,0.00,1
79.166,79.162,10.00,4.84,100.00,0.00,19.46,0.00,0.00,1
79.186,79.182,10.00,4.84,100.00,100.00,19.46,0.00,0.00,1
79.206,79.202,10.00,4.84,100.00,100.00,19.46,0.00,0.00,1
79.226,79.222,10.00,4.84,0.00,100.00,19.46,0.00,0.00,1
79.246,79.242,10.00,4.84,0.00,100.00,19.46,0.00,0.00,1
79.267,79.263,10.00,4.84,0.00,100.00,19.46,0.00,0.00,1
79.286,79.282,10.00,4.84,100.00,100.00,19.46,0.00,0.00,1
79.306,79.302,10.00,4.92,100.00,0.00,19.46,0.00,0.00,1
79.326,79.322,10.00,4.92,100.00,100.00,19.46,0.00,0.00,1
79.346,79.342,10.00,4.84,100.00,100.00,19.46,0.00,0.00,1
79.366,79.362,10.00,4.92,100.00,0.00,19.46,0.00,0.00,1
79.386,79.382,10.00,4.92,0.00,100.00,19.46,0.00,0.00,1
79.406,79.402,10.00,4.84,0.00,100.00,19.46,0.00,0.00,1
79.426,79.422,10.00,4.84,100.00,100.00,19.46,0.00,0.00,1
79.446,79.442,10.00,4.84,100.00,100.00,19.46,0.00,0.00,1
79.466,79.462,10.00,4.84,100.00,100.00,19.46,0.00,0.00,1
79.486,79.482,10.00,4.84,0.00,100.00,19.46,0.00,0.00,1
79.506,79.502,10.00,4.84,100.00,100.00,19.46,0.00,0.00,1
79.526,79.522,10.00,4.84,100.00,0.00,19.46,0.00,0.00,1
79.546,79.542,10.00,4.84,0.00,0.00,19.46,0.00,0.00,1
79.566,79.562,10.00,4.84,0.00,0.00,19.46,0.00,0.00,1
79.586,79.582,10.00,4.84,0.00,0.00,19.46,0.00,0.00,1
79.606,79.602,10.00,4.84,100.00,100.00,19.46,0.00,0.00,1
79.626,79.622,10.00,4.84,0.00,0.00,19.46,0.00,0.00,1
79.646,79.642,10.00,4.84,100.00,100.00,19.96,0.00,0.00,1
79.669,79.665,10.00,4.84,100.00,0.00,19.96,0.00,0.00,1
79.687,79.683,10.00,4.84,100.00,0.00,19.96,0.00,0.00,1
79.706,79.702,10.00,4.84,0.00,100.00,19.96,0.00,0.00,1
79.726,79.722,10.00,4.77,100.00,100.00,19.96,0.00,0.00,1
79.746,79.742,10.00,4.77,100.00,100.00,19.96,0.00,0.00,1
79.766,79.762,10.00,4.77,0.00,100.00,19.96,0.00,0.00,1
79.786,79.782,10.00,4.77,100.00,100.00,19.96,0.00,0.00,1
79.806,79.802,10.00,4.77,100.00,100.00,19.96,0.00,0.00,1
79.826,79.822,10.00,4.77,100.00,100.00,19.96,0.00,0.00,1
79.846,79.842,10.00,4.77,100.00,100.00,19.96,0.00,0.00,1
79.866,79.862,10.00,4.77,100.00,100.00,19.96,0.00,0.00,1
79.886,79.882,10.00,4.84,100.00,100.00,19.96,0.00,0.00,1
79.906,79.902,10.00,4.84,0.00,100.00,19.96,0.00,0.00,1
79.926,79.923,10.00,4.84,100.00,0.00,19.96,0.00,0.00,1
79.946,79.942,10.00,4.84,100.00,100.00,19.96,0.00,0.00,1
79.966,79.962,10.00,4.84,100.00,100.00,19.96,0.00,0.00,1
79.986,79.982,10.00,4.84,100.00,100.00,19.96,0.00,0.00,1
80.007,80.003,10.00,4.84,100.00,0.00,19.96,0.00,0.00,1
80.026,80.022,10.00,4.84,100.00,0.00,19.96,0.00,0.00,1
80.046,80.042,10.00,4.84,0.00,0.00,19.96,0.00,0.00,1
80.066,80.062,10.00,4.84,0.00,100.00,19.96,0.00,0.00,1
80.086,80.082,10.00,4.84,0.00,100.00,19.96,0.00,0.00,1
80.106,80.102,10.00,4.84,0.00,100.00,19.96,0.00,0.00,1
80.126,80.122,10.00,4.84,100.00,100.00,19.96,0.00,0.00,1
80.146,80.142,10.00,4.84,100.00,100.00,19.96,0.00,0.00,1
80.166,80.162,10.00,4.84,100.00,100.00,19.96,0.00,0.00,1
80.186,80.182,10.00,4.84,100.00,0.00,19.96,0.00,0.00,1
80.206,80.202,10.00,4.84,100.00,100.00,19.96,0.00,0.00,1
80.226,80.222,10.00,4.84,100.00,100.00,19.96,0.00,0.00,1
80.246,80.242,10.00,4.84,0.00,100.00,19.96,0.00,0.00,1
80.266,80.262,10.00,4.84,0.00,0.00,19.96,0.00,0.00,1
80.286,80.282,10.00,4.84,100.00,100.00,19.96,0.00,0.00,1
80.306,80.302,10.00,4.84,0.00,100.00,19.96,0.00,0.00,1
80.326,80.322,10.00,4.84,0.00,100.00,19.96,0.00,0.00,1
80.346,80.342,10.00,4.84,100.00,0.00,19.97,0.00,0.00,1
80.367,80.363,10.00,4.84,100.00,100.00,19.97,0.00,0.00,1
80.386,80.382,10.00,4.92,0.00,0.00,19.76,0.00,0.00,1
80.407,80.403,10.00,4.92,100.00,100.00,19.76,0.00,0.00,1
80.426,80.422,10.00,4.84,0.00,100.00,19.76,0.00,0.00,1
80.446,80.442,10.00,4.92,100.00,100.00,19.76,0.00,0.00,1
80.466,80.462,10.00,4.92,100.00,100.00,19.76,0.00,0.00,1
80.486,80.482,10.00,4.84,100.00,100.00,19.76,0.00,0.00,1
80.506,80.502,10.00,4.84,100.00,0.00,19.76,0.00,0.00,1
80.526,80.522,10.00,4.92,100.00,100.00,19.76,0.00,0.00,1
80.546,80.542,10.00,4.84,100.00,100.00,19.76,0.00,0.00,1
80.566,80.562,10.00,4.84,100.00,100.00,19.76,0.00,0.00,1
80.587,80.583,10.00,4.84,100.00,0.00,19.76,0.00,0.00,1
80.606,80.602,10.00,4.84,0.00,0.00,19.76,0.00,0.00,1
80.626,80.622,10.00,4.92,100.00,100.00,13.26,0.00,0.00,1
80.648,80.644,10.00,4.92,100.00,100.00,13.26,0.00,0.00,1
80.667,80.663,10.00,4.84,100.00,0.00,13.26,0.00,0.00,1
80.686,80.682,10.00,4.84,100.00,100.00,17.75,0.00,0.00,1
80.708,80.704,10.00,4.92,100.00,100.00,17.75,0.00,0.00,1
80.726,80.722,10.00,4.84,100.00,100.00,17.75,0.00,0.00,1
80.746,80.742,10.00,4.84,100.00,100.00,13.72,0.00,0.00,1
80.767,80.763,10.00,4.92,100.00,100.00,13.72,0.00,0.00,1
80.786,80.782,10.00,4.92,100.00,100.00,13.72,0.00,0.00,1
80.806,80.802,10.00,4.92,100.00,0.00,15.08,0.00,0.00,1
80.827,80.823,10.00,4.92,100.00,0.00,15.08,0.00,0.00,1
80.846,80.842,10.00,4.92,100.00,100.00,15.08,0.00,0.00,1
80.867,80.863,10.00,4.92,100.00,0.00,15.30,0.00,0.00,1
80.886,80.882,10.00,4.92,0.00,100.00,15.30,0.00,0.00,1
80.906,80.902,10.00,4.92,100.00,100.00,15.30,0.00,0.00,1
80.927,80.923,10.00,4.92,100.00,100.00,14.81,0.00,0.00,1
80.946,80.942,10.00,4.92,0.00,0.00,14.81,0.00,0.00,1
80.966,80.962,10.00,4.92,100.00,0.00,15.02,0.00,0.00,1
80.988,80.984,10.00,4.92,100.00,100.00,15.02,0.00,0.00,1
81.006,81.002,10.00,4.92,100.00,0.00,15.02,0.00,0.00,1
81.026,81.022,10.00,4.92,0.00,100.00,17.09,0.00,0.00,1
81.048,81.044,10.00,4.92,0.00,100.00,17.09,0.00,0.00,1
81.066,81.062,10.00,4.92,0.00,100.00,17.09,0.00,0.00,1
81.086,81.082,10.00,4.92,100.00,100.00,18.40,0.00,0.00,1
81.108,81.104,10.00,4.92,100.00,0.00,18.40,0.00,0.00,1
81.127,81.123,10.00,4.92,100.00,100.00,18.40,0.00,0.00,1
81.147,81.143,10.00,4.92,100.00,0.00,18.40,0.00,0.00,1
81.166,81.162,10.00,4.92,100.00,0.00,18.40,0.00,0.00,1
81.186,81.182,10.00,4.92,100.00,100.00,18.40,0.00,0.00,1
81.206,81.202,10.00,4.92,100.00,0.00,18.40,0.00,0.00,1
81.226,81.222,10.00,4.92,100.00,0.00,18.40,0.00,0.00,1
81.246,81.242,10.00,4.92,100.00,100.00,18.40,0.00,0.00,1
81.266,81.262,10.00,4.92,100.00,100.00,18.40,0.00,0.00,1
81.286,81.282,10.00,4.92,0.00,100.00,18.40,0.00,0.00,1
81.306,81.302,10.00,4.92,100.00,0.00,18.40,0.00,0.00,1
81.327,81.323,10.00,4.92,100.00,0.00,18.40,0.00,0.00,1
81.346,81.342,10.00,4.92,0.00,0.00,18.40,0.00,0.00,1
81.366,81.362,10.00,4.92,0.00,0.00,18.40,0.00,0.00,1
81.386,81.382,10.00,4.92,100.00,100.00,18.40,0.00,0.00,1
81.406,81.402,10.00,4.92,100.00,100.00,18.40,0.00,0.00,1
81.426,81.422,10.00,4.92,100.00,0.00,18.40,0.00,0.00,1
81.446,81.442,10.00,4.92,100.00,100.00,18.40,0.00,0.00,1
81.466,81.462,10.00,4.92,100.00,100.00,18.40,0.00,0.00,1
81.486,81.482,10.00,4.92,0.00,100.00,17.38,0.00,0.00,1
81.507,81.503,10.00,4.92,0.00,0.00,17.38,0.00,0.00,1
81.526,81.522,10.00,4.92,100.00,100.00,17.38,0.00,0.00,1
81.546,81.542,10.00,4.92,100.00,100.00,17.38,0.00,0.00,1
81.566,81.562,10.00,4.92,100.00,100.00,17.38,0.00,0.00,1
81.586,81.582,10.00,4.92,100.00,0.00,17.38,0.00,0.00,1
81.606,81.602,10.00,4.92,100.00,100.00,17.38,0.00,0.00,1
81.626,81.622,10.00,4.98,0.00,0.00,17.38,0.00,0.00,1
81.648,81.644,10.00,4.98,0.00,100.00,17.38,0.00,0.00,1
81.667,81.663,10.00,4.92,100.00,100.00,17.38,0.00,0.00,1
81.686,81.682,10.00,4.98,0.00,100.00,17.38,0.00,0.00,1
81.708,81.704,10.00,4.98,100.00,100.00,17.38,0.00,0.00,1
81.727,81.723,10.00,4.98,100.00,100.00,17.38,0.00,0.00,1
81.746,81.742,10.00,4.98,100.00,0.00,17.38,0.00,0.00,1
81.766,81.762,10.00,4.98,100.00,0.00,17.38,0.00,0.00,1
81.786,81.782,10.00,4.98,100.00,100.00,17.38,0.00,0.00,1
81.806,81.802,10.00,4.98,100.00,100.00,17.38,0.00,0.00,1
81.826,81.822,10.00,4.98,100.00,0.00,17.38,0.00,0.00,1
81.846,81.842,10.00,4.98,0.00,0.00,17.38,0.00,0.00,1
81.866,81.862,10.00,4.98,100.00,100.00,17.38,0.00,0.00,1
81.887,81.883,10.00,4.98,0.00,100.00,17.38,0.00,0.00,1
81.907,81.903,10.00,4.98,100.00,0.00,17.38,0.00,0.00,1
81.926,81.922,10.00,4.98,100.00,100.00,17.38,0.00,0.00,1
81.948,81.944,10.00,4.98,100.00,100.00,17.38,0.00,0.00,1
81.968,81.964,10.00,4.98,0.00,100.00,17.38,0.00,0.00,1
81.987,81.983,10.00,4.98,100.00,100.00,17.38,0.00,0.00,1
82.006,82.002,10.00,4.98,100.00,100.00,17.38,0.00,0.00,1
82.026,82.022,10.00,4.98,0.00,100.00,17.38,0.00,0.00,1
82.046,82.042,10.00,4.98,100.00,0.00,17.38,0.00,0.00,1
82.066,82.063,10.00,4.98,100.00,0.00,17.38,0.00,0.00,1
82.086,82.082,10.00,5.05,100.00,100.00,17.38,0.00,0.00,1
82.106,82.102,10.00,5.05,100.00,100.00,17.38,0.00,0.00,1
82.126,82.122,10.00,5.05,0.00,100.00,17.38,0.00,0.00,1
82.149,82.145,10.00,5.05,100.00,100.00,17.38,0.00,0.00,1
82.167,82.163,10.00,5.05,100.00,100.00,17.38,0.00,0.00,1
82.186,82.182,10.00,5.05,0.00,0.00,17.38,0.00,0.00,1
82.206,82.202,10.00,5.05,100.00,0.00,17.38,0.00,0.00,1
82.226,82.222,10.00,5.05,100.00,0.00,17.38,0.00,0.00,1
82.246,82.242,10.00,5.13,100.00,0.00,17.38,0.00,0.00,1
82.266,82.262,10.00,5.13,100.00,100.00,17.38,0.00,0.00,1
82.286,82.282,10.00,5.13,100.00,100.00,17.38,0.00,0.00,1
82.306,82.302,10.00,5.13,100.00,100.00,17.38,0.00,0.00,1
82.326,82.322,10.00,5.13,100.00,100.00,17.38,0.00,0.00,1
82.346,82.342,10.00,5.19,100.00,100.00,17.38,0.00,0.00,1
82.366,82.362,10.00,5.13,100.00,100.00,17.38,0.00,0.00,1
82.386,82.382,10.00,5.13,100.00,0.00,17.38,0.00,0.00,1
82.406,82.402,10.00,5.13,100.00,0.00,17.38,0.00,0.00,1
82.426,82.422,10.00,5.19,100.00,100.00,17.38,0.00,0.00,1
82.446,82.442,10.00,5.13,100.00,0.00,17.38,0.00,0.00,1
82.466,82.462,10.00,5.19,0.00,0.00,17.38,0.00,0.00,1
82.486,82.482,10.00,5.13,0.00,0.00,17.38,0.00,0.00,1
82.506,82.502,10.00,5.13,0.00,0.00,17.38,0.00,0.00,1
82.526,82.522,10.00,5.13,0.00,100.00,17.38,0.00,0.00,1
82.546,82.542,10.00,5.13,100.00,100.00,17.38,0.00,0.00,1
82.566,82.562,10.00,5.13,100.00,0.00,17.38,0.00,0.00,1
82.586,82.582,10.00,5.13,0.00,0.00,17.38,0.00,0.00,1
82.606,82.602,10.00,5.13,0.00,0.00,17.38,0.00,0.00,1
82.626,82.622,10.00,5.13,0.00,0.00,17.38,0.00,0.00,1
82.646,82.642,10.00,5.19,100.00,100.00,17.38,0.00,0.00,1
82.666,82.662,10.00,5.19,100.00,0.00,17.38,0.00,0.00,1
82.686,82.682,10.00,5.13,100.00,100.00,17.38,0.00,0.00,1
82.706,82.702,10.00,5.19,100.00,100.00,17.38,0.00,0.00,1
82.726,82.722,10.00,5.19,0.00,100.00,17.38,0.00,0.00,1
82.746,82.742,10.00,5.19,0.00,0.00,17.38,0.00,0.00,1
82.766,82.762,10.00,5.19,100.00,100.00,17.38,0.00,0.00,1
82.786,82.782,10.00,5.19,0.00,100.00,17.38,0.00,0.00,1
82.806,82.802,10.00,5.19,0.00,0.00,17.38,0.00,0.00,1
82.826,82.822,10.00,5.19,0.00,0.00,17.38,0.00,0.00,1
82.846,82.842,10.00,5.19,0.00,0.00,17.38,0.00,0.00,1
82.866,82.862,10.00,5.19,100.00,0.00,17.38,0.00,0.00,1
82.886,82.882,10.00,5.13,100.00,100.00,17.38,0.00,0.00,1
82.906,82.902,10.00,5.19,100.00,0.00,17.38,0.00,0.00,1
82.926,82.922,10.00,5.19,100.00,100.00,17.38,0.00,0.00,1
82.946,82.942,10.00,5.19,100.00,100.00,17.38,0.00,0.00,1
82.966,82.962,10.00,5.26,100.00,0.00,17.38,0.00,0.00,1
82.986,82.982,10.00,5.26,100.00,100.00,17.38,0.00,0.00,1
83.006,83.002,10.00,5.26,0.00,100.00,17.38,0.00,0.00,1
83.026,83.022,10.00,5.26,100.00,100.00,17.38,0.00,0.00,1
83.046,83.042,10.00,5.26,100.00,100.00,17.38,0.00,0.00,1
83.066,83.062,10.00,5.26,100.00,100.00,17.38,0.00,0.00,1
83.086,83.082,10.00,5.26,0.00,100.00,17.38,0.00,0.00,1
83.106,83.102,10.00,5.32,100.00,100.00,17.38,0.00,0.00,1
83.126,83.122,10.00,5.32,100.00,100.00,17.38,0.00,0.00,1
83.146,83.142,10.00,5.32,100.00,100.00,17.38,0.00,0.00,1
83.166,83.162,10.00,5.32,100.00,100.00,17.38,0.00,0.00,1
83.186,83.182,10.00,5.32,100.00,100.00,17.38,0.00,0.00,1
83.206,83.202,10.00,5.32,100.00,100.00,17.38,0.00,0.00,1
83.226,83.222,10.00,5.32,100.00,100.00,17.38,0.00,0.00,1
83.246,83.242,10.00,5.40,100.00,100.00,17.38,0.00,0.00,1
83.266,83.262,10.00,5.32,100.00,100.00,17.38,0.00,0.00,1
83.286,83.282,10.00,5.40,0.00,100.00,17.38,0.00,0.00,1
83.306,83.302,10.00,5.32,100.00,0.00,17.38,0.00,0.00,1
83.326,83.322,10.00,5.32,100.00,100.00,17.38,0.00,0.00,1
83.347,83.343,10.00,5.32,100.00,100.00,17.38,0.00,0.00,1
83.369,83.365,10.00,5.32,100.00,0.00,17.38,0.00,0.00,1
83.387,83.383,10.00,5.40,100.00,0.00,17.38,0.00,0.00,1
83.406,83.402,10.00,5.40,0.00,100.00,17.38,0.00,0.00,1
83.426,83.422,10.00,5.40,0.00,0.00,17.38,0.00,0.00,1
83.446,83.442,10.00,5.40,0.00,100.00,17.38,0.00,0.00,1
83.466,83.462,10.00,5.40,0.00,100.00,17.38,0.00,0.00,1
83.486,83.482,10.00,5.47,0.00,100.00,17.38,0.00,0.00,1
83.506,83.502,10.00,5.47,100.00,100.00,17.38,0.00,0.00,1
83.526,83.522,10.00,5.47,100.00,100.00,17.38,0.00,0.00,1
83.546,83.542,10.00,5.47,100.00,100.00,17.38,0.00,0.00,1
83.566,83.562,10.00,5.47,100.00,100.00,17.38,0.00,0.00,1
83.586,83.582,10.00,5.53,100.00,100.00,17.38,0.00,0.00,1
83.606,83.602,10.00,5.53,100.00,100.00,17.38,0.00,0.00,1
83.626,83.622,10.00,5.53,0.00,100.00,17.38,0.00,0.00,1
83.646,83.642,10.00,5.53,0.00,0.00,17.38,0.00,0.00,1
83.666,83.662,10.00,5.53,100.00,100.00,17.38,0.00,0.00,1
83.686,83.682,10.00,5.53,100.00,100.00,17.38,0.00,0.00,1
83.706,83.702,10.00,5.53,0.00,100.00,17.38,0.00,0.00,1
83.726,83.722,10.00,5.53,100.00,0.00,17.38,0.00,0.00,1
83.746,83.742,10.00,5.53,100.00,100.00,17.38,0.00,0.00,1
