Session_Time,Test_Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output,Distance,Test_Number
147.238,147.237,10.00,12.66,0.00,15.20,10.79,1
147.258,147.257,10.00,12.79,0.00,15.90,10.79,1
147.297,147.296,10.00,12.99,0.00,16.94,10.95,1
147.317,147.316,10.00,12.99,0.00,17.00,11.96,1
147.336,147.335,10.00,12.92,0.00,16.71,11.96,1
147.356,147.355,10.00,12.99,0.00,17.11,11.96,1
147.395,147.394,10.00,13.11,0.00,17.81,11.78,1
147.414,147.413,10.00,13.18,0.00,18.22,11.78,1
147.434,147.433,10.00,13.11,0.00,17.94,11.84,1
147.454,147.453,10.00,13.04,0.00,17.65,11.84,1
147.493,147.492,10.00,13.11,0.00,18.06,11.84,1
147.512,147.511,10.00,13.24,0.00,18.76,11.84,1
147.532,147.531,10.00,13.24,0.00,18.82,11.84,1
147.552,147.551,10.00,13.18,0.00,18.60,11.84,1
147.591,147.590,10.00,13.31,0.00,19.30,13.51,1
147.610,147.610,10.00,13.31,0.00,19.36,13.51,1
147.630,147.629,10.00,13.31,0.00,19.43,13.51,1
147.669,147.668,10.00,13.37,0.00,19.78,13.51,1
147.689,147.688,10.00,13.43,0.00,20.19,13.51,1
147.708,147.707,10.00,13.43,0.00,20.26,13.51,1
147.728,147.727,10.00,13.43,0.00,20.33,9.13,1
147.767,147.766,10.00,13.43,0.00,20.40,9.13,1
147.787,147.786,10.00,13.43,0.00,20.47,10.25,1
147.806,147.805,10.00,13.50,0.00,20.88,10.25,1
147.827,147.826,10.00,13.70,0.00,21.93,8.89,1
147.865,147.864,10.00,13.63,0.00,21.66,8.89,1
147.885,147.884,10.00,13.56,0.00,21.39,7.89,1
147.904,147.903,12.26,13.63,0.00,10.46,7.89,1
147.924,147.923,12.18,13.70,0.00,11.23,7.89,1
147.963,147.962,12.26,13.63,0.00,10.52,8.56,1
147.983,147.982,10.00,13.70,0.00,22.23,6.00,1
148.002,148.002,0.00,13.76,0.00,72.80,6.00,1
148.022,148.021,0.00,13.82,0.00,73.42,6.00,1
148.061,148.060,0.00,13.88,0.00,73.98,6.54,1
148.081,148.080,2.46,13.95,0.00,62.25,8.11,1
148.100,148.100,13.37,14.02,0.00,8.07,8.11,1
148.120,148.119,10.00,13.70,0.00,23.38,8.11,1
148.159,148.159,13.44,13.95,0.00,7.43,7.78,1
148.179,148.178,10.93,14.08,0.00,20.69,7.78,1
148.199,148.198,11.01,14.02,0.00,20.09,5.69,1
148.219,148.218,0.00,14.14,0.00,76.02,5.69,1
148.257,148.257,0.00,14.02,0.00,75.68,8.85,1
148.277,148.277,10.00,14.14,0.00,26.39,8.85,1
148.297,148.296,10.00,14.27,0.00,27.10,8.85,1
148.316,148.316,10.00,14.27,0.00,27.18,8.85,1
148.355,148.355,10.00,14.27,0.00,27.27,8.85,1
148.375,148.375,10.00,14.39,0.00,27.98,8.85,1
148.395,148.394,10.00,14.27,0.00,27.44,10.07,1
148.414,148.414,10.00,14.39,0.00,28.16,10.07,1
148.454,148.453,10.00,14.39,0.00,28.24,10.07,1
148.473,148.473,10.00,14.53,0.00,29.02,10.07,1
148.492,148.492,10.00,14.46,0.00,28.76,12.89,1
148.513,148.512,10.00,14.46,0.00,28.85,12.89,1
148.552,148.551,10.00,14.39,0.00,28.60,12.89,1
148.571,148.571,10.00,14.53,0.00,29.37,12.89,1
148.591,148.590,10.00,14.59,0.00,29.75,12.89,1
148.611,148.610,10.00,14.59,0.00,29.84,12.89,1
148.650,148.649,10.00,14.59,0.00,29.93,12.89,1
148.670,148.669,10.00,14.72,0.00,30.71,12.89,1
148.689,148.688,10.00,14.65,0.00,30.46,12.89,1
148.709,148.708,10.00,14.65,0.00,30.55,12.89,1
148.748,148.747,10.00,14.72,0.00,30.99,12.89,1
148.768,148.767,10.00,14.72,0.00,31.08,12.89,1
148.787,148.786,10.00,14.90,0.00,32.09,12.89,1
148.807,148.806,10.00,14.97,0.00,32.52,12.89,1
148.846,148.845,10.00,14.90,0.00,32.28,12.89,1
148.866,148.865,10.00,14.85,0.00,32.10,12.89,1
148.885,148.884,10.00,14.97,0.00,32.82,12.89,1
148.924,148.923,10.00,14.78,0.00,31.95,12.89,1
148.944,148.943,10.00,14.78,0.00,32.05,12.89,1
148.964,148.963,10.00,14.97,0.00,33.11,12.89,1
148.983,148.982,10.00,14.85,0.00,32.58,12.89,1
149.022,149.021,10.00,15.10,0.00,33.93,12.89,1
149.042,149.041,10.00,15.10,0.00,34.03,12.89,1
149.062,149.061,10.00,14.90,0.00,33.17,12.89,1
149.081,149.080,10.00,15.36,0.00,35.53,12.89,1
149.120,149.119,10.00,15.29,0.00,35.30,12.89,1
149.140,149.139,10.00,15.23,0.00,35.12,12.89,1
149.160,149.159,10.00,15.16,0.00,34.89,12.89,1
149.179,149.178,10.00,15.16,0.00,34.99,12.89,1
149.218,149.217,10.00,15.29,0.00,35.72,12.89,1
149.238,149.237,10.00,15.16,0.00,35.20,12.89,1
149.258,149.257,10.00,15.29,0.00,35.93,12.89,1
149.277,149.276,10.00,15.36,0.00,36.37,12.89,1
149.316,149.315,10.00,15.36,0.00,36.48,12.89,1
149.336,149.335,10.00,15.29,0.00,36.25,12.89,1
149.356,149.355,10.00,15.29,0.00,36.35,12.89,1
149.375,149.374,10.00,15.41,0.00,37.08,12.89,1
149.395,149.394,10.00,15.60,0.00,38.15,5.39,1
149.434,149.433,0.00,15.55,0.00,88.18,5.39,1
149.454,149.453,0.00,15.48,0.00,88.15,5.39,1
149.473,149.472,0.00,15.67,0.00,89.42,5.39,1
149.493,149.492,0.00,15.67,0.00,89.73,5.39,1
149.532,149.531,0.00,15.60,0.00,89.71,5.39,1
149.552,149.551,0.00,15.60,0.00,90.02,5.39,1
149.571,149.570,0.00,15.60,0.00,90.33,5.39,1
149.611,149.610,0.00,15.67,0.00,90.98,5.39,1
149.630,149.629,0.00,15.48,0.00,90.34,5.39,1
149.650,149.649,0.00,15.23,0.00,89.40,5.39,1
149.689,149.688,0.00,15.41,0.00,90.61,5.39,1
149.709,149.708,0.00,16.11,0.00,94.41,5.39,1
149.728,149.727,0.00,16.24,0.00,95.40,5.39,1
149.748,149.747,0.00,14.85,0.00,88.73,5.39,1
149.787,149.786,0.00,16.11,0.00,95.35,5.39,1
149.807,149.806,0.00,16.36,0.00,96.96,5.39,1
149.826,149.825,0.00,15.74,0.00,94.15,5.39,1
149.846,149.845,0.00,15.23,0.00,91.92,5.39,1
149.885,149.884,0.00,16.11,0.00,96.62,5.39,1
149.905,149.904,0.00,15.92,0.00,95.99,5.39,1
149.924,149.923,0.00,15.41,0.00,93.77,5.39,1
149.944,149.943,0.00,15.86,0.00,96.33,5.39,1
149.983,149.982,0.00,15.60,0.00,95.36,5.39,1
150.003,150.002,0.00,15.48,0.00,95.05,5.39,1
150.022,150.021,0.00,15.98,0.00,97.89,5.39,1
150.042,150.041,0.00,15.36,0.00,95.06,5.39,1
150.081,150.080,0.00,15.67,0.00,96.94,5.39,1
150.101,150.100,0.00,15.36,0.00,95.68,5.39,1
150.120,150.119,0.00,15.23,0.00,95.36,5.39,1
150.140,150.139,0.00,15.48,0.00,96.91,5.39,1
150.179,150.178,0.00,15.55,0.00,97.56,5.39,1
150.199,150.198,0.00,15.23,0.00,96.29,5.39,1
150.218,150.217,0.00,15.16,0.00,96.25,5.39,1
150.238,150.237,0.00,15.04,0.00,95.93,5.39,1
150.277,150.276,0.00,14.85,0.00,95.27,5.39,1
150.297,150.296,0.00,14.78,0.00,95.22,5.39,1
150.316,150.315,0.00,14.72,0.00,95.24,5.39,1
150.336,150.335,0.00,14.53,0.00,94.56,5.39,1
150.375,150.374,0.00,14.34,0.00,93.88,5.39,1
150.395,150.394,0.00,14.21,0.00,93.54,5.39,1
150.414,150.413,0.00,14.27,0.00,94.11,5.39,1
150.434,150.433,0.00,14.14,0.00,93.77,5.39,1
150.454,150.453,0.00,13.50,0.00,90.84,5.39,1
150.493,150.492,0.00,13.70,0.00,92.09,5.39,1
150.512,150.511,0.00,13.63,0.00,92.01,5.39,1
150.532,150.531,0.00,13.31,0.00,90.67,5.39,1
150.571,150.570,0.00,13.24,0.00,90.59,5.39,1
150.591,150.590,0.00,12.85,0.00,88.89,5.39,1
150.610,150.609,0.00,12.92,0.00,89.50,5.39,1
150.650,150.649,0.00,12.47,0.00,87.49,5.39,1
150.669,150.668,0.00,12.20,0.00,86.40,5.39,1
150.689,150.688,0.00,12.00,0.00,85.66,5.39,1
150.728,150.727,0.00,11.75,0.00,84.61,5.39,1
150.748,150.747,0.14,11.22,0.00,81.52,5.39,1
150.767,150.767,0.58,10.95,0.00,78.17,5.39,1
150.787,150.786,0.78,10.82,0.00,76.71,5.39,1
150.826,150.825,1.38,10.42,0.00,71.90,5.39,1
150.846,150.845,2.17,9.83,0.00,65.13,5.39,1
150.865,150.864,2.35,9.69,0.00,63.68,5.39,1
150.885,150.884,2.50,9.55,0.00,62.39,5.39,1
150.924,150.923,3.02,9.09,0.00,57.63,5.39,1
150.944,150.944,3.29,8.81,0.00,55.00,5.39,1
150.963,150.962,3.48,8.61,0.00,53.15,5.39,1
150.983,150.982,4.14,7.73,0.00,45.50,5.39,1
151.022,151.021,4.33,7.39,0.00,42.89,5.39,1
151.042,151.041,4.52,6.98,0.00,39.92,5.39,1
151.061,151.060,4.66,6.58,0.00,37.27,5.39,1
151.081,151.080,4.71,6.37,0.00,36.00,5.39,1
151.120,151.119,4.74,6.23,0.00,35.23,5.39,1
151.140,151.139,4.78,5.95,0.00,33.66,5.39,1
151.160,151.159,4.79,5.53,0.00,31.52,5.39,1
151.179,151.178,4.78,5.47,0.00,31.24,5.39,1
151.218,151.217,4.75,5.13,0.00,0.00,5.39,1
151.238,151.237,4.74,5.05,0.00,0.00,5.39,1
151.258,151.258,4.71,4.92,0.00,0.00,5.39,1
151.277,151.276,4.67,4.77,0.00,0.00,5.39,1
151.297,151.296,4.66,4.70,0.00,0.00,5.39,1
151.336,151.335,10.00,4.57,7.99,0.00,5.39,1
151.356,151.356,10.00,4.57,8.43,0.00,5.39,1
151.375,151.375,10.00,4.49,8.97,0.00,5.39,1
151.398,151.397,10.00,4.42,9.52,0.00,5.39,1
151.434,151.434,10.00,4.49,9.86,0.00,5.39,1
151.454,151.454,10.00,4.49,10.30,0.00,5.39,1
151.473,151.473,10.00,4.36,10.94,0.00,5.39,1
151.493,151.492,10.00,4.28,11.50,0.00,5.39,1
151.532,151.532,10.00,4.21,12.07,0.00,5.39,1
151.552,151.552,10.00,4.14,12.62,0.00,5.39,1
151.571,151.570,10.00,4.07,13.20,0.00,5.39,1
151.592,151.591,10.00,4.01,13.77,0.00,5.39,1
151.631,151.630,10.00,4.01,14.25,0.00,5.39,1
151.651,151.650,10.00,4.01,14.73,0.00,5.39,1
151.670,151.670,10.00,4.01,15.20,0.00,5.39,1
151.690,151.689,10.00,3.93,15.79,0.00,5.39,1
151.729,151.728,10.00,3.93,16.28,0.00,5.39,1
151.749,151.748,10.00,3.93,16.76,0.00,5.39,1
151.769,151.768,10.00,3.86,17.36,0.00,5.39,1
151.808,151.807,10.00,3.86,17.85,0.00,5.39,1
151.827,151.826,10.00,3.80,18.43,0.00,5.39,1
151.847,151.846,10.00,3.80,18.93,0.00,5.39,1
151.886,151.885,10.00,3.80,19.42,0.00,5.39,1
151.906,151.905,10.00,3.80,19.92,0.00,5.39,1
151.925,151.924,10.00,3.72,20.53,0.00,5.39,1
151.945,151.944,10.00,3.72,21.03,0.00,5.39,1
151.984,151.983,10.00,3.65,21.64,0.00,5.39,1
152.004,152.003,10.00,3.65,22.15,0.00,5.39,1
152.023,152.022,10.00,3.65,22.66,0.00,5.39,1
152.043,152.042,10.00,3.65,23.17,0.00,5.39,1
152.082,152.081,10.00,3.65,23.67,0.00,5.39,1
152.102,152.101,10.00,3.65,24.18,0.00,5.39,1
152.121,152.120,10.00,3.65,24.69,0.00,5.39,1
152.141,152.140,10.00,3.65,25.20,0.00,5.39,1
152.180,152.179,10.00,3.65,25.70,0.00,5.39,1
152.200,152.199,10.00,3.65,26.21,0.00,5.39,1
152.219,152.218,10.00,3.65,26.72,0.00,5.39,1
152.239,152.238,10.00,3.72,27.12,0.00,5.39,1
152.259,152.258,10.00,3.72,27.62,0.00,5.39,1
152.298,152.297,10.00,3.80,28.01,0.00,5.39,1
152.318,152.317,10.00,3.80,28.51,0.00,5.39,1
152.337,152.336,10.00,3.80,29.00,0.00,5.39,1
152.357,152.356,10.00,3.86,29.41,0.00,5.39,1
152.396,152.395,10.00,3.93,29.79,0.00,5.39,1
152.416,152.415,10.00,4.01,30.16,0.00,5.39,1
152.435,152.434,10.00,4.01,30.64,0.00,5.39,1
152.455,152.454,10.00,4.01,31.12,0.00,5.39,1
152.494,152.493,10.00,4.14,31.40,0.00,5.39,1
152.514,152.513,10.00,4.21,31.77,0.00,5.39,1
152.533,152.532,10.00,4.21,32.24,0.00,5.39,1
152.553,152.552,10.00,4.28,32.59,0.00,5.39,1
152.592,152.591,10.00,4.36,32.94,0.00,5.39,1
152.612,152.611,10.00,4.42,33.30,0.00,5.39,1
152.631,152.630,10.00,4.42,33.74,0.00,5.39,1
152.651,152.650,10.00,4.49,34.08,0.00,5.39,1
152.690,152.689,10.00,4.49,34.52,0.00,5.39,1
152.710,152.709,10.00,4.63,34.76,0.00,5.39,1
152.729,152.728,10.00,4.63,35.19,0.00,5.39,1
152.749,152.748,4.67,4.77,0.00,0.00,5.39,1
152.788,152.787,4.69,4.84,0.00,0.00,5.39,1
152.808,152.807,4.71,4.92,0.00,0.00,5.39,1
152.827,152.826,4.71,4.92,0.00,0.00,5.39,1
152.847,152.846,4.74,5.05,0.00,0.00,5.39,1
152.886,152.885,4.76,5.19,0.00,0.00,5.39,1
152.906,152.905,4.76,5.19,0.00,0.00,5.39,1
152.926,152.925,4.77,5.26,0.00,0.00,5.39,1
152.945,152.944,4.77,5.32,0.00,2.76,5.39,1
152.965,152.964,4.78,5.47,0.00,3.46,5.39,1
153.004,153.003,4.79,5.53,0.00,3.77,5.39,1
153.024,153.023,4.79,5.53,0.00,3.79,5.39,1
153.043,153.042,4.79,5.61,0.00,4.16,5.39,1
153.082,153.081,4.79,5.74,0.00,4.86,5.39,1
153.102,153.101,4.79,5.74,0.00,4.88,5.39,1
153.122,153.121,4.78,5.88,0.00,5.61,5.39,1
153.141,153.140,4.78,5.95,0.00,6.03,5.39,1
153.180,153.179,4.76,6.09,0.00,6.81,5.39,1
153.200,153.199,4.77,6.03,0.00,6.49,5.39,1
153.220,153.219,4.75,6.16,0.00,7.28,5.39,1
153.239,153.238,4.74,6.23,0.00,7.74,5.39,1
153.259,153.258,4.73,6.29,0.00,8.14,5.39,1
153.298,153.297,4.73,6.29,0.00,8.17,5.39,1
153.318,153.317,4.71,6.37,0.00,8.64,5.39,1
153.337,153.336,4.70,6.43,0.00,9.05,5.39,1
153.376,153.375,4.68,6.50,0.00,9.55,5.39,1
153.396,153.395,4.64,6.64,0.00,10.44,5.39,1
153.416,153.415,4.62,6.71,0.00,10.96,5.39,1
153.435,153.434,4.58,6.84,0.00,11.91,5.39,1
153.455,153.454,4.60,6.78,0.00,11.54,5.39,1
153.494,153.493,4.55,6.92,0.00,12.50,5.39,1
153.514,153.513,4.52,6.98,0.00,12.97,5.39,1
153.533,153.532,4.52,6.98,0.00,13.02,5.39,1
153.553,153.552,4.49,7.05,0.00,13.58,5.39,1
153.592,153.591,4.46,7.12,0.00,14.16,5.39,1
153.612,153.611,4.46,7.12,0.00,14.21,5.39,1
153.631,153.630,4.44,7.19,0.00,14.71,5.39,1
153.651,153.650,4.37,7.33,0.00,15.85,5.39,1
153.690,153.689,4.33,7.39,0.00,16.37,5.39,1
153.710,153.709,4.30,7.46,0.00,16.99,5.39,1
153.729,153.728,4.26,7.53,0.00,17.53,5.39,1
153.749,153.748,4.22,7.60,0.00,18.16,5.39,1
153.788,153.787,4.18,7.67,0.00,18.81,5.39,1
153.808,153.807,4.18,7.67,0.00,18.88,5.39,1
153.827,153.826,4.18,7.67,0.00,18.95,5.39,1
153.847,153.846,4.18,7.67,0.00,19.02,5.39,1
153.886,153.885,4.09,7.80,0.00,20.18,5.39,1
153.906,153.905,4.05,7.88,0.00,20.86,5.39,1
153.925,153.924,4.05,7.88,0.00,20.93,5.39,1
153.946,153.945,4.01,7.94,0.00,21.52,5.39,1
153.984,153.983,4.01,7.94,0.00,21.60,5.39,1
154.004,154.003,4.01,7.94,0.00,21.67,5.39,1
154.023,154.022,3.86,8.14,0.00,23.52,5.39,1
154.043,154.042,3.91,8.07,0.00,22.98,5.39,1
154.082,154.081,3.86,8.14,0.00,23.69,5.39,1
154.102,154.101,3.86,8.14,0.00,23.77,5.39,1
154.122,154.121,3.95,8.01,0.00,22.71,5.39,1
154.141,154.141,3.80,8.21,0.00,24.58,5.39,1
154.180,154.179,3.53,8.55,0.00,27.74,5.39,1
154.200,154.199,3.34,8.75,0.00,29.79,5.39,1
154.220,154.219,3.53,8.55,0.00,27.95,5.39,1
154.239,154.238,3.53,8.55,0.00,28.05,5.39,1
154.278,154.278,3.53,8.55,0.00,28.15,5.39,1
154.298,154.297,3.53,8.55,0.00,28.25,5.39,1
154.318,154.317,3.41,8.68,0.00,29.61,5.39,1
154.337,154.336,3.29,8.81,0.00,30.99,5.39,1
154.376,154.375,3.29,8.81,0.00,31.10,5.39,1
154.396,154.395,3.29,8.81,0.00,31.21,5.39,1
154.416,154.415,3.29,8.81,0.00,31.32,5.39,1
154.436,154.435,3.22,8.89,0.00,32.14,5.39,1
154.474,154.473,3.15,8.96,0.00,32.96,5.39,1
154.494,154.493,3.09,9.02,0.00,33.68,5.39,1
154.515,154.514,3.02,9.09,0.00,34.53,5.39,1
154.533,154.532,3.02,9.09,0.00,34.65,5.39,1
154.553,154.553,2.95,9.15,0.00,35.38,5.39,1
154.592,154.591,2.88,9.22,0.00,36.25,5.39,1
154.613,154.612,3.02,9.09,0.00,35.02,5.39,1
154.631,154.630,2.95,9.15,0.00,35.75,5.39,1
154.651,154.651,2.65,9.42,0.00,38.76,5.39,1
154.690,154.690,2.57,9.49,0.00,39.66,5.39,1
154.710,154.710,2.57,9.49,0.00,39.80,5.39,1
154.729,154.729,2.50,9.55,0.00,40.58,5.39,1
154.749,154.749,2.50,9.55,0.00,40.73,5.39,1
154.788,154.788,2.50,9.55,0.00,40.87,5.39,1
154.808,154.807,2.42,9.63,0.00,41.79,5.39,1
154.827,154.826,2.35,9.69,0.00,42.59,5.39,1
154.847,154.847,2.35,9.69,0.00,42.74,5.39,1
154.886,154.886,2.26,9.76,0.00,43.68,5.39,1
154.906,154.906,2.17,9.83,0.00,44.63,5.39,1
154.926,154.925,2.10,9.89,0.00,45.46,5.39,1
154.946,154.945,2.01,9.96,0.00,46.43,5.39,1
154.985,154.984,1.91,10.03,0.00,47.41,5.39,1
155.004,155.004,1.91,10.03,0.00,47.57,5.39,1
155.024,155.023,1.83,10.09,0.00,48.42,5.39,1
155.044,155.043,1.66,10.22,0.00,50.13,5.39,1
155.083,155.082,1.56,10.29,0.00,51.15,5.39,1
155.103,155.102,1.56,10.29,0.00,51.32,5.39,1
155.122,155.121,1.46,10.36,0.00,52.35,5.39,1
155.142,155.141,1.17,10.56,0.00,54.99,5.39,1
155.181,155.180,1.17,10.56,0.00,55.18,5.39,1
155.201,155.200,1.38,10.42,0.00,53.62,5.39,1
155.220,155.219,0.98,10.69,0.00,57.17,5.39,1
155.240,155.239,0.89,10.75,0.00,58.11,5.39,1
155.279,155.278,0.58,10.95,0.00,60.87,5.39,1
155.299,155.298,0.58,10.95,0.00,61.08,5.39,1
155.318,155.317,0.78,10.82,0.00,59.62,5.39,1
155.338,155.337,0.67,10.89,0.00,60.73,5.39,1
155.377,155.376,0.89,10.75,0.00,59.12,5.39,1
155.397,155.396,0.89,10.75,0.00,59.32,5.39,1
155.416,155.415,0.58,10.95,0.00,62.09,5.39,1
155.436,155.435,0.35,11.09,0.00,64.14,5.39,1
155.475,155.474,0.04,11.28,0.00,66.86,5.39,1
155.495,155.494,0.89,10.75,0.00,60.16,5.39,1
155.514,155.513,1.74,10.16,0.00,53.13,5.39,1
155.534,155.533,1.91,10.03,0.00,51.77,5.39,1
155.573,155.572,0.67,10.89,0.00,62.50,5.39,1
155.593,155.592,0.00,12.00,0.00,71.64,5.39,1
155.612,155.611,0.00,11.87,0.00,71.24,5.39,1
155.632,155.631,0.14,11.22,0.00,67.51,5.39,1
155.671,155.670,0.00,11.35,0.00,69.06,5.39,1
155.691,155.690,0.00,11.35,0.00,69.29,5.39,1
155.710,155.709,0.25,11.15,0.00,67.24,5.39,1
155.730,155.729,0.58,10.95,0.00,64.84,5.39,1
155.769,155.768,0.58,10.95,0.00,65.04,5.39,1
155.789,155.788,0.78,10.82,0.00,63.58,5.39,1
155.808,155.807,0.67,10.89,0.00,64.69,5.39,1
155.828,155.827,0.67,10.89,0.00,64.90,5.39,1
155.867,155.866,1.28,10.49,0.00,60.05,5.39,1
155.887,155.886,0.78,10.82,0.00,64.38,5.39,1
155.906,155.905,1.08,10.62,0.00,62.05,5.39,1
155.945,155.944,1.08,10.62,0.00,62.24,5.39,1
155.965,155.964,1.38,10.42,0.00,59.95,5.39,1
155.985,155.984,1.38,10.42,0.00,60.13,5.39,1
156.004,156.003,2.01,9.96,0.00,54.84,5.39,1
156.043,156.042,1.66,10.22,0.00,58.05,5.39,1
156.063,156.062,1.91,10.03,0.00,55.99,5.39,1
156.083,156.082,2.35,9.69,0.00,52.25,5.39,1
156.122,156.121,2.50,9.55,0.00,50.96,5.39,1
156.141,156.140,2.88,9.22,0.00,47.54,5.39,1
156.161,156.160,2.95,9.15,0.00,46.93,5.39,1
156.200,156.199,3.02,9.09,0.00,46.44,5.39,1
156.220,156.219,3.09,9.02,0.00,45.84,5.39,1
156.239,156.238,3.29,8.81,0.00,43.93,5.39,1
156.259,156.258,3.34,8.75,0.00,43.46,5.39,1
156.298,156.297,3.41,8.68,0.00,42.87,5.39,1
156.318,156.317,3.53,8.55,0.00,41.73,5.39,1
156.337,156.336,3.70,8.35,0.00,39.94,17.64,1
156.357,156.356,10.00,8.35,0.00,0.00,17.64,1
156.396,156.395,10.00,8.21,0.00,0.00,17.64,1
156.416,156.415,10.00,8.21,0.00,0.00,17.64,1
156.435,156.434,10.00,8.14,0.00,0.00,17.85,1
156.455,156.454,10.00,7.88,0.00,0.00,17.85,1
156.494,156.493,10.00,7.73,0.00,0.00,17.85,1
156.514,156.513,10.00,7.67,0.00,0.00,17.85,1
156.533,156.532,10.00,7.80,0.00,0.00,11.71,1
156.553,156.552,10.00,7.67,0.00,0.00,11.71,1
156.592,156.591,10.00,7.60,0.00,0.00,11.71,1
156.612,156.611,10.00,7.53,0.00,0.00,11.71,1
156.631,156.630,10.00,7.53,0.00,0.00,11.71,1
156.651,156.650,10.00,7.46,0.00,0.00,11.71,1
156.690,156.689,10.00,7.39,0.00,0.00,11.71,1
156.710,156.709,10.00,7.39,0.00,0.00,11.71,1
156.729,156.728,10.00,7.33,0.00,0.00,11.71,1
156.749,156.748,10.00,7.33,0.00,0.00,17.91,1
156.788,156.787,10.00,7.12,0.00,0.00,17.83,1
156.808,156.807,10.00,7.05,0.00,0.00,17.83,1
156.827,156.826,10.00,6.98,0.00,0.00,16.91,1
156.847,156.846,10.00,6.92,0.00,0.00,16.91,1
156.886,156.885,10.00,6.98,0.00,0.00,16.91,1
156.906,156.905,10.00,6.92,0.00,0.00,16.91,1
156.925,156.924,10.00,6.78,0.00,0.00,16.91,1
156.945,156.944,10.00,6.78,0.00,0.00,16.91,1
156.984,156.983,10.00,6.71,0.00,0.00,16.91,1
157.004,157.003,10.00,6.58,0.00,0.00,16.91,1
157.023,157.022,10.00,6.58,0.00,0.00,16.91,1
157.043,157.042,10.00,6.58,0.00,0.00,16.91,1
157.082,157.081,10.00,6.58,0.00,0.00,13.07,1
157.102,157.101,10.00,6.50,0.00,0.00,13.07,1
157.121,157.121,10.00,6.43,0.00,0.00,13.07,1
157.141,157.140,10.00,6.37,0.00,0.00,13.07,1
157.161,157.160,10.00,6.37,0.00,0.00,13.07,1
157.200,157.199,10.00,6.16,0.00,0.00,13.07,1
157.220,157.219,10.00,6.16,0.00,0.00,13.07,1
157.239,157.238,10.00,6.09,0.00,0.00,13.07,1
157.259,157.258,10.00,6.03,0.00,0.00,19.59,1
157.298,157.297,10.00,6.09,0.00,0.00,19.59,1
157.318,157.317,10.00,6.03,0.00,0.00,19.34,1
157.337,157.336,10.00,6.09,0.00,0.00,19.34,1
157.357,157.356,10.00,6.09,0.00,0.00,19.34,1
157.396,157.395,10.00,6.09,0.00,0.00,19.34,1
157.416,157.415,10.00,6.09,0.00,0.00,13.00,1
157.435,157.434,10.00,6.16,0.00,0.00,13.00,1
157.455,157.454,10.00,6.16,0.00,0.00,18.86,1
157.494,157.493,10.00,6.16,0.00,0.00,18.86,1
157.513,157.513,10.00,6.09,0.00,0.00,16.31,1
157.533,157.532,10.00,6.09,0.00,0.00,16.31,1
157.553,157.552,10.00,6.09,0.00,0.00,15.76,1
157.592,157.591,10.00,6.09,0.00,0.00,15.76,1
157.611,157.610,10.00,6.09,0.00,0.00,16.37,1
157.631,157.630,10.00,6.16,0.00,0.00,16.37,1
157.651,157.650,10.00,6.09,0.00,0.00,13.33,1
157.690,157.689,10.00,6.16,0.00,0.00,13.33,1
157.709,157.708,10.00,6.16,0.00,0.00,13.33,1
157.729,157.728,10.00,6.23,0.00,0.00,13.33,1
157.768,157.767,10.00,6.37,0.00,0.00,13.33,1
157.788,157.787,10.00,6.43,0.00,0.00,13.33,1
157.807,157.807,10.00,6.37,0.00,0.00,11.68,1
157.827,157.826,10.00,6.43,0.00,0.00,11.68,1
157.866,157.866,10.00,6.50,0.00,0.00,13.52,1
157.887,157.886,10.00,6.43,0.00,0.00,13.52,1
157.905,157.904,10.00,6.43,0.00,0.00,11.70,1
157.925,157.925,10.00,6.43,0.00,0.00,11.70,1
157.964,157.964,10.00,6.50,0.00,0.00,11.10,1
157.984,157.983,10.00,6.78,0.00,0.00,11.10,1
158.003,158.002,10.00,6.84,0.00,0.00,15.23,1
158.023,158.023,10.00,6.71,0.00,0.00,15.23,1
158.063,158.062,10.00,6.78,0.00,0.00,18.50,1
158.082,158.082,10.00,6.78,0.00,0.00,18.50,1
158.101,158.101,10.00,6.71,0.00,0.00,19.91,1
158.122,158.121,10.00,6.71,0.00,0.00,19.91,1
158.160,158.160,10.00,6.78,0.00,0.00,15.79,1
158.181,158.180,10.00,6.84,0.00,0.00,15.79,1
158.199,158.199,10.00,6.84,0.00,0.00,15.79,1
158.220,158.219,10.00,6.84,0.00,0.00,15.79,1
158.259,158.258,10.00,6.84,0.00,0.00,15.79,1
158.278,158.278,10.00,6.84,0.00,0.00,15.79,1
158.298,158.297,10.00,6.84,0.00,0.00,15.79,1
158.318,158.317,10.00,6.92,0.00,0.00,15.79,1
158.357,158.356,10.00,6.98,0.00,0.00,15.79,1
158.377,158.376,10.00,7.05,0.00,0.00,15.79,1
158.396,158.395,10.00,7.05,0.00,0.00,15.79,1
158.416,158.415,10.00,7.05,0.00,0.00,15.79,1
158.436,158.435,10.00,7.05,0.00,0.00,15.79,1
158.475,158.474,10.00,6.98,0.00,0.00,16.14,1
158.494,158.493,10.00,7.05,0.00,0.00,13.25,1
158.514,158.513,10.00,7.05,0.00,0.00,13.25,1
158.534,158.533,10.00,7.12,0.00,0.00,13.25,1
158.573,158.572,10.00,7.12,0.00,0.00,13.95,1
158.592,158.591,10.00,7.12,0.00,0.00,17.87,1
158.612,158.611,10.00,7.12,0.00,0.00,17.87,1
