Session_Time,Test_Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output,Distance,Test_Number
1.006,1.005,10.00,0.00,45.89,0.00,6.22,1
1.026,1.025,10.00,0.00,46.69,0.00,6.22,1
1.045,1.044,10.00,0.00,47.49,0.00,6.22,1
1.065,1.064,10.00,0.00,48.29,0.00,6.34,1
1.104,1.104,10.00,0.00,49.09,0.00,6.34,1
1.124,1.123,10.00,0.00,49.89,0.00,6.25,1
1.143,1.142,10.00,0.00,50.69,0.00,6.25,1
1.163,1.162,10.00,0.00,51.49,0.00,6.25,1
1.202,1.201,10.00,0.00,52.29,0.00,6.16,1
1.222,1.221,10.00,0.00,53.09,0.00,6.10,1
1.241,1.241,10.00,0.00,53.88,0.00,6.10,1
1.281,1.280,10.00,0.00,54.68,0.00,6.92,1
1.300,1.299,10.00,0.00,55.48,0.00,6.92,1
1.320,1.319,10.00,0.00,56.28,0.00,6.92,1
1.359,1.358,10.00,0.00,57.08,0.00,6.79,1
1.379,1.378,10.00,0.00,57.88,0.00,6.77,1
1.398,1.397,10.00,0.00,58.68,0.00,6.77,1
1.418,1.417,10.00,0.00,59.48,0.00,6.77,1
1.457,1.456,10.00,0.00,60.28,0.00,6.48,1
1.477,1.476,10.00,0.00,61.08,0.00,6.48,1
1.496,1.495,10.00,0.00,61.88,0.00,6.83,1
1.516,1.515,10.00,0.00,62.68,0.00,6.83,1
1.555,1.554,10.00,0.00,63.48,0.00,6.96,1
1.575,1.574,10.00,0.00,64.28,0.00,6.96,1
1.594,1.593,10.00,0.00,65.08,0.00,6.97,1
1.614,1.613,10.00,0.00,65.88,0.00,6.97,1
1.653,1.652,10.00,0.00,66.67,0.00,6.97,1
1.673,1.672,10.00,0.00,67.47,0.00,6.97,1
1.692,1.691,10.00,0.00,68.27,0.00,6.97,1
1.712,1.711,10.00,0.00,69.07,0.00,6.97,1
1.751,1.750,10.00,0.00,69.87,0.00,6.97,1
1.771,1.770,10.00,0.00,70.67,0.00,6.97,1
1.790,1.789,10.00,0.00,71.47,0.00,6.97,1
1.810,1.809,10.00,0.00,72.27,0.00,6.97,1
1.849,1.848,10.00,0.00,73.07,0.00,6.28,1
1.868,1.867,10.00,0.00,73.87,0.00,6.28,1
1.888,1.887,10.00,0.00,74.67,0.00,6.28,1
1.908,1.907,10.00,0.00,75.47,0.00,6.28,1
1.947,1.946,10.00,0.00,76.27,0.00,6.28,1
1.966,1.965,10.00,0.00,77.07,0.00,6.28,1
1.986,1.985,10.00,0.00,77.87,0.00,6.28,1
2.006,2.005,10.00,0.00,78.66,0.00,6.28,1
2.045,2.044,10.00,0.00,79.46,0.00,6.28,1
2.064,2.063,10.00,0.00,80.26,0.00,6.28,1
2.084,2.083,10.00,0.00,81.06,0.00,6.28,1
2.104,2.103,10.00,0.00,81.86,0.00,6.28,1
2.143,2.142,10.00,0.00,82.66,0.00,6.28,1
2.162,2.161,10.00,0.00,83.46,0.00,6.28,1
2.182,2.181,10.00,0.00,84.26,0.00,6.28,1
2.202,2.201,10.00,0.00,85.06,0.00,6.28,1
2.241,2.240,10.00,0.00,85.86,0.00,6.28,1
2.260,2.259,10.00,0.00,86.66,0.00,6.28,1
2.280,2.279,10.00,0.00,87.46,0.00,6.28,1
2.300,2.299,10.00,0.00,88.26,0.00,6.28,1
2.339,2.338,10.00,0.00,89.06,0.00,6.28,1
2.358,2.357,10.00,0.00,89.86,0.00,6.28,1
2.378,2.377,10.00,0.00,90.65,0.00,6.28,1
2.398,2.397,10.00,0.00,91.45,0.00,6.28,1
2.437,2.436,10.00,0.00,92.25,0.00,6.28,1
2.456,2.455,10.00,0.00,93.05,0.00,6.28,1
2.476,2.475,10.00,0.00,93.85,0.00,6.89,1
2.515,2.514,10.00,0.00,94.65,0.00,6.89,1
2.535,2.534,10.00,0.00,95.45,0.00,6.89,1
2.554,2.553,10.00,0.00,96.25,0.00,6.89,1
2.574,2.573,10.00,0.00,97.05,0.00,6.89,1
2.594,2.593,10.00,0.00,97.85,0.00,6.89,1
2.633,2.632,10.00,0.00,98.65,0.00,6.89,1
2.652,2.651,10.00,0.00,99.45,0.00,6.89,1
2.672,2.671,10.00,0.00,100.00,0.00,6.89,1
2.692,2.691,10.00,0.00,100.00,0.00,6.89,1
2.731,2.730,10.00,0.00,100.00,0.00,15.56,1
2.750,2.749,10.00,0.00,100.00,0.00,15.56,1
2.770,2.769,10.00,0.00,100.00,0.00,15.64,1
2.790,2.789,10.00,0.00,100.00,0.00,15.64,1
2.829,2.828,10.00,0.00,100.00,0.00,15.61,1
2.848,2.847,10.00,0.00,100.00,0.00,15.61,1
2.868,2.867,10.00,0.00,100.00,0.00,15.64,1
2.888,2.888,10.00,0.00,100.00,0.00,15.64,1
2.927,2.927,10.00,0.00,100.00,0.00,15.89,1
2.946,2.945,10.00,0.00,100.00,0.00,15.89,1
2.966,2.965,10.00,0.00,100.00,0.00,15.89,1
3.005,3.004,10.00,0.00,100.00,0.00,7.17,1
3.025,3.024,10.00,0.00,100.00,0.00,7.17,1
3.044,3.043,10.00,0.00,100.00,0.00,7.18,1
3.064,3.063,10.00,0.00,100.00,0.00,7.18,1
3.103,3.102,10.00,0.00,100.00,0.00,6.52,1
3.123,3.122,10.00,0.00,100.00,0.00,6.52,1
3.142,3.141,10.00,0.00,100.00,0.00,6.60,1
3.162,3.161,10.00,0.00,100.00,0.00,6.60,1
3.201,3.200,10.00,0.00,100.00,0.00,6.65,1
3.221,3.220,10.00,0.00,100.00,0.00,6.65,1
3.240,3.239,10.00,0.00,100.00,0.00,6.65,1
3.260,3.259,10.00,0.00,100.00,0.00,6.77,1
3.280,3.279,10.00,0.00,100.00,0.00,6.77,1
3.319,3.318,10.00,0.00,100.00,0.00,6.87,1
3.338,3.337,10.00,0.00,100.00,0.00,6.87,1
3.358,3.357,10.00,0.00,100.00,0.00,6.89,1
3.397,3.396,10.00,0.00,100.00,0.00,6.89,1
3.417,3.416,10.00,0.00,100.00,0.00,6.84,1
3.436,3.435,10.00,0.00,100.00,0.00,6.84,1
3.456,3.455,10.00,0.00,100.00,0.00,6.84,1
3.495,3.494,10.00,0.00,100.00,0.00,6.39,1
3.515,3.514,10.00,0.00,100.00,0.00,6.37,1
3.534,3.533,10.00,0.00,100.00,0.00,6.37,1
3.554,3.553,10.00,0.00,100.00,0.00,6.37,1
3.593,3.592,10.00,0.00,100.00,0.00,6.30,1
3.613,3.612,10.00,0.00,100.00,0.00,6.22,1
3.632,3.631,10.00,0.00,100.00,0.00,6.22,1
3.652,3.651,10.00,0.00,100.00,0.00,6.22,1
3.691,3.690,10.00,0.00,100.00,0.00,6.02,1
3.711,3.710,10.00,0.00,100.00,0.00,6.02,1
3.730,3.729,10.00,0.00,100.00,0.00,6.02,1
3.750,3.749,10.00,0.00,100.00,0.00,6.02,1
3.770,3.769,10.00,0.00,100.00,0.00,6.02,1
3.809,3.808,10.00,0.00,100.00,0.00,6.02,1
3.828,3.827,10.00,0.00,100.00,0.00,6.02,1
3.848,3.847,10.00,0.00,100.00,0.00,6.02,1
3.867,3.866,10.00,0.00,100.00,0.00,6.02,1
3.907,3.906,10.00,0.00,100.00,0.00,6.02,1
3.926,3.925,10.00,0.00,100.00,0.00,6.02,1
3.946,3.945,10.00,0.00,100.00,0.00,6.02,1
3.965,3.964,10.00,0.00,100.00,0.00,6.02,1
4.005,4.004,10.00,0.00,100.00,0.00,6.02,1
4.024,4.023,10.00,0.00,100.00,0.00,6.02,1
4.044,4.043,10.00,0.00,100.00,0.00,6.02,1
4.063,4.062,10.00,0.00,100.00,0.00,6.02,1
4.103,4.102,10.00,0.00,100.00,0.00,6.02,1
4.122,4.121,10.00,0.00,100.00,0.00,6.02,1
4.142,4.141,10.00,0.00,100.00,0.00,6.02,1
4.181,4.180,10.00,0.00,100.00,0.00,7.08,1
4.201,4.200,10.00,0.00,100.00,0.00,7.08,1
4.220,4.219,10.00,0.00,100.00,0.00,7.08,1
4.259,4.258,10.00,0.00,100.00,0.00,7.08,1
4.279,4.278,10.00,0.00,100.00,0.00,7.08,1
4.299,4.298,10.00,0.00,100.00,0.00,7.08,1
4.318,4.317,10.00,0.00,100.00,0.00,7.08,1
4.357,4.356,10.00,0.00,100.00,0.00,7.08,1
4.377,4.376,10.00,0.00,100.00,0.00,7.08,1
4.397,4.396,10.00,0.00,100.00,0.00,7.08,1
4.416,4.415,10.00,1.23,100.00,0.00,7.08,1
4.455,4.454,10.00,1.23,100.00,0.00,7.08,1
4.475,4.474,10.00,1.23,100.00,0.00,7.08,1
4.494,4.493,10.00,1.31,100.00,0.00,7.08,1
4.514,4.513,10.00,1.31,100.00,0.00,7.08,1
4.534,4.533,10.00,1.31,100.00,0.00,7.08,1
4.573,4.572,10.00,1.31,100.00,0.00,7.08,1
4.592,4.591,10.00,1.37,100.00,0.00,7.08,1
4.612,4.611,10.00,1.45,100.00,0.00,7.08,1
4.632,4.631,10.00,1.45,100.00,0.00,7.08,1
4.671,4.670,10.00,1.45,100.00,0.00,7.08,1
4.690,4.689,10.00,1.52,100.00,0.00,7.08,1
4.710,4.709,10.00,1.52,100.00,0.00,7.08,1
4.730,4.729,10.00,1.52,100.00,0.00,7.08,1
4.769,4.768,10.00,1.52,100.00,0.00,6.72,1
4.788,4.787,10.00,1.59,100.00,0.00,6.72,1
4.808,4.807,10.00,1.59,100.00,0.00,6.72,1
4.828,4.827,10.00,1.66,100.00,0.00,15.76,1
4.867,4.866,10.00,1.66,100.00,0.00,15.76,1
4.886,4.885,10.00,1.66,100.00,0.00,17.23,1
4.906,4.905,10.00,1.74,100.00,0.00,17.23,1
4.945,4.944,10.00,1.74,100.00,0.00,16.07,1
4.965,4.964,10.00,1.74,100.00,0.00,16.07,1
4.984,4.983,10.00,1.80,100.00,0.00,6.63,1
5.004,5.003,10.00,1.88,100.00,0.00,6.63,1
5.043,5.042,10.00,1.88,100.00,0.00,6.58,1
5.063,5.062,10.00,1.94,100.00,0.00,6.58,1
5.082,5.081,10.00,1.94,100.00,0.00,6.67,1
5.102,5.101,10.00,2.02,100.00,0.00,6.67,1
5.141,5.140,10.00,2.02,100.00,0.00,6.97,1
5.161,5.160,10.00,2.10,100.00,0.00,6.97,1
5.180,5.179,10.00,2.16,100.00,0.00,6.97,1
5.200,5.199,10.00,2.16,100.00,0.00,15.79,1
5.239,5.238,10.00,2.24,100.00,0.00,15.24,1
5.259,5.258,10.00,2.24,100.00,0.00,15.24,1
5.278,5.277,10.00,2.31,100.00,0.00,15.24,1
5.298,5.297,10.00,2.37,100.00,0.00,14.72,1
5.337,5.336,10.00,2.45,100.00,0.00,14.72,1
5.357,5.356,10.00,2.45,100.00,0.00,15.30,1
5.376,5.375,10.00,2.59,100.00,0.00,15.30,1
5.396,5.395,10.00,2.59,100.00,0.00,14.17,1
5.435,5.434,10.00,2.59,100.00,0.00,14.17,1
5.455,5.454,10.00,2.66,100.00,0.00,14.93,1
5.474,5.473,10.00,2.66,100.00,0.00,14.93,1
5.494,5.493,10.00,2.80,100.00,0.00,14.93,1
5.533,5.532,10.00,2.80,100.00,0.00,15.44,1
5.553,5.552,10.00,2.80,100.00,0.00,15.43,1
5.572,5.571,10.00,2.80,100.00,0.00,15.43,1
5.592,5.591,10.00,2.88,100.00,0.00,15.43,1
5.631,5.630,10.00,2.88,100.00,0.00,15.81,1
5.651,5.650,10.00,2.88,100.00,0.00,15.81,1
5.670,5.669,10.00,2.88,100.00,0.00,15.74,1
5.690,5.689,10.00,2.94,100.00,0.00,15.74,1
5.729,5.728,10.00,3.02,100.00,0.00,15.68,1
5.749,5.748,10.00,3.02,100.00,0.00,15.68,1
5.768,5.767,10.00,3.02,100.00,0.00,15.30,1
5.788,5.787,10.00,3.08,100.00,0.00,15.30,1
5.827,5.826,10.00,3.08,100.00,0.00,15.30,1
5.847,5.846,10.00,3.08,100.00,0.00,15.30,1
5.866,5.865,10.00,3.16,100.00,0.00,15.30,1
5.886,5.885,10.00,3.16,100.00,0.00,15.30,1
5.925,5.924,10.00,3.16,100.00,0.00,15.30,1
5.945,5.944,10.00,3.16,100.00,0.00,15.30,1
5.964,5.963,10.00,3.23,100.00,0.00,15.30,1
5.984,5.983,10.00,3.23,100.00,0.00,15.30,1
6.023,6.022,10.00,3.29,100.00,0.00,15.30,1
6.043,6.042,10.00,3.29,100.00,0.00,15.30,1
6.062,6.061,10.00,3.37,100.00,0.00,15.30,1
6.082,6.081,10.00,3.37,100.00,0.00,15.30,1
6.121,6.120,10.00,3.44,100.00,0.00,15.30,1
6.141,6.140,10.00,3.44,100.00,0.00,15.30,1
6.160,6.159,10.00,3.51,100.00,0.00,15.30,1
6.180,6.179,10.00,3.51,100.00,0.00,15.30,1
6.219,6.218,10.00,3.51,100.00,0.00,15.30,1
6.239,6.238,10.00,3.58,100.00,0.00,15.30,1
6.258,6.257,10.00,3.58,100.00,0.00,15.05,1
6.278,6.277,10.00,3.65,100.00,0.00,15.05,1
6.317,6.316,10.00,3.65,100.00,0.00,15.05,1
6.337,6.336,10.00,3.65,100.00,0.00,15.05,1
6.356,6.355,10.00,3.72,100.00,0.00,15.05,1
6.376,6.375,10.00,3.72,100.00,0.00,15.05,1
6.415,6.414,10.00,3.80,100.00,0.00,15.05,1
6.434,6.433,10.00,3.80,100.00,0.00,15.05,1
6.454,6.453,10.00,3.86,100.00,0.00,15.05,1
6.474,6.473,10.00,3.86,100.00,0.00,15.05,1
6.513,6.512,10.00,3.93,100.00,0.00,15.05,1
6.532,6.531,10.00,3.93,100.00,0.00,15.05,1
6.552,6.551,10.00,3.93,100.00,0.00,15.05,1
6.572,6.571,10.00,4.01,100.00,0.00,15.05,1
6.611,6.610,10.00,4.01,100.00,0.00,15.05,1
6.630,6.629,10.00,4.01,100.00,0.00,15.05,1
6.650,6.649,10.00,4.01,100.00,0.00,15.05,1
6.669,6.668,10.00,4.01,100.00,0.00,15.05,1
6.709,6.708,10.00,4.01,100.00,0.00,15.05,1
6.728,6.727,10.00,4.07,100.00,0.00,15.05,1
6.748,6.747,10.00,4.07,100.00,0.00,15.05,1
6.787,6.786,10.00,4.14,100.00,0.00,13.67,1
6.807,6.806,10.00,4.14,100.00,0.00,13.67,1
6.826,6.825,10.00,4.14,100.00,0.00,13.67,1
6.846,6.845,10.00,4.21,100.00,0.00,13.67,1
6.885,6.884,10.00,4.21,100.00,0.00,13.67,1
6.904,6.903,10.00,4.28,100.00,0.00,13.67,1
6.924,6.923,10.00,4.28,100.00,0.00,13.67,1
6.963,6.962,10.00,4.28,100.00,0.00,13.67,1
6.983,6.982,10.00,4.36,100.00,0.00,13.67,1
7.003,7.002,10.00,4.36,100.00,0.00,13.67,1
7.022,7.021,10.00,4.36,100.00,0.00,13.67,1
7.061,7.060,10.00,4.42,100.00,0.00,12.14,1
7.081,7.080,10.00,4.42,100.00,0.00,12.26,1
7.100,7.099,10.00,4.42,100.00,0.00,12.26,1
7.120,7.119,10.00,4.49,100.00,0.00,12.26,1
7.159,7.158,10.00,4.49,100.00,0.00,11.09,1
7.179,7.178,10.00,4.57,100.00,0.00,11.09,1
7.198,7.197,10.00,4.57,100.00,0.00,12.53,1
7.218,7.217,10.00,4.63,100.00,0.00,12.53,1
7.257,7.256,10.00,4.63,100.00,0.00,13.11,1
7.277,7.276,10.00,4.63,100.00,0.00,13.11,1
7.296,7.295,10.00,4.70,100.00,0.00,13.11,1
7.335,7.334,10.00,4.77,100.00,0.00,13.11,1
7.355,7.354,10.00,4.84,100.00,0.00,12.58,1
7.374,7.373,10.00,4.84,100.00,0.00,12.58,1
7.394,7.393,10.00,4.92,100.00,0.00,12.58,1
7.414,7.413,10.00,4.92,100.00,0.00,11.61,1
7.453,7.452,10.00,4.98,100.00,0.00,12.38,1
7.472,7.471,10.00,5.05,100.00,0.00,12.38,1
7.492,7.491,10.00,5.13,100.00,0.00,12.38,1
7.512,7.511,10.00,5.19,100.00,0.00,11.23,1
7.551,7.550,10.00,5.26,100.00,0.00,11.23,1
7.570,7.569,10.00,5.26,100.00,0.00,10.78,1
7.590,7.589,10.00,5.47,100.00,0.00,10.78,1
7.610,7.609,10.00,5.47,100.00,0.00,10.78,1
7.649,7.648,10.00,5.53,100.00,0.00,19.58,1
7.668,7.667,10.00,5.68,100.00,0.00,19.29,1
7.688,7.687,10.00,5.74,100.00,0.00,19.29,1
7.708,7.707,10.00,5.82,100.00,0.00,19.29,1
7.747,7.746,10.00,5.82,100.00,0.00,18.77,1
7.766,7.765,10.00,5.88,100.00,0.00,18.77,1
7.786,7.785,10.00,5.95,100.00,0.00,11.41,1
7.825,7.824,10.00,6.03,100.00,0.00,11.41,1
7.845,7.844,10.00,6.16,100.00,0.00,11.99,1
7.864,7.863,10.00,6.23,100.00,0.00,11.99,1
7.884,7.883,10.00,6.29,100.00,0.00,12.62,1
7.904,7.903,10.00,6.50,100.00,0.00,12.62,1
7.943,7.942,10.00,6.64,100.00,0.00,11.80,1
7.962,7.961,10.00,6.71,100.00,0.00,11.80,1
7.982,7.981,10.00,6.84,100.00,0.00,11.80,1
8.002,8.001,10.00,6.98,100.00,0.00,12.31,1
8.041,8.040,10.00,7.05,100.00,0.00,12.31,1
8.060,8.059,10.00,7.12,100.00,0.00,11.11,1
8.080,8.079,10.00,7.19,100.00,0.00,11.11,1
8.100,8.099,10.00,7.33,100.00,0.00,11.11,1
8.139,8.138,10.00,7.39,100.00,0.00,10.57,1
8.158,8.157,10.00,7.46,100.00,0.00,10.88,1
8.178,8.177,10.00,7.60,100.00,0.00,10.88,1
8.198,8.197,10.00,7.67,100.00,0.00,10.88,1
8.237,8.236,10.00,7.73,100.00,0.00,11.31,1
8.256,8.255,10.00,7.88,100.00,0.00,11.31,1
8.276,8.275,10.00,7.94,100.00,0.00,11.08,1
8.315,8.314,10.00,8.01,100.00,0.00,11.08,1
8.335,8.334,10.00,8.01,100.00,0.00,10.92,1
8.354,8.353,10.00,8.14,100.00,0.00,10.92,1
8.374,8.373,10.00,8.21,100.00,0.00,10.92,1
8.394,8.393,10.00,8.21,100.00,0.00,11.59,1
8.433,8.432,10.00,8.35,100.00,0.00,11.59,1
8.452,8.451,10.00,8.35,100.00,0.00,11.57,1
8.472,8.471,10.00,8.48,100.00,0.00,11.57,1
8.511,8.510,10.00,8.42,100.00,0.00,12.66,1
8.531,8.530,10.00,8.48,100.00,0.00,12.66,1
8.550,8.549,10.00,8.55,100.00,0.00,12.66,1
8.590,8.589,10.00,8.68,100.00,0.00,12.98,1
8.609,8.608,10.00,8.75,100.00,0.00,19.30,1
8.629,8.628,10.00,8.75,100.00,0.00,19.30,1
8.648,8.647,10.00,8.81,100.00,0.00,19.30,1
8.687,8.686,10.00,8.89,100.00,0.00,12.89,1
8.707,8.706,10.00,8.96,100.00,0.00,12.89,1
8.727,8.726,10.00,9.09,100.00,0.00,14.19,1
8.746,8.745,10.00,9.09,100.00,0.00,14.19,1
8.785,8.784,10.00,9.15,100.00,0.00,11.69,1
8.805,8.804,10.00,9.22,100.00,0.00,11.69,1
8.825,8.824,10.00,9.29,100.00,0.00,19.85,1
8.844,8.843,10.00,9.35,100.00,0.00,19.85,1
8.864,8.863,10.00,9.35,100.00,0.00,19.85,1
8.903,8.902,10.00,9.42,100.00,0.00,11.20,1
8.923,8.922,10.00,9.49,100.00,0.00,11.20,1
8.942,8.941,10.00,9.49,100.00,0.00,11.20,1
8.962,8.961,10.00,9.63,0.00,0.00,11.20,1
8.981,8.980,10.00,9.83,0.00,0.00,11.20,1
9.021,9.020,10.00,9.89,0.00,0.00,11.20,1
9.040,9.039,10.00,9.89,0.00,0.00,11.20,1
9.060,9.059,10.00,10.03,0.00,0.00,11.20,1
9.079,9.078,10.00,10.09,0.00,0.00,11.20,1
9.119,9.118,10.00,10.16,0.00,0.00,11.20,1
9.138,9.137,10.00,10.22,0.00,0.00,11.20,1
9.158,9.157,10.00,10.22,0.00,0.00,11.20,1
9.177,9.176,10.00,10.29,0.00,0.00,11.20,1
9.217,9.216,10.00,10.36,0.00,0.00,11.20,1
9.236,9.235,10.00,10.49,0.00,0.00,11.20,1
9.256,9.255,10.00,10.62,0.00,3.11,11.20,1
9.295,9.294,10.00,10.75,0.00,3.78,11.20,1
9.315,9.314,10.00,10.75,0.00,3.79,11.20,1
9.334,9.333,10.00,10.75,0.00,3.81,11.20,1
9.354,9.353,10.00,10.82,0.00,4.18,11.20,1
9.393,9.392,10.00,10.89,0.00,4.55,12.14,1
9.413,9.412,10.00,10.95,0.00,4.86,12.14,1
9.432,9.431,10.00,10.89,0.00,4.58,12.14,1
9.452,9.451,10.00,10.95,0.00,4.90,12.14,1
9.491,9.490,10.00,11.09,0.00,5.62,12.14,1
9.510,9.509,10.00,11.09,0.00,5.64,12.14,1
9.530,9.529,10.00,11.15,0.00,5.96,12.14,1
9.550,9.549,10.00,11.22,0.00,6.34,12.14,1
9.569,9.568,10.00,11.22,0.00,6.36,12.14,1
9.608,9.607,10.00,11.28,0.00,6.68,12.14,1
9.628,9.627,10.00,11.28,0.00,6.70,12.14,1
9.648,9.647,10.00,11.35,0.00,7.08,12.14,1
9.667,9.666,10.00,11.48,0.00,7.76,12.14,1
9.687,9.686,10.00,11.48,0.00,7.79,12.14,1
9.726,9.725,10.00,11.42,0.00,7.52,12.14,1
9.745,9.744,10.00,11.48,0.00,7.84,12.14,1
9.765,9.764,10.00,11.55,0.00,8.22,12.14,1
9.785,9.784,10.00,11.62,0.00,8.61,12.14,1
9.824,9.823,10.00,11.68,0.00,8.93,12.14,1
9.843,9.842,10.00,11.68,0.00,8.97,12.14,1
9.863,9.862,10.00,11.68,0.00,9.00,12.14,1
9.883,9.882,10.00,11.68,0.00,9.03,12.14,1
9.922,9.921,10.00,11.80,0.00,9.71,12.14,1
9.941,9.940,10.00,11.87,0.00,10.10,13.94,1
9.961,9.960,10.00,11.87,0.00,10.14,13.94,1
9.981,9.980,10.00,12.00,0.00,10.82,13.94,1
10.020,10.019,10.00,12.07,0.00,11.21,13.94,1
10.039,10.038,10.00,12.07,0.00,11.25,13.75,1
10.059,10.058,10.00,12.20,0.00,11.93,13.75,1
10.079,10.078,10.00,12.27,0.00,12.32,13.75,1
10.118,10.117,10.00,12.27,0.00,12.37,13.81,1
10.137,10.136,10.00,12.33,0.00,12.71,13.81,1
10.157,10.156,10.00,12.47,0.00,13.45,12.88,1
10.196,10.195,10.00,12.52,0.00,13.79,12.88,1
10.216,10.215,10.00,12.52,0.00,13.84,11.79,1
10.235,10.234,10.00,12.66,0.00,14.59,11.79,1
10.274,10.273,10.00,12.72,0.00,14.93,10.29,1
10.294,10.293,10.00,12.72,0.00,14.99,10.29,1
10.314,10.313,10.00,12.79,0.00,15.39,10.57,1
10.333,10.332,10.00,12.85,0.00,15.73,10.57,1
10.372,10.371,10.00,12.85,0.00,15.79,10.27,1
10.392,10.391,10.00,12.85,0.00,15.85,10.27,1
10.412,10.411,10.00,12.92,0.00,16.25,10.27,1
10.431,10.430,10.00,13.04,0.00,16.95,10.25,1
10.470,10.469,10.00,13.04,0.00,17.01,10.25,1
10.490,10.489,10.00,13.04,0.00,17.07,10.25,1
10.509,10.508,10.00,13.18,0.00,17.82,10.25,1
10.529,10.528,10.00,13.18,0.00,17.89,10.25,1
10.568,10.567,10.00,13.24,0.00,18.24,10.78,1
10.588,10.587,10.00,13.31,0.00,18.65,10.78,1
10.607,10.606,10.00,13.31,0.00,18.72,10.58,1
10.627,10.626,10.00,13.37,0.00,19.07,10.58,1
10.647,10.646,10.00,13.43,0.00,19.48,10.58,1
10.686,10.685,10.00,13.56,0.00,20.19,10.91,1
10.705,10.704,10.00,13.43,0.00,19.62,10.91,1
10.725,10.724,10.00,13.43,0.00,19.69,11.01,1
10.744,10.743,10.00,13.63,0.00,20.74,11.01,1
10.784,10.783,10.00,13.63,0.00,20.81,11.27,1
10.803,10.802,10.00,13.56,0.00,20.54,11.27,1
10.823,10.822,10.00,13.63,0.00,20.96,10.71,1
10.862,10.861,10.00,13.70,0.00,21.37,10.71,1
10.882,10.881,10.00,13.70,0.00,21.45,10.68,1
10.901,10.900,10.00,13.82,0.00,22.15,10.68,1
10.921,10.920,10.00,13.95,0.00,22.86,10.68,1
10.960,10.959,10.00,14.02,0.00,23.28,10.70,1
10.980,10.979,10.00,13.95,0.00,23.02,10.70,1
10.999,10.998,10.00,13.95,0.00,23.10,11.06,1
11.019,11.018,10.00,14.08,0.00,23.81,11.06,1
11.058,11.057,10.00,14.08,0.00,23.89,11.06,1
11.078,11.077,10.00,14.14,0.00,24.31,11.06,1
11.097,11.096,10.00,14.21,0.00,24.74,11.06,1
11.117,11.116,10.00,14.27,0.00,25.11,11.06,1
11.136,11.135,10.00,14.39,0.00,25.82,11.06,1
11.176,11.175,10.00,14.39,0.00,25.91,11.06,1
11.195,11.194,10.00,14.39,0.00,26.00,11.06,1
11.215,11.214,10.00,14.46,0.00,26.43,11.06,1
11.234,11.233,10.00,14.46,0.00,26.52,11.06,1
11.274,11.273,10.00,14.59,0.00,27.23,11.06,1
11.293,11.292,10.00,14.59,0.00,27.33,11.06,1
11.313,11.312,10.00,14.65,0.00,27.76,11.06,1
11.352,11.351,10.00,14.59,0.00,27.51,11.06,1
11.372,11.371,10.00,14.65,0.00,27.94,11.06,1
11.391,11.390,10.00,14.72,0.00,28.38,11.06,1
